2025-11-21T01:48:59.184281 | ted_talks_438 | chunk 0 | prompt_tokens=5381, candidates_tokens=178, total_tokens=5559
2025-11-21T02:24:05.822326 | ted_talks_391 | chunk 1 | prompt_tokens=5148, candidates_tokens=175, total_tokens=5323
2025-11-21T02:24:13.026198 | ted_talks_391 | chunk 2 | prompt_tokens=4632, candidates_tokens=200, total_tokens=4832
2025-11-21T02:24:20.644946 | ted_talks_391 | chunk 3 | prompt_tokens=8286, candidates_tokens=232, total_tokens=8518
2025-11-21T02:24:32.008769 | ted_talks_391 | chunk 4 | prompt_tokens=13097, candidates_tokens=262, total_tokens=13359
2025-11-21T02:24:38.429441 | ted_talks_391 | chunk 5 | prompt_tokens=2884, candidates_tokens=149, total_tokens=3033
2025-11-21T02:24:45.924423 | ted_talks_391 | chunk 6 | prompt_tokens=2651, candidates_tokens=150, total_tokens=2801
2025-11-21T02:24:54.734396 | ted_talks_391 | chunk 7 | prompt_tokens=11965, candidates_tokens=286, total_tokens=12251
2025-11-21T02:25:05.762093 | ted_talks_391 | chunk 8 | prompt_tokens=19040, candidates_tokens=327, total_tokens=19367
2025-11-21T02:25:13.526329 | ted_talks_391 | chunk 9 | prompt_tokens=9959, candidates_tokens=208, total_tokens=10167
2025-11-21T02:25:20.460943 | ted_talks_391 | chunk 10 | prompt_tokens=5714, candidates_tokens=218, total_tokens=5932
2025-11-21T02:25:29.453480 | ted_talks_391 | chunk 11 | prompt_tokens=6022, candidates_tokens=261, total_tokens=6283
2025-11-21T02:25:41.071155 | ted_talks_391 | chunk 12 | prompt_tokens=20763, candidates_tokens=335, total_tokens=21098
2025-11-21T02:25:51.557655 | ted_talks_391 | chunk 13 | prompt_tokens=8003, candidates_tokens=278, total_tokens=8281
2025-11-21T02:26:03.223817 | ted_talks_391 | chunk 14 | prompt_tokens=20663, candidates_tokens=242, total_tokens=20905
2025-11-21T02:26:12.143506 | ted_talks_236 | chunk 0 | prompt_tokens=12431, candidates_tokens=238, total_tokens=12669
2025-11-21T02:26:21.217892 | ted_talks_236 | chunk 1 | prompt_tokens=10758, candidates_tokens=241, total_tokens=10999
2025-11-21T02:26:27.627792 | ted_talks_236 | chunk 2 | prompt_tokens=4249, candidates_tokens=194, total_tokens=4443
2025-11-21T02:26:35.753901 | ted_talks_236 | chunk 3 | prompt_tokens=10267, candidates_tokens=176, total_tokens=10443
2025-11-21T02:26:44.025470 | ted_talks_236 | chunk 4 | prompt_tokens=11965, candidates_tokens=121, total_tokens=12086
2025-11-21T02:26:51.173335 | ted_talks_236 | chunk 5 | prompt_tokens=5739, candidates_tokens=220, total_tokens=5959
2025-11-21T02:27:00.951848 | ted_talks_236 | chunk 6 | prompt_tokens=17059, candidates_tokens=244, total_tokens=17303
2025-11-21T02:27:09.414150 | ted_talks_236 | chunk 7 | prompt_tokens=11041, candidates_tokens=210, total_tokens=11251
2025-11-21T02:27:19.084836 | ted_talks_236 | chunk 8 | prompt_tokens=19248, candidates_tokens=153, total_tokens=19401
2025-11-21T02:27:25.805587 | ted_talks_236 | chunk 9 | prompt_tokens=8569, candidates_tokens=224, total_tokens=8793
2025-11-21T02:27:31.663359 | ted_talks_250 | chunk 0 | prompt_tokens=3400, candidates_tokens=216, total_tokens=3616
2025-11-21T02:27:44.050516 | ted_talks_250 | chunk 1 | prompt_tokens=16726, candidates_tokens=213, total_tokens=16939
2025-11-21T02:27:53.237701 | ted_talks_250 | chunk 2 | prompt_tokens=6871, candidates_tokens=252, total_tokens=7123
2025-11-21T02:28:04.063067 | ted_talks_250 | chunk 3 | prompt_tokens=13663, candidates_tokens=268, total_tokens=13931
2025-11-21T02:28:14.439577 | ted_talks_250 | chunk 4 | prompt_tokens=8852, candidates_tokens=251, total_tokens=9103
2025-11-21T02:28:24.740710 | ted_talks_250 | chunk 5 | prompt_tokens=12198, candidates_tokens=199, total_tokens=12397
2025-11-21T02:28:33.663611 | ted_talks_250 | chunk 6 | prompt_tokens=14487, candidates_tokens=143, total_tokens=14630
2025-11-21T02:28:42.932439 | ted_talks_250 | chunk 7 | prompt_tokens=8777, candidates_tokens=219, total_tokens=8996
2025-11-21T02:28:50.844453 | ted_talks_250 | chunk 8 | prompt_tokens=10217, candidates_tokens=194, total_tokens=10411
2025-11-21T02:28:57.686152 | ted_talks_250 | chunk 9 | prompt_tokens=6821, candidates_tokens=220, total_tokens=7041
2025-11-21T02:29:05.266813 | ted_talks_250 | chunk 10 | prompt_tokens=15103, candidates_tokens=165, total_tokens=15268
2025-11-21T02:29:14.208447 | ted_talks_250 | chunk 11 | prompt_tokens=14512, candidates_tokens=243, total_tokens=14755
2025-11-21T02:29:21.578561 | ted_talks_250 | chunk 12 | prompt_tokens=11066, candidates_tokens=247, total_tokens=11313
2025-11-21T02:29:31.805793 | ted_talks_250 | chunk 13 | prompt_tokens=12814, candidates_tokens=202, total_tokens=13016
2025-11-21T02:29:45.689533 | ted_talks_250 | chunk 14 | prompt_tokens=20763, candidates_tokens=242, total_tokens=21005
2025-11-21T02:29:54.419314 | ted_talks_56 | chunk 0 | prompt_tokens=1985, candidates_tokens=188, total_tokens=2173
2025-11-21T02:30:02.684747 | ted_talks_56 | chunk 1 | prompt_tokens=5406, candidates_tokens=283, total_tokens=5689
2025-11-21T02:30:08.990012 | ted_talks_56 | chunk 2 | prompt_tokens=3167, candidates_tokens=314, total_tokens=3481
2025-11-21T02:30:18.145292 | ted_talks_56 | chunk 3 | prompt_tokens=8186, candidates_tokens=194, total_tokens=8380
2025-11-21T02:30:25.502058 | ted_talks_56 | chunk 4 | prompt_tokens=4840, candidates_tokens=146, total_tokens=4986
2025-11-21T02:30:34.780223 | ted_talks_56 | chunk 5 | prompt_tokens=7387, candidates_tokens=204, total_tokens=7591
2025-11-21T02:30:41.215358 | ted_talks_56 | chunk 6 | prompt_tokens=5198, candidates_tokens=185, total_tokens=5383
2025-11-21T02:30:55.010795 | ted_talks_56 | chunk 7 | prompt_tokens=11091, candidates_tokens=315, total_tokens=11406
2025-11-21T02:31:01.345621 | ted_talks_56 | chunk 8 | prompt_tokens=9085, candidates_tokens=146, total_tokens=9231
2025-11-21T02:31:14.041612 | ted_talks_56 | chunk 9 | prompt_tokens=18524, candidates_tokens=197, total_tokens=18721
2025-11-21T02:31:24.599181 | ted_talks_56 | chunk 10 | prompt_tokens=12764, candidates_tokens=149, total_tokens=12913
2025-11-21T02:31:34.101750 | ted_talks_56 | chunk 11 | prompt_tokens=10808, candidates_tokens=174, total_tokens=10982
2025-11-21T02:31:46.911846 | ted_talks_56 | chunk 12 | prompt_tokens=22103, candidates_tokens=181, total_tokens=22284
2025-11-21T02:32:00.672708 | ted_talks_56 | chunk 13 | prompt_tokens=16493, candidates_tokens=256, total_tokens=16749
2025-11-21T02:32:12.241481 | ted_talks_300 | chunk 0 | prompt_tokens=16959, candidates_tokens=329, total_tokens=17288
2025-11-21T02:32:27.518312 | ted_talks_300 | chunk 1 | prompt_tokens=19914, candidates_tokens=189, total_tokens=20103
2025-11-21T02:32:41.207556 | ted_talks_300 | chunk 2 | prompt_tokens=18374, candidates_tokens=184, total_tokens=18558
2025-11-21T02:32:51.752901 | ted_talks_300 | chunk 3 | prompt_tokens=14820, candidates_tokens=223, total_tokens=15043
2025-11-21T02:33:00.903245 | ted_talks_300 | chunk 4 | prompt_tokens=9934, candidates_tokens=242, total_tokens=10176
2025-11-21T02:33:09.467284 | ted_talks_300 | chunk 5 | prompt_tokens=8877, candidates_tokens=151, total_tokens=9028
2025-11-21T02:33:16.466806 | ted_talks_300 | chunk 6 | prompt_tokens=4532, candidates_tokens=210, total_tokens=4742
2025-11-21T02:33:24.841484 | ted_talks_300 | chunk 7 | prompt_tokens=5123, candidates_tokens=157, total_tokens=5280
2025-11-21T02:33:32.553738 | ted_talks_300 | chunk 8 | prompt_tokens=7154, candidates_tokens=209, total_tokens=7363
2025-11-21T02:33:39.556863 | ted_talks_300 | chunk 9 | prompt_tokens=3966, candidates_tokens=175, total_tokens=4141
2025-11-21T02:33:47.009503 | ted_talks_300 | chunk 10 | prompt_tokens=9160, candidates_tokens=140, total_tokens=9300
2025-11-21T02:33:55.026533 | ted_talks_300 | chunk 11 | prompt_tokens=8802, candidates_tokens=215, total_tokens=9017
2025-11-21T02:34:04.869659 | ted_talks_82 | chunk 0 | prompt_tokens=15952, candidates_tokens=437, total_tokens=16389
2025-11-21T02:34:20.223395 | ted_talks_82 | chunk 1 | prompt_tokens=19606, candidates_tokens=311, total_tokens=19917
2025-11-21T02:34:36.384489 | ted_talks_82 | chunk 2 | prompt_tokens=17059, candidates_tokens=216, total_tokens=17275
2025-11-21T02:34:49.057053 | ted_talks_82 | chunk 3 | prompt_tokens=11632, candidates_tokens=240, total_tokens=11872
2025-11-21T02:34:58.841417 | ted_talks_82 | chunk 4 | prompt_tokens=8028, candidates_tokens=304, total_tokens=8332
2025-11-21T02:35:09.708907 | ted_talks_82 | chunk 5 | prompt_tokens=7620, candidates_tokens=176, total_tokens=7796
2025-11-21T02:35:18.807135 | ted_talks_82 | chunk 6 | prompt_tokens=6821, candidates_tokens=205, total_tokens=7026
2025-11-21T02:35:28.522269 | ted_talks_82 | chunk 7 | prompt_tokens=16518, candidates_tokens=306, total_tokens=16824
2025-11-21T02:35:39.497492 | ted_talks_82 | chunk 8 | prompt_tokens=8311, candidates_tokens=191, total_tokens=8502
2025-11-21T02:35:47.510824 | ted_talks_82 | chunk 9 | prompt_tokens=8852, candidates_tokens=223, total_tokens=9075
2025-11-21T02:35:59.593911 | ted_talks_82 | chunk 10 | prompt_tokens=14745, candidates_tokens=152, total_tokens=14897
2025-11-21T02:36:07.719730 | ted_talks_82 | chunk 11 | prompt_tokens=4324, candidates_tokens=230, total_tokens=4554
2025-11-21T02:36:16.327695 | ted_talks_82 | chunk 12 | prompt_tokens=6305, candidates_tokens=188, total_tokens=6493
2025-11-21T02:36:26.139012 | ted_talks_82 | chunk 13 | prompt_tokens=13588, candidates_tokens=283, total_tokens=13871
