2025-11-20T18:59:24.627470 | software_tutorials_81 | chunk 0 | prompt_tokens=782, candidates_tokens=74, total_tokens=856
2025-11-20T19:31:19.239754 | software_tutorials_251 | chunk 6 | prompt_tokens=1707, candidates_tokens=92, total_tokens=1799
2025-11-20T19:31:24.055268 | software_tutorials_251 | chunk 7 | prompt_tokens=557, candidates_tokens=63, total_tokens=620
2025-11-20T19:31:32.539519 | software_tutorials_251 | chunk 8 | prompt_tokens=1082, candidates_tokens=75, total_tokens=1157
2025-11-20T19:31:41.475443 | software_tutorials_251 | chunk 9 | prompt_tokens=1007, candidates_tokens=81, total_tokens=1088
2025-11-20T19:31:50.942303 | software_tutorials_251 | chunk 10 | prompt_tokens=1007, candidates_tokens=121, total_tokens=1128
2025-11-20T19:32:02.262199 | software_tutorials_251 | chunk 11 | prompt_tokens=1332, candidates_tokens=70, total_tokens=1402
2025-11-20T19:32:10.593899 | software_tutorials_20 | chunk 0 | prompt_tokens=1432, candidates_tokens=72, total_tokens=1504
2025-11-20T19:33:39.648692 | software_tutorials_20 | chunk 1 | prompt_tokens=1182, candidates_tokens=76, total_tokens=1258
2025-11-20T19:33:48.862852 | software_tutorials_20 | chunk 2 | prompt_tokens=1082, candidates_tokens=93, total_tokens=1175
2025-11-20T19:34:01.918075 | software_tutorials_20 | chunk 3 | prompt_tokens=1682, candidates_tokens=115, total_tokens=1797
2025-11-20T19:34:08.792992 | software_tutorials_20 | chunk 4 | prompt_tokens=682, candidates_tokens=72, total_tokens=754
2025-11-20T19:34:18.035026 | software_tutorials_20 | chunk 5 | prompt_tokens=757, candidates_tokens=90, total_tokens=847
2025-11-20T19:34:25.673239 | software_tutorials_20 | chunk 6 | prompt_tokens=707, candidates_tokens=71, total_tokens=778
2025-11-20T19:34:53.407638 | software_tutorials_20 | chunk 7 | prompt_tokens=1057, candidates_tokens=106, total_tokens=1163
2025-11-20T19:35:02.782527 | software_tutorials_20 | chunk 8 | prompt_tokens=1032, candidates_tokens=78, total_tokens=1110
2025-11-20T19:35:11.575779 | software_tutorials_20 | chunk 9 | prompt_tokens=1307, candidates_tokens=104, total_tokens=1411
2025-11-20T19:35:28.859129 | software_tutorials_20 | chunk 10 | prompt_tokens=2082, candidates_tokens=142, total_tokens=2224
2025-11-20T19:35:32.241068 | software_tutorials_20 | chunk 11 | prompt_tokens=382, candidates_tokens=39, total_tokens=421
2025-11-20T19:52:31.009630 | software_tutorials_20 | chunk 12 | prompt_tokens=882, candidates_tokens=63, total_tokens=945
2025-11-20T19:52:38.125469 | software_tutorials_20 | chunk 13 | prompt_tokens=632, candidates_tokens=86, total_tokens=718
2025-11-20T19:52:46.021125 | software_tutorials_20 | chunk 14 | prompt_tokens=1357, candidates_tokens=98, total_tokens=1455
2025-11-20T19:52:52.375768 | software_tutorials_20 | chunk 15 | prompt_tokens=632, candidates_tokens=113, total_tokens=745
2025-11-20T19:53:00.756959 | software_tutorials_88 | chunk 0 | prompt_tokens=1132, candidates_tokens=103, total_tokens=1235
2025-11-20T19:53:08.747424 | software_tutorials_88 | chunk 1 | prompt_tokens=707, candidates_tokens=118, total_tokens=825
2025-11-20T19:53:13.764357 | software_tutorials_88 | chunk 2 | prompt_tokens=682, candidates_tokens=81, total_tokens=763
2025-11-20T19:53:29.630275 | software_tutorials_88 | chunk 3 | prompt_tokens=1882, candidates_tokens=103, total_tokens=1985
2025-11-20T19:53:35.864942 | software_tutorials_88 | chunk 4 | prompt_tokens=732, candidates_tokens=90, total_tokens=822
2025-11-20T19:53:42.365680 | software_tutorials_88 | chunk 5 | prompt_tokens=832, candidates_tokens=88, total_tokens=920
2025-11-20T19:53:50.891486 | software_tutorials_88 | chunk 6 | prompt_tokens=1132, candidates_tokens=51, total_tokens=1183
2025-11-20T19:54:00.187099 | software_tutorials_88 | chunk 7 | prompt_tokens=1032, candidates_tokens=76, total_tokens=1108
2025-11-20T19:54:12.565856 | software_tutorials_88 | chunk 8 | prompt_tokens=1232, candidates_tokens=104, total_tokens=1336
2025-11-20T19:54:19.455026 | software_tutorials_88 | chunk 9 | prompt_tokens=707, candidates_tokens=45, total_tokens=752
2025-11-20T19:54:33.829896 | software_tutorials_88 | chunk 10 | prompt_tokens=1407, candidates_tokens=88, total_tokens=1495
2025-11-20T19:54:44.059616 | software_tutorials_88 | chunk 11 | prompt_tokens=957, candidates_tokens=122, total_tokens=1079
2025-11-20T19:54:53.872188 | software_tutorials_88 | chunk 12 | prompt_tokens=907, candidates_tokens=83, total_tokens=990
2025-11-20T19:55:03.121942 | software_tutorials_330 | chunk 0 | prompt_tokens=807, candidates_tokens=108, total_tokens=915
2025-11-20T19:55:07.768493 | software_tutorials_330 | chunk 1 | prompt_tokens=457, candidates_tokens=55, total_tokens=512
2025-11-20T19:55:12.720746 | software_tutorials_330 | chunk 2 | prompt_tokens=582, candidates_tokens=43, total_tokens=625
2025-11-20T19:55:29.308681 | software_tutorials_330 | chunk 3 | prompt_tokens=1782, candidates_tokens=120, total_tokens=1902
2025-11-20T19:55:35.981184 | software_tutorials_330 | chunk 4 | prompt_tokens=782, candidates_tokens=88, total_tokens=870
2025-11-20T19:55:43.443593 | software_tutorials_330 | chunk 5 | prompt_tokens=607, candidates_tokens=69, total_tokens=676
2025-11-20T19:55:49.221179 | software_tutorials_330 | chunk 6 | prompt_tokens=682, candidates_tokens=50, total_tokens=732
2025-11-20T19:55:57.410116 | software_tutorials_330 | chunk 7 | prompt_tokens=982, candidates_tokens=80, total_tokens=1062
2025-11-20T19:56:17.672980 | software_tutorials_330 | chunk 8 | prompt_tokens=1307, candidates_tokens=60, total_tokens=1367
2025-11-20T19:56:27.376404 | software_tutorials_330 | chunk 9 | prompt_tokens=957, candidates_tokens=134, total_tokens=1091
2025-11-20T19:56:40.488656 | software_tutorials_330 | chunk 10 | prompt_tokens=1957, candidates_tokens=174, total_tokens=2131
2025-11-20T19:56:57.575803 | software_tutorials_330 | chunk 11 | prompt_tokens=2357, candidates_tokens=103, total_tokens=2460
2025-11-20T19:57:03.496499 | software_tutorials_330 | chunk 12 | prompt_tokens=632, candidates_tokens=38, total_tokens=670
2025-11-20T19:57:20.423716 | software_tutorials_276 | chunk 0 | prompt_tokens=1832, candidates_tokens=90, total_tokens=1922
2025-11-20T19:57:27.601843 | software_tutorials_276 | chunk 1 | prompt_tokens=557, candidates_tokens=72, total_tokens=629
2025-11-20T19:57:38.822262 | software_tutorials_276 | chunk 2 | prompt_tokens=907, candidates_tokens=94, total_tokens=1001
2025-11-20T19:57:53.869897 | software_tutorials_276 | chunk 3 | prompt_tokens=1707, candidates_tokens=221, total_tokens=1928
2025-11-20T19:58:06.309819 | software_tutorials_276 | chunk 4 | prompt_tokens=1482, candidates_tokens=91, total_tokens=1573
2025-11-20T19:58:13.152489 | software_tutorials_276 | chunk 5 | prompt_tokens=557, candidates_tokens=60, total_tokens=617
2025-11-20T19:58:22.370901 | software_tutorials_276 | chunk 6 | prompt_tokens=982, candidates_tokens=77, total_tokens=1059
2025-11-20T19:58:29.881724 | software_tutorials_276 | chunk 7 | prompt_tokens=707, candidates_tokens=93, total_tokens=800
2025-11-20T19:58:38.018340 | software_tutorials_276 | chunk 8 | prompt_tokens=582, candidates_tokens=68, total_tokens=650
2025-11-20T19:58:46.294669 | software_tutorials_276 | chunk 9 | prompt_tokens=907, candidates_tokens=106, total_tokens=1013
2025-11-20T19:58:50.147001 | software_tutorials_276 | chunk 10 | prompt_tokens=357, candidates_tokens=64, total_tokens=421
2025-11-20T19:59:03.180265 | software_tutorials_276 | chunk 11 | prompt_tokens=1332, candidates_tokens=179, total_tokens=1511
2025-11-20T19:59:17.294427 | software_tutorials_276 | chunk 12 | prompt_tokens=1282, candidates_tokens=90, total_tokens=1372
2025-11-20T19:59:27.313798 | software_tutorials_276 | chunk 13 | prompt_tokens=1107, candidates_tokens=62, total_tokens=1169
2025-11-20T19:59:37.453860 | software_tutorials_54 | chunk 0 | prompt_tokens=1232, candidates_tokens=82, total_tokens=1314
2025-11-20T19:59:52.289859 | software_tutorials_54 | chunk 1 | prompt_tokens=1357, candidates_tokens=96, total_tokens=1453
2025-11-20T19:59:59.853496 | software_tutorials_54 | chunk 2 | prompt_tokens=582, candidates_tokens=68, total_tokens=650
2025-11-20T20:00:12.712095 | software_tutorials_54 | chunk 3 | prompt_tokens=1282, candidates_tokens=129, total_tokens=1411
2025-11-20T20:00:30.079520 | software_tutorials_54 | chunk 4 | prompt_tokens=1707, candidates_tokens=88, total_tokens=1795
2025-11-20T20:00:40.125292 | software_tutorials_54 | chunk 5 | prompt_tokens=1182, candidates_tokens=108, total_tokens=1290
2025-11-20T20:01:13.344576 | software_tutorials_54 | chunk 6 | prompt_tokens=3857, candidates_tokens=104, total_tokens=3961
2025-11-20T20:01:20.847934 | software_tutorials_54 | chunk 7 | prompt_tokens=532, candidates_tokens=71, total_tokens=603
2025-11-20T20:01:32.916711 | software_tutorials_54 | chunk 8 | prompt_tokens=1282, candidates_tokens=67, total_tokens=1349
2025-11-20T20:01:48.523690 | software_tutorials_54 | chunk 9 | prompt_tokens=1457, candidates_tokens=101, total_tokens=1558
2025-11-20T20:02:00.924191 | software_tutorials_54 | chunk 10 | prompt_tokens=1157, candidates_tokens=76, total_tokens=1233
2025-11-20T20:02:09.710133 | software_tutorials_54 | chunk 11 | prompt_tokens=782, candidates_tokens=69, total_tokens=851
2025-11-20T20:02:19.799745 | software_tutorials_296 | chunk 0 | prompt_tokens=832, candidates_tokens=62, total_tokens=894
2025-11-20T20:02:33.678469 | software_tutorials_296 | chunk 1 | prompt_tokens=1407, candidates_tokens=83, total_tokens=1490
2025-11-20T20:02:40.896314 | software_tutorials_296 | chunk 2 | prompt_tokens=582, candidates_tokens=95, total_tokens=677
2025-11-20T20:02:51.201850 | software_tutorials_296 | chunk 3 | prompt_tokens=957, candidates_tokens=71, total_tokens=1028
2025-11-20T20:03:00.096663 | software_tutorials_296 | chunk 4 | prompt_tokens=757, candidates_tokens=66, total_tokens=823
2025-11-20T20:03:16.556427 | software_tutorials_296 | chunk 5 | prompt_tokens=1707, candidates_tokens=90, total_tokens=1797
2025-11-20T20:03:26.776342 | software_tutorials_296 | chunk 6 | prompt_tokens=907, candidates_tokens=66, total_tokens=973
2025-11-20T20:03:38.527249 | software_tutorials_296 | chunk 7 | prompt_tokens=1057, candidates_tokens=72, total_tokens=1129
2025-11-20T20:03:45.109030 | software_tutorials_296 | chunk 8 | prompt_tokens=582, candidates_tokens=50, total_tokens=632
2025-11-20T20:03:53.010609 | software_tutorials_296 | chunk 9 | prompt_tokens=557, candidates_tokens=70, total_tokens=627
2025-11-20T20:04:13.789099 | software_tutorials_296 | chunk 10 | prompt_tokens=2057, candidates_tokens=126, total_tokens=2183
2025-11-20T20:04:24.799708 | software_tutorials_296 | chunk 11 | prompt_tokens=1107, candidates_tokens=74, total_tokens=1181
2025-11-20T20:04:33.603681 | software_tutorials_96 | chunk 0 | prompt_tokens=957, candidates_tokens=82, total_tokens=1039
2025-11-20T20:04:52.277646 | software_tutorials_96 | chunk 1 | prompt_tokens=1907, candidates_tokens=130, total_tokens=2037
2025-11-20T20:04:58.979502 | software_tutorials_96 | chunk 2 | prompt_tokens=682, candidates_tokens=98, total_tokens=780
2025-11-20T20:05:12.518725 | software_tutorials_96 | chunk 3 | prompt_tokens=1032, candidates_tokens=103, total_tokens=1135
2025-11-20T20:05:21.827180 | software_tutorials_96 | chunk 4 | prompt_tokens=957, candidates_tokens=71, total_tokens=1028
2025-11-20T20:05:25.209066 | software_tutorials_96 | chunk 5 | prompt_tokens=282, candidates_tokens=43, total_tokens=325
2025-11-20T20:05:32.415648 | software_tutorials_96 | chunk 6 | prompt_tokens=532, candidates_tokens=52, total_tokens=584
2025-11-20T20:05:46.621802 | software_tutorials_96 | chunk 7 | prompt_tokens=1232, candidates_tokens=109, total_tokens=1341
2025-11-20T20:05:54.966210 | software_tutorials_96 | chunk 8 | prompt_tokens=757, candidates_tokens=89, total_tokens=846
2025-11-20T20:06:24.138005 | software_tutorials_96 | chunk 9 | prompt_tokens=2907, candidates_tokens=82, total_tokens=2989
2025-11-20T20:06:39.228895 | software_tutorials_96 | chunk 10 | prompt_tokens=1807, candidates_tokens=92, total_tokens=1899
2025-11-20T20:06:50.759231 | software_tutorials_45 | chunk 0 | prompt_tokens=832, candidates_tokens=75, total_tokens=907
2025-11-20T20:07:08.003852 | software_tutorials_45 | chunk 1 | prompt_tokens=1207, candidates_tokens=130, total_tokens=1337
2025-11-20T20:07:20.823016 | software_tutorials_45 | chunk 2 | prompt_tokens=1182, candidates_tokens=128, total_tokens=1310
2025-11-20T20:07:31.711502 | software_tutorials_45 | chunk 3 | prompt_tokens=957, candidates_tokens=76, total_tokens=1033
2025-11-20T20:07:39.427836 | software_tutorials_45 | chunk 4 | prompt_tokens=657, candidates_tokens=63, total_tokens=720
2025-11-20T20:07:48.905585 | software_tutorials_45 | chunk 5 | prompt_tokens=732, candidates_tokens=56, total_tokens=788
2025-11-20T20:07:58.542484 | software_tutorials_45 | chunk 6 | prompt_tokens=757, candidates_tokens=84, total_tokens=841
2025-11-20T20:08:17.597230 | software_tutorials_45 | chunk 7 | prompt_tokens=1907, candidates_tokens=104, total_tokens=2011
2025-11-20T20:08:33.401271 | software_tutorials_45 | chunk 8 | prompt_tokens=1357, candidates_tokens=91, total_tokens=1448
2025-11-20T20:09:00.710049 | software_tutorials_45 | chunk 9 | prompt_tokens=2182, candidates_tokens=160, total_tokens=2342
2025-11-20T20:09:14.582783 | software_tutorials_45 | chunk 10 | prompt_tokens=1057, candidates_tokens=68, total_tokens=1125
2025-11-20T20:09:19.760445 | software_tutorials_45 | chunk 11 | prompt_tokens=432, candidates_tokens=62, total_tokens=494
2025-11-20T20:09:29.432961 | software_tutorials_45 | chunk 12 | prompt_tokens=582, candidates_tokens=132, total_tokens=714
2025-11-20T20:09:42.937567 | software_tutorials_45 | chunk 13 | prompt_tokens=807, candidates_tokens=96, total_tokens=903
2025-11-20T20:09:53.859323 | software_tutorials_148 | chunk 0 | prompt_tokens=732, candidates_tokens=38, total_tokens=770
2025-11-20T20:10:06.432166 | software_tutorials_148 | chunk 1 | prompt_tokens=982, candidates_tokens=77, total_tokens=1059
2025-11-20T20:10:21.998453 | software_tutorials_148 | chunk 2 | prompt_tokens=1482, candidates_tokens=76, total_tokens=1558
2025-11-20T20:10:44.122885 | software_tutorials_148 | chunk 3 | prompt_tokens=1407, candidates_tokens=110, total_tokens=1517
2025-11-20T20:11:09.398345 | software_tutorials_148 | chunk 4 | prompt_tokens=2307, candidates_tokens=103, total_tokens=2410
2025-11-20T20:11:30.160545 | software_tutorials_148 | chunk 5 | prompt_tokens=2007, candidates_tokens=98, total_tokens=2105
2025-11-20T20:11:33.681342 | software_tutorials_148 | chunk 6 | prompt_tokens=182, candidates_tokens=24, total_tokens=206
2025-11-20T20:11:47.298411 | software_tutorials_148 | chunk 7 | prompt_tokens=1207, candidates_tokens=84, total_tokens=1291
2025-11-20T20:12:01.939099 | software_tutorials_148 | chunk 8 | prompt_tokens=1507, candidates_tokens=89, total_tokens=1596
2025-11-20T20:12:19.112202 | software_tutorials_148 | chunk 9 | prompt_tokens=1407, candidates_tokens=87, total_tokens=1494
2025-11-20T20:12:24.997613 | software_tutorials_148 | chunk 10 | prompt_tokens=432, candidates_tokens=33, total_tokens=465
2025-11-20T20:12:53.025903 | software_tutorials_148 | chunk 11 | prompt_tokens=2107, candidates_tokens=91, total_tokens=2198
2025-11-20T20:13:02.063876 | software_tutorials_148 | chunk 12 | prompt_tokens=557, candidates_tokens=51, total_tokens=608
2025-11-20T20:13:23.056528 | software_tutorials_383 | chunk 0 | prompt_tokens=1582, candidates_tokens=98, total_tokens=1680
2025-11-20T20:13:40.143752 | software_tutorials_383 | chunk 1 | prompt_tokens=1332, candidates_tokens=68, total_tokens=1400
2025-11-20T20:13:49.361887 | software_tutorials_383 | chunk 2 | prompt_tokens=732, candidates_tokens=59, total_tokens=791
2025-11-20T20:13:57.783261 | software_tutorials_383 | chunk 3 | prompt_tokens=707, candidates_tokens=28, total_tokens=735
2025-11-20T20:14:16.838180 | software_tutorials_383 | chunk 4 | prompt_tokens=1732, candidates_tokens=116, total_tokens=1848
2025-11-20T20:14:37.045768 | software_tutorials_383 | chunk 5 | prompt_tokens=1207, candidates_tokens=87, total_tokens=1294
2025-11-20T20:14:53.780942 | software_tutorials_383 | chunk 6 | prompt_tokens=1282, candidates_tokens=87, total_tokens=1369
2025-11-20T20:15:10.327364 | software_tutorials_383 | chunk 7 | prompt_tokens=1157, candidates_tokens=115, total_tokens=1272
2025-11-20T20:15:29.281265 | software_tutorials_383 | chunk 8 | prompt_tokens=1307, candidates_tokens=113, total_tokens=1420
2025-11-20T20:15:43.380014 | software_tutorials_383 | chunk 9 | prompt_tokens=1082, candidates_tokens=61, total_tokens=1143
2025-11-20T20:16:01.305083 | software_tutorials_50 | chunk 0 | prompt_tokens=1357, candidates_tokens=134, total_tokens=1491
2025-11-20T20:16:36.508065 | software_tutorials_50 | chunk 1 | prompt_tokens=2032, candidates_tokens=110, total_tokens=2142
2025-11-20T20:16:46.548974 | software_tutorials_50 | chunk 2 | prompt_tokens=657, candidates_tokens=71, total_tokens=728
2025-11-20T20:17:01.936901 | software_tutorials_50 | chunk 3 | prompt_tokens=1132, candidates_tokens=55, total_tokens=1187
2025-11-20T20:17:13.117968 | software_tutorials_50 | chunk 4 | prompt_tokens=732, candidates_tokens=58, total_tokens=790
2025-11-20T20:17:26.331767 | software_tutorials_50 | chunk 5 | prompt_tokens=857, candidates_tokens=83, total_tokens=940
2025-11-20T20:17:45.003209 | software_tutorials_50 | chunk 6 | prompt_tokens=1557, candidates_tokens=147, total_tokens=1704
2025-11-20T20:17:55.474392 | software_tutorials_50 | chunk 7 | prompt_tokens=632, candidates_tokens=75, total_tokens=707
2025-11-20T20:18:09.540337 | software_tutorials_50 | chunk 8 | prompt_tokens=907, candidates_tokens=86, total_tokens=993
2025-11-20T20:18:29.955890 | software_tutorials_50 | chunk 9 | prompt_tokens=1382, candidates_tokens=110, total_tokens=1492
2025-11-20T20:18:47.038353 | software_tutorials_50 | chunk 10 | prompt_tokens=1457, candidates_tokens=100, total_tokens=1557
2025-11-20T20:19:01.360947 | software_tutorials_40 | chunk 0 | prompt_tokens=1032, candidates_tokens=122, total_tokens=1154
2025-11-20T20:19:08.317693 | software_tutorials_40 | chunk 1 | prompt_tokens=482, candidates_tokens=84, total_tokens=566
2025-11-20T20:19:23.387919 | software_tutorials_40 | chunk 2 | prompt_tokens=1082, candidates_tokens=156, total_tokens=1238
2025-11-20T20:19:34.505024 | software_tutorials_40 | chunk 3 | prompt_tokens=732, candidates_tokens=92, total_tokens=824
2025-11-20T20:19:43.336474 | software_tutorials_40 | chunk 4 | prompt_tokens=582, candidates_tokens=98, total_tokens=680
2025-11-20T20:19:54.837443 | software_tutorials_40 | chunk 5 | prompt_tokens=857, candidates_tokens=110, total_tokens=967
2025-11-20T20:20:04.486473 | software_tutorials_40 | chunk 6 | prompt_tokens=607, candidates_tokens=158, total_tokens=765
2025-11-20T20:20:24.195357 | software_tutorials_40 | chunk 7 | prompt_tokens=832, candidates_tokens=93, total_tokens=925
2025-11-20T20:20:32.121791 | software_tutorials_40 | chunk 8 | prompt_tokens=582, candidates_tokens=90, total_tokens=672
2025-11-20T20:20:57.833945 | software_tutorials_40 | chunk 9 | prompt_tokens=1182, candidates_tokens=118, total_tokens=1300
2025-11-20T20:21:17.406945 | software_tutorials_40 | chunk 10 | prompt_tokens=1457, candidates_tokens=183, total_tokens=1640
2025-11-20T20:21:37.869616 | software_tutorials_40 | chunk 11 | prompt_tokens=1632, candidates_tokens=151, total_tokens=1783
2025-11-20T20:21:57.126107 | software_tutorials_40 | chunk 12 | prompt_tokens=1382, candidates_tokens=154, total_tokens=1536
2025-11-20T20:22:11.083724 | software_tutorials_40 | chunk 13 | prompt_tokens=907, candidates_tokens=128, total_tokens=1035
2025-11-20T20:22:41.979649 | software_tutorials_40 | chunk 14 | prompt_tokens=2432, candidates_tokens=155, total_tokens=2587
2025-11-20T20:22:59.154302 | software_tutorials_40 | chunk 15 | prompt_tokens=1482, candidates_tokens=131, total_tokens=1613
2025-11-20T20:23:10.576952 | software_tutorials_332 | chunk 0 | prompt_tokens=1057, candidates_tokens=104, total_tokens=1161
2025-11-20T20:23:33.999048 | software_tutorials_332 | chunk 1 | prompt_tokens=2132, candidates_tokens=146, total_tokens=2278
2025-11-20T20:23:44.955340 | software_tutorials_332 | chunk 2 | prompt_tokens=707, candidates_tokens=80, total_tokens=787
2025-11-20T20:24:01.870634 | software_tutorials_332 | chunk 3 | prompt_tokens=1732, candidates_tokens=121, total_tokens=1853
2025-11-20T20:24:21.318705 | software_tutorials_332 | chunk 4 | prompt_tokens=1357, candidates_tokens=119, total_tokens=1476
2025-11-20T20:24:35.398961 | software_tutorials_332 | chunk 5 | prompt_tokens=1007, candidates_tokens=104, total_tokens=1111
2025-11-20T20:24:53.700137 | software_tutorials_332 | chunk 6 | prompt_tokens=1232, candidates_tokens=51, total_tokens=1283
2025-11-20T20:25:04.228159 | software_tutorials_332 | chunk 7 | prompt_tokens=582, candidates_tokens=44, total_tokens=626
2025-11-20T20:25:20.699602 | software_tutorials_332 | chunk 8 | prompt_tokens=1657, candidates_tokens=57, total_tokens=1714
2025-11-20T20:25:55.836154 | software_tutorials_332 | chunk 9 | prompt_tokens=2682, candidates_tokens=129, total_tokens=2811
2025-11-20T20:26:04.371066 | software_tutorials_332 | chunk 10 | prompt_tokens=707, candidates_tokens=75, total_tokens=782
2025-11-20T20:26:16.760266 | software_tutorials_332 | chunk 11 | prompt_tokens=682, candidates_tokens=77, total_tokens=759
2025-11-20T20:26:32.374988 | software_tutorials_332 | chunk 12 | prompt_tokens=1382, candidates_tokens=78, total_tokens=1460
2025-11-20T20:26:49.646971 | software_tutorials_332 | chunk 13 | prompt_tokens=1182, candidates_tokens=107, total_tokens=1289
