2025-11-21T17:45:41.208216 | expert_interviews_482 | chunk 0 | prompt_tokens=3375, candidates_tokens=130, total_tokens=3820
2025-11-21T19:05:00.849641 | expert_interviews_149 | chunk 1 | prompt_tokens=12764, candidates_tokens=218, total_tokens=13395
2025-11-21T19:05:38.286135 | expert_interviews_149 | chunk 2 | prompt_tokens=19273, candidates_tokens=273, total_tokens=20031
2025-11-21T19:06:14.662548 | expert_interviews_149 | chunk 3 | prompt_tokens=16493, candidates_tokens=295, total_tokens=17332
2025-11-21T19:07:03.426541 | expert_interviews_149 | chunk 4 | prompt_tokens=21021, candidates_tokens=382, total_tokens=22619
2025-11-21T19:07:34.187531 | expert_interviews_149 | chunk 5 | prompt_tokens=13380, candidates_tokens=297, total_tokens=14624
2025-11-21T19:08:02.609946 | expert_interviews_149 | chunk 6 | prompt_tokens=9135, candidates_tokens=342, total_tokens=10518
2025-11-21T19:08:21.829289 | expert_interviews_149 | chunk 7 | prompt_tokens=5764, candidates_tokens=253, total_tokens=6604
2025-11-21T19:08:57.668171 | expert_interviews_149 | chunk 8 | prompt_tokens=14512, candidates_tokens=258, total_tokens=15581
2025-11-21T19:09:15.411609 | expert_interviews_149 | chunk 9 | prompt_tokens=3733, candidates_tokens=241, total_tokens=4833
2025-11-21T19:09:47.343019 | expert_interviews_149 | chunk 10 | prompt_tokens=12198, candidates_tokens=288, total_tokens=13245
2025-11-21T19:10:02.758020 | expert_interviews_149 | chunk 11 | prompt_tokens=4349, candidates_tokens=193, total_tokens=5034
2025-11-21T19:10:51.409605 | expert_interviews_149 | chunk 12 | prompt_tokens=24442, candidates_tokens=247, total_tokens=25518
2025-11-21T19:11:37.507461 | expert_interviews_447 | chunk 0 | prompt_tokens=18141, candidates_tokens=224, total_tokens=18982
2025-11-21T19:11:57.330391 | expert_interviews_447 | chunk 1 | prompt_tokens=3658, candidates_tokens=140, total_tokens=4140
2025-11-21T19:12:22.212686 | expert_interviews_447 | chunk 2 | prompt_tokens=7878, candidates_tokens=177, total_tokens=8426
2025-11-21T19:12:55.560526 | expert_interviews_447 | chunk 3 | prompt_tokens=13686, candidates_tokens=264, total_tokens=14466
2025-11-21T19:13:10.724728 | expert_interviews_447 | chunk 4 | prompt_tokens=6538, candidates_tokens=174, total_tokens=7053
2025-11-21T19:13:25.082124 | expert_interviews_447 | chunk 5 | prompt_tokens=4557, candidates_tokens=146, total_tokens=4960
2025-11-21T19:13:56.040384 | expert_interviews_447 | chunk 6 | prompt_tokens=11927, candidates_tokens=187, total_tokens=12506
2025-11-21T19:14:26.536906 | expert_interviews_447 | chunk 7 | prompt_tokens=18091, candidates_tokens=171, total_tokens=18608
2025-11-21T19:14:39.272522 | expert_interviews_447 | chunk 8 | prompt_tokens=2859, candidates_tokens=191, total_tokens=3509
2025-11-21T19:15:01.858433 | expert_interviews_447 | chunk 9 | prompt_tokens=8752, candidates_tokens=204, total_tokens=9215
2025-11-21T19:15:37.236640 | expert_interviews_447 | chunk 10 | prompt_tokens=17317, candidates_tokens=160, total_tokens=18093
2025-11-21T19:16:07.044042 | expert_interviews_447 | chunk 11 | prompt_tokens=8261, candidates_tokens=188, total_tokens=9198
2025-11-21T19:16:31.758372 | expert_interviews_447 | chunk 12 | prompt_tokens=8469, candidates_tokens=234, total_tokens=9512
2025-11-21T19:16:53.425138 | expert_interviews_447 | chunk 13 | prompt_tokens=8494, candidates_tokens=208, total_tokens=9103
2025-11-21T19:17:19.464236 | expert_interviews_447 | chunk 14 | prompt_tokens=11607, candidates_tokens=271, total_tokens=12295
2025-11-21T19:18:03.740929 | expert_interviews_447 | chunk 15 | prompt_tokens=22532, candidates_tokens=343, total_tokens=23546
2025-11-21T19:18:51.004286 | expert_interviews_348 | chunk 0 | prompt_tokens=17808, candidates_tokens=326, total_tokens=18850
2025-11-21T19:19:16.464028 | expert_interviews_348 | chunk 1 | prompt_tokens=4607, candidates_tokens=188, total_tokens=5383
2025-11-21T19:19:51.181484 | expert_interviews_348 | chunk 2 | prompt_tokens=11046, candidates_tokens=102, total_tokens=11425
2025-11-21T19:20:15.258326 | expert_interviews_348 | chunk 3 | prompt_tokens=8084, candidates_tokens=160, total_tokens=8563
2025-11-21T19:20:35.411553 | expert_interviews_348 | chunk 4 | prompt_tokens=6305, candidates_tokens=171, total_tokens=7132
2025-11-21T19:21:10.103219 | expert_interviews_348 | chunk 5 | prompt_tokens=7903, candidates_tokens=265, total_tokens=8753
2025-11-21T19:21:23.136028 | expert_interviews_348 | chunk 6 | prompt_tokens=4532, candidates_tokens=175, total_tokens=5160
2025-11-21T19:21:44.015269 | expert_interviews_348 | chunk 7 | prompt_tokens=9443, candidates_tokens=151, total_tokens=9786
2025-11-21T19:21:59.255437 | expert_interviews_348 | chunk 8 | prompt_tokens=6230, candidates_tokens=128, total_tokens=6702
2025-11-21T19:22:10.910741 | expert_interviews_348 | chunk 9 | prompt_tokens=2268, candidates_tokens=148, total_tokens=2879
2025-11-21T19:22:28.899044 | expert_interviews_348 | chunk 10 | prompt_tokens=7412, candidates_tokens=145, total_tokens=7918
2025-11-21T19:22:45.622714 | expert_interviews_348 | chunk 11 | prompt_tokens=8877, candidates_tokens=114, total_tokens=9139
2025-11-21T19:23:15.231731 | expert_interviews_348 | chunk 12 | prompt_tokens=16518, candidates_tokens=146, total_tokens=17022
2025-11-21T19:23:53.673116 | expert_interviews_348 | chunk 13 | prompt_tokens=19914, candidates_tokens=216, total_tokens=20569
