2025-11-21T01:36:30.347661 | expert_interviews_466 | chunk 0 | prompt_tokens=8802, candidates_tokens=214, total_tokens=9016
2025-11-21T02:15:12.031564 | expert_interviews_126 | chunk 6 | prompt_tokens=18116, candidates_tokens=182, total_tokens=18298
2025-11-21T02:15:18.187680 | expert_interviews_126 | chunk 7 | prompt_tokens=8003, candidates_tokens=152, total_tokens=8155
2025-11-21T02:15:29.039505 | expert_interviews_126 | chunk 8 | prompt_tokens=13097, candidates_tokens=234, total_tokens=13331
2025-11-21T02:15:34.675170 | expert_interviews_126 | chunk 9 | prompt_tokens=5689, candidates_tokens=140, total_tokens=5829
2025-11-21T02:15:42.814519 | expert_interviews_126 | chunk 10 | prompt_tokens=7487, candidates_tokens=169, total_tokens=7656
2025-11-21T02:15:56.004702 | expert_interviews_126 | chunk 11 | prompt_tokens=11324, candidates_tokens=215, total_tokens=11539
2025-11-21T02:16:02.783923 | expert_interviews_126 | chunk 12 | prompt_tokens=3500, candidates_tokens=195, total_tokens=3695
2025-11-21T02:16:09.251157 | expert_interviews_126 | chunk 13 | prompt_tokens=645, candidates_tokens=230, total_tokens=875
2025-11-21T02:16:21.926628 | expert_interviews_259 | chunk 0 | prompt_tokens=14845, candidates_tokens=169, total_tokens=15014
2025-11-21T02:16:32.146877 | expert_interviews_259 | chunk 1 | prompt_tokens=17933, candidates_tokens=154, total_tokens=18087
2025-11-21T02:16:41.806523 | expert_interviews_259 | chunk 2 | prompt_tokens=14512, candidates_tokens=220, total_tokens=14732
2025-11-21T02:16:51.407580 | expert_interviews_259 | chunk 3 | prompt_tokens=8877, candidates_tokens=190, total_tokens=9067
2025-11-21T02:17:00.319838 | expert_interviews_259 | chunk 4 | prompt_tokens=10242, candidates_tokens=207, total_tokens=10449
2025-11-21T02:17:08.212901 | expert_interviews_259 | chunk 5 | prompt_tokens=6871, candidates_tokens=195, total_tokens=7066
2025-11-21T02:17:16.929586 | expert_interviews_259 | chunk 6 | prompt_tokens=6513, candidates_tokens=177, total_tokens=6690
2025-11-21T02:17:28.005647 | expert_interviews_259 | chunk 7 | prompt_tokens=16210, candidates_tokens=173, total_tokens=16383
2025-11-21T02:17:37.322196 | expert_interviews_259 | chunk 8 | prompt_tokens=11424, candidates_tokens=156, total_tokens=11580
2025-11-21T02:17:42.917333 | expert_interviews_259 | chunk 9 | prompt_tokens=3192, candidates_tokens=169, total_tokens=3361
2025-11-21T02:17:53.908351 | expert_interviews_259 | chunk 10 | prompt_tokens=8827, candidates_tokens=173, total_tokens=9000
2025-11-21T02:18:05.197397 | expert_interviews_259 | chunk 11 | prompt_tokens=20455, candidates_tokens=169, total_tokens=20624
2025-11-21T02:18:14.824768 | expert_interviews_259 | chunk 12 | prompt_tokens=12839, candidates_tokens=196, total_tokens=13035
2025-11-21T02:18:28.017490 | expert_interviews_259 | chunk 13 | prompt_tokens=23876, candidates_tokens=160, total_tokens=24036
2025-11-21T02:18:34.735540 | expert_interviews_259 | chunk 14 | prompt_tokens=3966, candidates_tokens=146, total_tokens=4112
2025-11-21T02:18:44.726994 | expert_interviews_9 | chunk 0 | prompt_tokens=10883, candidates_tokens=297, total_tokens=11180
2025-11-21T02:18:57.471766 | expert_interviews_9 | chunk 1 | prompt_tokens=18449, candidates_tokens=289, total_tokens=18738
2025-11-21T02:19:05.838570 | expert_interviews_9 | chunk 2 | prompt_tokens=9418, candidates_tokens=186, total_tokens=9604
2025-11-21T02:19:15.453005 | expert_interviews_9 | chunk 3 | prompt_tokens=8752, candidates_tokens=199, total_tokens=8951
2025-11-21T02:19:23.030237 | expert_interviews_9 | chunk 4 | prompt_tokens=6022, candidates_tokens=171, total_tokens=6193
2025-11-21T02:19:30.432461 | expert_interviews_9 | chunk 5 | prompt_tokens=7437, candidates_tokens=187, total_tokens=7624
2025-11-21T02:19:42.948560 | expert_interviews_9 | chunk 6 | prompt_tokens=11091, candidates_tokens=259, total_tokens=11350
2025-11-21T02:19:58.977675 | expert_interviews_9 | chunk 7 | prompt_tokens=24725, candidates_tokens=264, total_tokens=24989
2025-11-21T02:20:06.715844 | expert_interviews_9 | chunk 8 | prompt_tokens=12506, candidates_tokens=197, total_tokens=12703
2025-11-21T02:20:15.430405 | expert_interviews_9 | chunk 9 | prompt_tokens=4507, candidates_tokens=174, total_tokens=4681
2025-11-21T02:20:22.056404 | expert_interviews_9 | chunk 10 | prompt_tokens=6871, candidates_tokens=171, total_tokens=7042
2025-11-21T02:20:32.418469 | expert_interviews_9 | chunk 11 | prompt_tokens=12431, candidates_tokens=170, total_tokens=12601
2025-11-21T02:20:43.233616 | expert_interviews_9 | chunk 12 | prompt_tokens=15519, candidates_tokens=273, total_tokens=15792
2025-11-21T02:20:57.491213 | expert_interviews_9 | chunk 13 | prompt_tokens=22436, candidates_tokens=222, total_tokens=22658
2025-11-21T02:21:03.030459 | expert_interviews_9 | chunk 14 | prompt_tokens=1161, candidates_tokens=150, total_tokens=1311
2025-11-21T02:21:10.175546 | expert_interviews_136 | chunk 0 | prompt_tokens=9909, candidates_tokens=290, total_tokens=10199
2025-11-21T02:21:17.347502 | expert_interviews_136 | chunk 1 | prompt_tokens=6022, candidates_tokens=263, total_tokens=6285
2025-11-21T02:21:31.525706 | expert_interviews_136 | chunk 2 | prompt_tokens=19914, candidates_tokens=254, total_tokens=20168
2025-11-21T02:21:44.857151 | expert_interviews_136 | chunk 3 | prompt_tokens=20663, candidates_tokens=204, total_tokens=20867
2025-11-21T02:21:54.200361 | expert_interviews_136 | chunk 4 | prompt_tokens=9418, candidates_tokens=205, total_tokens=9623
2025-11-21T02:22:03.186285 | expert_interviews_136 | chunk 5 | prompt_tokens=5664, candidates_tokens=238, total_tokens=5902
2025-11-21T02:22:10.692987 | expert_interviews_136 | chunk 6 | prompt_tokens=4632, candidates_tokens=285, total_tokens=4917
2025-11-21T02:22:20.709734 | expert_interviews_136 | chunk 7 | prompt_tokens=7620, candidates_tokens=286, total_tokens=7906
2025-11-21T02:22:31.144899 | expert_interviews_136 | chunk 8 | prompt_tokens=13122, candidates_tokens=275, total_tokens=13397
2025-11-21T02:22:40.810488 | expert_interviews_136 | chunk 9 | prompt_tokens=12506, candidates_tokens=287, total_tokens=12793
2025-11-21T02:22:56.701986 | expert_interviews_136 | chunk 10 | prompt_tokens=3400, candidates_tokens=364, total_tokens=3764
2025-11-21T02:23:08.218076 | expert_interviews_136 | chunk 11 | prompt_tokens=9368, candidates_tokens=286, total_tokens=9654
2025-11-21T02:23:25.891436 | expert_interviews_136 | chunk 12 | prompt_tokens=20946, candidates_tokens=286, total_tokens=21232
2025-11-21T02:23:48.626596 | expert_interviews_136 | chunk 13 | prompt_tokens=16235, candidates_tokens=219, total_tokens=16454
2025-11-21T02:23:54.828950 | expert_interviews_136 | chunk 14 | prompt_tokens=2626, candidates_tokens=258, total_tokens=2884
2025-11-21T02:24:01.944735 | expert_interviews_136 | chunk 15 | prompt_tokens=7154, candidates_tokens=270, total_tokens=7424
2025-11-21T09:09:36.439768 | expert_interviews_126 | chunk 0 | prompt_tokens=1960, candidates_tokens=196, total_tokens=2156
2025-11-21T09:09:45.712770 | expert_interviews_126 | chunk 1 | prompt_tokens=8236, candidates_tokens=209, total_tokens=8445
2025-11-21T09:09:55.527186 | expert_interviews_126 | chunk 2 | prompt_tokens=23285, candidates_tokens=197, total_tokens=23482
2025-11-21T09:10:02.237382 | expert_interviews_126 | chunk 3 | prompt_tokens=8519, candidates_tokens=149, total_tokens=8668
2025-11-21T09:10:10.919953 | expert_interviews_126 | chunk 4 | prompt_tokens=16235, candidates_tokens=186, total_tokens=16421
2025-11-21T09:10:23.522761 | expert_interviews_126 | chunk 5 | prompt_tokens=11374, candidates_tokens=247, total_tokens=11621
2025-11-21T09:10:32.918104 | expert_interviews_126 | chunk 6 | prompt_tokens=18116, candidates_tokens=244, total_tokens=18360
2025-11-21T09:10:43.405904 | expert_interviews_126 | chunk 7 | prompt_tokens=8003, candidates_tokens=196, total_tokens=8199
2025-11-21T09:11:00.911444 | expert_interviews_126 | chunk 8 | prompt_tokens=13097, candidates_tokens=234, total_tokens=13331
2025-11-21T09:11:09.913980 | expert_interviews_126 | chunk 9 | prompt_tokens=5689, candidates_tokens=172, total_tokens=5861
2025-11-21T09:11:21.494967 | expert_interviews_126 | chunk 10 | prompt_tokens=7487, candidates_tokens=162, total_tokens=7649
2025-11-21T09:11:29.842827 | expert_interviews_126 | chunk 11 | prompt_tokens=11324, candidates_tokens=221, total_tokens=11545
2025-11-21T09:11:37.694271 | expert_interviews_126 | chunk 12 | prompt_tokens=3500, candidates_tokens=202, total_tokens=3702
2025-11-21T09:11:44.174220 | expert_interviews_126 | chunk 13 | prompt_tokens=645, candidates_tokens=187, total_tokens=832
2025-11-21T09:11:53.813778 | expert_interviews_126 | chunk 15 | prompt_tokens=670, candidates_tokens=220, total_tokens=890
2025-11-21T09:12:05.853177 | expert_interviews_126 | chunk 16 | prompt_tokens=16518, candidates_tokens=279, total_tokens=16797
2025-11-21T09:12:20.025464 | expert_interviews_126 | chunk 17 | prompt_tokens=17392, candidates_tokens=264, total_tokens=17656
