2025-11-20T17:42:13.483655 | hiking_115 | chunk 0 | prompt_tokens=632, candidates_tokens=81, total_tokens=713
2025-11-20T18:04:58.545110 | hiking_206 | chunk 4 | prompt_tokens=1557, candidates_tokens=217, total_tokens=1774
2025-11-20T18:05:07.853082 | hiking_206 | chunk 5 | prompt_tokens=1882, candidates_tokens=213, total_tokens=2095
2025-11-20T18:05:12.825300 | hiking_206 | chunk 6 | prompt_tokens=1007, candidates_tokens=140, total_tokens=1147
2025-11-20T18:05:17.223178 | hiking_206 | chunk 7 | prompt_tokens=807, candidates_tokens=102, total_tokens=909
2025-11-20T18:05:25.428547 | hiking_206 | chunk 8 | prompt_tokens=1382, candidates_tokens=145, total_tokens=1527
2025-11-20T18:05:28.525187 | hiking_206 | chunk 9 | prompt_tokens=307, candidates_tokens=82, total_tokens=389
2025-11-20T18:05:33.158094 | hiking_206 | chunk 10 | prompt_tokens=932, candidates_tokens=132, total_tokens=1064
2025-11-20T18:05:38.594454 | hiking_206 | chunk 11 | prompt_tokens=632, candidates_tokens=54, total_tokens=686
2025-11-20T18:05:44.687827 | hiking_206 | chunk 12 | prompt_tokens=732, candidates_tokens=132, total_tokens=864
2025-11-20T18:05:48.544261 | hiking_206 | chunk 13 | prompt_tokens=557, candidates_tokens=99, total_tokens=656
2025-11-20T18:05:52.877563 | hiking_206 | chunk 14 | prompt_tokens=732, candidates_tokens=65, total_tokens=797
