2025-11-20T17:56:03.221967 | political_interviews_49 | chunk 0 | prompt_tokens=20921, candidates_tokens=304, total_tokens=21225
2025-11-20T18:32:07.994900 | political_interviews_246 | chunk 0 | prompt_tokens=9035, candidates_tokens=272, total_tokens=9307
2025-11-20T18:32:20.158771 | political_interviews_246 | chunk 1 | prompt_tokens=13355, candidates_tokens=246, total_tokens=13601
2025-11-20T18:32:31.351766 | political_interviews_246 | chunk 2 | prompt_tokens=11399, candidates_tokens=287, total_tokens=11686
2025-11-20T18:32:38.022311 | political_interviews_246 | chunk 3 | prompt_tokens=6796, candidates_tokens=246, total_tokens=7042
2025-11-20T18:32:49.542096 | political_interviews_246 | chunk 4 | prompt_tokens=22178, candidates_tokens=269, total_tokens=22447
2025-11-20T18:33:00.429620 | political_interviews_246 | chunk 5 | prompt_tokens=9160, candidates_tokens=334, total_tokens=9494
2025-11-20T18:33:15.974201 | political_interviews_246 | chunk 6 | prompt_tokens=12764, candidates_tokens=249, total_tokens=13013
2025-11-20T18:33:26.406712 | political_interviews_246 | chunk 7 | prompt_tokens=8186, candidates_tokens=250, total_tokens=8436
2025-11-20T18:33:39.744727 | political_interviews_246 | chunk 8 | prompt_tokens=12273, candidates_tokens=342, total_tokens=12615
2025-11-20T18:33:51.337659 | political_interviews_246 | chunk 9 | prompt_tokens=13405, candidates_tokens=357, total_tokens=13762
2025-11-20T18:34:00.174300 | political_interviews_246 | chunk 10 | prompt_tokens=5714, candidates_tokens=191, total_tokens=5905
2025-11-20T18:34:11.326293 | political_interviews_246 | chunk 11 | prompt_tokens=12864, candidates_tokens=197, total_tokens=13061
2025-11-20T18:34:17.849616 | political_interviews_246 | chunk 12 | prompt_tokens=5123, candidates_tokens=232, total_tokens=5355
2025-11-21T01:30:43.821122 | political_interviews_60 | chunk 0 | prompt_tokens=7770, candidates_tokens=174, total_tokens=7944
2025-11-21T01:30:50.033996 | political_interviews_60 | chunk 1 | prompt_tokens=1469, candidates_tokens=161, total_tokens=1630
2025-11-21T01:31:00.439350 | political_interviews_60 | chunk 2 | prompt_tokens=11374, candidates_tokens=244, total_tokens=11618
2025-11-21T01:31:13.432261 | political_interviews_60 | chunk 3 | prompt_tokens=17242, candidates_tokens=265, total_tokens=17507
2025-11-21T01:31:41.325832 | political_interviews_314 | chunk 0 | prompt_tokens=14129, candidates_tokens=250, total_tokens=14379
2025-11-21T01:31:55.763668 | political_interviews_314 | chunk 1 | prompt_tokens=17575, candidates_tokens=177, total_tokens=17752
2025-11-21T01:32:07.574135 | political_interviews_314 | chunk 2 | prompt_tokens=14487, candidates_tokens=196, total_tokens=14683
2025-11-21T01:32:27.136938 | political_interviews_314 | chunk 3 | prompt_tokens=18449, candidates_tokens=203, total_tokens=18652
2025-11-21T01:32:47.935984 | political_interviews_314 | chunk 4 | prompt_tokens=18141, candidates_tokens=223, total_tokens=18364
2025-11-21T01:33:10.278842 | political_interviews_314 | chunk 5 | prompt_tokens=20355, candidates_tokens=164, total_tokens=20519
2025-11-21T01:33:32.054326 | political_interviews_314 | chunk 6 | prompt_tokens=20738, candidates_tokens=198, total_tokens=20936
2025-11-21T01:33:47.233914 | political_interviews_314 | chunk 7 | prompt_tokens=17342, candidates_tokens=182, total_tokens=17524
2025-11-21T01:47:31.193587 | political_interviews_83 | chunk 0 | prompt_tokens=12814, candidates_tokens=201, total_tokens=13015
2025-11-21T01:47:45.964862 | political_interviews_83 | chunk 2 | prompt_tokens=13072, candidates_tokens=151, total_tokens=13223
2025-11-21T01:47:54.111399 | political_interviews_83 | chunk 3 | prompt_tokens=6563, candidates_tokens=183, total_tokens=6746
2025-11-21T01:48:04.308691 | political_interviews_83 | chunk 4 | prompt_tokens=9135, candidates_tokens=216, total_tokens=9351
2025-11-21T01:48:14.464686 | political_interviews_83 | chunk 5 | prompt_tokens=13122, candidates_tokens=187, total_tokens=13309
2025-11-21T01:48:22.917014 | political_interviews_83 | chunk 6 | prompt_tokens=6588, candidates_tokens=161, total_tokens=6749
2025-11-21T01:48:32.539145 | political_interviews_83 | chunk 7 | prompt_tokens=6305, candidates_tokens=171, total_tokens=6476
2025-11-21T01:48:40.796628 | political_interviews_83 | chunk 8 | prompt_tokens=7154, candidates_tokens=166, total_tokens=7320
2025-11-21T01:48:49.967153 | political_interviews_83 | chunk 9 | prompt_tokens=19298, candidates_tokens=171, total_tokens=19469
2025-11-21T01:48:56.438526 | political_interviews_83 | chunk 10 | prompt_tokens=8519, candidates_tokens=124, total_tokens=8643
2025-11-21T01:49:04.629652 | political_interviews_83 | chunk 11 | prompt_tokens=14512, candidates_tokens=188, total_tokens=14700
2025-11-21T01:49:16.894629 | political_interviews_83 | chunk 12 | prompt_tokens=13097, candidates_tokens=237, total_tokens=13334
2025-11-21T01:49:24.357838 | political_interviews_60 | chunk 0 | prompt_tokens=7770, candidates_tokens=196, total_tokens=7966
2025-11-21T01:49:30.506201 | political_interviews_60 | chunk 1 | prompt_tokens=1469, candidates_tokens=172, total_tokens=1641
2025-11-21T01:49:38.775466 | political_interviews_60 | chunk 2 | prompt_tokens=11374, candidates_tokens=248, total_tokens=11622
2025-11-21T01:49:50.994517 | political_interviews_60 | chunk 3 | prompt_tokens=17242, candidates_tokens=231, total_tokens=17473
2025-11-21T01:50:01.772109 | political_interviews_60 | chunk 5 | prompt_tokens=13147, candidates_tokens=273, total_tokens=13420
2025-11-21T01:50:16.219134 | political_interviews_60 | chunk 6 | prompt_tokens=16110, candidates_tokens=289, total_tokens=16399
2025-11-21T01:50:30.336837 | political_interviews_60 | chunk 7 | prompt_tokens=17242, candidates_tokens=216, total_tokens=17458
2025-11-21T01:50:42.995402 | political_interviews_60 | chunk 8 | prompt_tokens=20172, candidates_tokens=258, total_tokens=20430
2025-11-21T01:50:52.607199 | political_interviews_60 | chunk 9 | prompt_tokens=7720, candidates_tokens=235, total_tokens=7955
2025-11-21T01:51:03.413074 | political_interviews_60 | chunk 10 | prompt_tokens=11607, candidates_tokens=298, total_tokens=11905
2025-11-21T01:51:12.248062 | political_interviews_60 | chunk 11 | prompt_tokens=3991, candidates_tokens=156, total_tokens=4147
2025-11-21T01:51:25.919847 | political_interviews_60 | chunk 12 | prompt_tokens=11041, candidates_tokens=186, total_tokens=11227
2025-11-21T01:51:39.251194 | political_interviews_60 | chunk 13 | prompt_tokens=13563, candidates_tokens=238, total_tokens=13801
2025-11-21T01:51:53.924882 | political_interviews_314 | chunk 0 | prompt_tokens=14129, candidates_tokens=238, total_tokens=14367
2025-11-21T01:52:09.822701 | political_interviews_314 | chunk 1 | prompt_tokens=17575, candidates_tokens=224, total_tokens=17799
2025-11-21T01:52:23.174762 | political_interviews_314 | chunk 2 | prompt_tokens=14487, candidates_tokens=180, total_tokens=14667
2025-11-21T01:52:39.326802 | political_interviews_314 | chunk 3 | prompt_tokens=18449, candidates_tokens=171, total_tokens=18620
2025-11-21T01:52:56.676353 | political_interviews_314 | chunk 4 | prompt_tokens=18141, candidates_tokens=246, total_tokens=18387
2025-11-21T01:53:11.228402 | political_interviews_314 | chunk 5 | prompt_tokens=20355, candidates_tokens=191, total_tokens=20546
2025-11-21T01:53:29.918459 | political_interviews_314 | chunk 6 | prompt_tokens=20738, candidates_tokens=223, total_tokens=20961
2025-11-21T01:53:46.620605 | political_interviews_314 | chunk 7 | prompt_tokens=17342, candidates_tokens=224, total_tokens=17566
