2025-11-21T18:55:03.489035 | software_tutorials_363 | chunk 0 | prompt_tokens=9676, candidates_tokens=351, total_tokens=10714
2025-11-21T20:26:08.777490 | software_tutorials_20 | chunk 5 | prompt_tokens=6280, candidates_tokens=113, total_tokens=6658
2025-11-21T20:26:37.256293 | software_tutorials_20 | chunk 6 | prompt_tokens=5381, candidates_tokens=129, total_tokens=5998
2025-11-21T20:27:13.812098 | software_tutorials_20 | chunk 7 | prompt_tokens=9959, candidates_tokens=160, total_tokens=10370
2025-11-21T20:27:52.916633 | software_tutorials_20 | chunk 8 | prompt_tokens=9701, candidates_tokens=316, total_tokens=10770
2025-11-21T20:28:35.179814 | software_tutorials_20 | chunk 9 | prompt_tokens=12814, candidates_tokens=228, total_tokens=14083
2025-11-21T20:29:42.929299 | software_tutorials_20 | chunk 10 | prompt_tokens=21895, candidates_tokens=309, total_tokens=22817
2025-11-21T20:29:53.901123 | software_tutorials_20 | chunk 11 | prompt_tokens=1419, candidates_tokens=118, total_tokens=1800
2025-11-21T20:30:23.980631 | software_tutorials_20 | chunk 12 | prompt_tokens=8311, candidates_tokens=116, total_tokens=8622
2025-11-21T20:30:42.575313 | software_tutorials_20 | chunk 13 | prompt_tokens=5173, candidates_tokens=239, total_tokens=5745
2025-11-21T20:31:29.574140 | software_tutorials_20 | chunk 14 | prompt_tokens=13072, candidates_tokens=295, total_tokens=13873
2025-11-21T20:31:50.939760 | software_tutorials_20 | chunk 15 | prompt_tokens=5198, candidates_tokens=143, total_tokens=5731
2025-11-21T20:32:15.353835 | software_tutorials_50 | chunk 0 | prompt_tokens=12148, candidates_tokens=198, total_tokens=12819
2025-11-21T20:33:02.920786 | software_tutorials_50 | chunk 1 | prompt_tokens=21354, candidates_tokens=586, total_tokens=24047
2025-11-21T20:33:17.965480 | software_tutorials_50 | chunk 2 | prompt_tokens=5764, candidates_tokens=143, total_tokens=6286
2025-11-21T20:33:41.169906 | software_tutorials_50 | chunk 3 | prompt_tokens=11636, candidates_tokens=270, total_tokens=12887
2025-11-21T20:33:55.411954 | software_tutorials_50 | chunk 4 | prompt_tokens=7180, candidates_tokens=150, total_tokens=7845
2025-11-21T20:34:20.599489 | software_tutorials_50 | chunk 5 | prompt_tokens=7437, candidates_tokens=244, total_tokens=8814
2025-11-21T20:34:50.382214 | software_tutorials_50 | chunk 6 | prompt_tokens=15028, candidates_tokens=273, total_tokens=16437
2025-11-21T20:35:02.411600 | software_tutorials_50 | chunk 7 | prompt_tokens=3916, candidates_tokens=99, total_tokens=4205
2025-11-21T20:35:28.367117 | software_tutorials_50 | chunk 8 | prompt_tokens=9254, candidates_tokens=494, total_tokens=10670
2025-11-21T20:35:53.737008 | software_tutorials_50 | chunk 9 | prompt_tokens=12431, candidates_tokens=116, total_tokens=12799
2025-11-21T20:36:19.245653 | software_tutorials_50 | chunk 10 | prompt_tokens=15470, candidates_tokens=156, total_tokens=15827
2025-11-21T20:36:32.045673 | software_tutorials_243 | chunk 0 | prompt_tokens=6538, candidates_tokens=131, total_tokens=6852
2025-11-21T20:37:20.864000 | software_tutorials_243 | chunk 1 | prompt_tokens=7928, candidates_tokens=251, total_tokens=8597
2025-11-21T20:37:39.445551 | software_tutorials_243 | chunk 2 | prompt_tokens=5664, candidates_tokens=295, total_tokens=6543
2025-11-21T20:38:32.018862 | software_tutorials_243 | chunk 3 | prompt_tokens=29511, candidates_tokens=347, total_tokens=30389
2025-11-21T20:38:48.081834 | software_tutorials_243 | chunk 4 | prompt_tokens=4299, candidates_tokens=219, total_tokens=4940
2025-11-21T20:39:41.699875 | software_tutorials_243 | chunk 5 | prompt_tokens=26963, candidates_tokens=184, total_tokens=27445
2025-11-21T20:40:42.523613 | software_tutorials_243 | chunk 6 | prompt_tokens=31417, candidates_tokens=346, total_tokens=32089
2025-11-21T20:41:40.843964 | software_tutorials_243 | chunk 7 | prompt_tokens=29615, candidates_tokens=268, total_tokens=30914
2025-11-21T20:41:51.663952 | software_tutorials_243 | chunk 8 | prompt_tokens=3217, candidates_tokens=63, total_tokens=3440
2025-11-21T20:42:42.822259 | software_tutorials_332 | chunk 0 | prompt_tokens=11038, candidates_tokens=232, total_tokens=12521
2025-11-21T20:43:40.260051 | software_tutorials_332 | chunk 1 | prompt_tokens=22153, candidates_tokens=170, total_tokens=22571
2025-11-21T20:44:03.472951 | software_tutorials_332 | chunk 2 | prompt_tokens=5381, candidates_tokens=228, total_tokens=6288
2025-11-21T20:44:54.953800 | software_tutorials_332 | chunk 3 | prompt_tokens=17625, candidates_tokens=564, total_tokens=19169
2025-11-21T20:45:37.134899 | software_tutorials_332 | chunk 4 | prompt_tokens=14582, candidates_tokens=417, total_tokens=16217
2025-11-21T20:46:16.427933 | software_tutorials_332 | chunk 5 | prompt_tokens=7878, candidates_tokens=331, total_tokens=8442
2025-11-21T20:46:49.345042 | software_tutorials_332 | chunk 6 | prompt_tokens=13099, candidates_tokens=310, total_tokens=14348
2025-11-21T20:47:05.671945 | software_tutorials_332 | chunk 7 | prompt_tokens=5435, candidates_tokens=253, total_tokens=6474
2025-11-21T20:47:47.417899 | software_tutorials_332 | chunk 8 | prompt_tokens=18113, candidates_tokens=423, total_tokens=19311
2025-11-21T20:48:59.638567 | software_tutorials_332 | chunk 9 | prompt_tokens=27147, candidates_tokens=262, total_tokens=28071
2025-11-21T20:49:32.502663 | software_tutorials_332 | chunk 10 | prompt_tokens=5739, candidates_tokens=545, total_tokens=7644
2025-11-21T20:49:58.055269 | software_tutorials_332 | chunk 11 | prompt_tokens=6609, candidates_tokens=306, total_tokens=7517
2025-11-21T20:50:49.665260 | software_tutorials_332 | chunk 12 | prompt_tokens=12456, candidates_tokens=403, total_tokens=14135
2025-11-21T20:51:44.880764 | software_tutorials_332 | chunk 13 | prompt_tokens=11066, candidates_tokens=345, total_tokens=12418
2025-11-21T20:52:28.390340 | software_tutorials_383 | chunk 0 | prompt_tokens=14720, candidates_tokens=151, total_tokens=15306
2025-11-21T20:52:48.584691 | software_tutorials_383 | chunk 1 | prompt_tokens=14272, candidates_tokens=203, total_tokens=14964
2025-11-21T20:53:08.276526 | software_tutorials_383 | chunk 2 | prompt_tokens=7182, candidates_tokens=300, total_tokens=8539
2025-11-21T20:53:27.588092 | software_tutorials_383 | chunk 3 | prompt_tokens=5739, candidates_tokens=313, total_tokens=6629
2025-11-21T20:53:58.852525 | software_tutorials_383 | chunk 4 | prompt_tokens=17650, candidates_tokens=429, total_tokens=18831
2025-11-21T20:54:24.587497 | software_tutorials_383 | chunk 5 | prompt_tokens=12810, candidates_tokens=266, total_tokens=13758
2025-11-21T20:54:56.204548 | software_tutorials_383 | chunk 6 | prompt_tokens=12531, candidates_tokens=297, total_tokens=14301
2025-11-21T20:55:22.184087 | software_tutorials_383 | chunk 7 | prompt_tokens=10500, candidates_tokens=263, total_tokens=11509
2025-11-21T20:55:48.202289 | software_tutorials_383 | chunk 8 | prompt_tokens=11915, candidates_tokens=278, total_tokens=13019
2025-11-21T20:56:21.213844 | software_tutorials_383 | chunk 9 | prompt_tokens=10575, candidates_tokens=455, total_tokens=12012
2025-11-21T20:56:44.305077 | software_tutorials_228 | chunk 0 | prompt_tokens=3941, candidates_tokens=358, total_tokens=5108
2025-11-21T20:57:16.328776 | software_tutorials_228 | chunk 1 | prompt_tokens=6563, candidates_tokens=193, total_tokens=7113
2025-11-21T20:57:39.944236 | software_tutorials_228 | chunk 2 | prompt_tokens=9265, candidates_tokens=292, total_tokens=10295
2025-11-21T20:58:11.637255 | software_tutorials_228 | chunk 3 | prompt_tokens=5922, candidates_tokens=361, total_tokens=7414
2025-11-21T20:58:43.365093 | software_tutorials_228 | chunk 4 | prompt_tokens=8877, candidates_tokens=399, total_tokens=9976
2025-11-21T20:59:05.540134 | software_tutorials_228 | chunk 5 | prompt_tokens=7772, candidates_tokens=388, total_tokens=9092
2025-11-21T20:59:49.788469 | software_tutorials_228 | chunk 6 | prompt_tokens=15336, candidates_tokens=280, total_tokens=16431
2025-11-21T21:00:41.991638 | software_tutorials_228 | chunk 7 | prompt_tokens=22361, candidates_tokens=192, total_tokens=22890
2025-11-21T21:01:42.290522 | software_tutorials_228 | chunk 8 | prompt_tokens=31401, candidates_tokens=365, total_tokens=32500
2025-11-21T21:02:11.894178 | software_tutorials_228 | chunk 9 | prompt_tokens=6588, candidates_tokens=278, total_tokens=7340
2025-11-21T21:02:23.483113 | software_tutorials_228 | chunk 10 | prompt_tokens=4837, candidates_tokens=226, total_tokens=5575
2025-11-21T21:02:39.636836 | software_tutorials_96 | chunk 0 | prompt_tokens=9848, candidates_tokens=262, total_tokens=10460
2025-11-21T21:03:11.352797 | software_tutorials_96 | chunk 1 | prompt_tokens=21058, candidates_tokens=292, total_tokens=22333
2025-11-21T21:03:33.939515 | software_tutorials_96 | chunk 2 | prompt_tokens=5123, candidates_tokens=294, total_tokens=6333
2025-11-21T21:03:50.044677 | software_tutorials_96 | chunk 3 | prompt_tokens=10746, candidates_tokens=293, total_tokens=11533
2025-11-21T21:04:12.313530 | software_tutorials_96 | chunk 4 | prompt_tokens=7903, candidates_tokens=176, total_tokens=8706
2025-11-21T21:04:26.483500 | software_tutorials_96 | chunk 5 | prompt_tokens=387, candidates_tokens=162, total_tokens=1053
2025-11-21T21:04:36.795313 | software_tutorials_96 | chunk 6 | prompt_tokens=4820, candidates_tokens=253, total_tokens=5576
2025-11-21T21:05:05.503328 | software_tutorials_96 | chunk 7 | prompt_tokens=11016, candidates_tokens=382, total_tokens=12300
2025-11-21T21:05:21.730475 | software_tutorials_96 | chunk 8 | prompt_tokens=7482, candidates_tokens=238, total_tokens=8409
2025-11-21T21:06:15.970746 | software_tutorials_96 | chunk 9 | prompt_tokens=32860, candidates_tokens=317, total_tokens=34742
2025-11-21T21:07:00.403956 | software_tutorials_96 | chunk 10 | prompt_tokens=18166, candidates_tokens=236, total_tokens=19458
2025-11-21T21:07:31.722045 | software_tutorials_251 | chunk 0 | prompt_tokens=11324, candidates_tokens=251, total_tokens=12102
2025-11-21T21:08:00.957085 | software_tutorials_251 | chunk 1 | prompt_tokens=11374, candidates_tokens=316, total_tokens=12368
2025-11-21T21:08:49.693097 | software_tutorials_251 | chunk 2 | prompt_tokens=14487, candidates_tokens=176, total_tokens=15455
2025-11-21T21:09:12.889179 | software_tutorials_251 | chunk 3 | prompt_tokens=12800, candidates_tokens=294, total_tokens=13792
2025-11-21T21:10:12.063762 | software_tutorials_251 | chunk 5 | prompt_tokens=19580, candidates_tokens=86, total_tokens=19874
2025-11-21T21:10:50.272163 | software_tutorials_251 | chunk 6 | prompt_tokens=16701, candidates_tokens=425, total_tokens=18141
2025-11-21T21:11:06.418704 | software_tutorials_251 | chunk 7 | prompt_tokens=4632, candidates_tokens=167, total_tokens=5218
2025-11-21T21:11:38.008368 | software_tutorials_251 | chunk 8 | prompt_tokens=9035, candidates_tokens=238, total_tokens=9995
2025-11-21T21:11:59.004763 | software_tutorials_251 | chunk 9 | prompt_tokens=10452, candidates_tokens=203, total_tokens=11366
2025-11-21T21:12:43.594620 | software_tutorials_251 | chunk 10 | prompt_tokens=9135, candidates_tokens=236, total_tokens=10133
2025-11-21T21:13:26.178987 | software_tutorials_251 | chunk 11 | prompt_tokens=12148, candidates_tokens=146, total_tokens=12634
2025-11-21T21:13:57.226004 | software_tutorials_152 | chunk 0 | prompt_tokens=9601, candidates_tokens=193, total_tokens=10033
2025-11-21T21:14:31.060513 | software_tutorials_152 | chunk 1 | prompt_tokens=7953, candidates_tokens=417, total_tokens=9329
2025-11-21T21:15:26.680698 | software_tutorials_152 | chunk 2 | prompt_tokens=10475, candidates_tokens=201, total_tokens=10938
2025-11-21T21:16:03.744034 | software_tutorials_152 | chunk 3 | prompt_tokens=10575, candidates_tokens=167, total_tokens=11083
2025-11-21T21:16:32.428582 | software_tutorials_152 | chunk 4 | prompt_tokens=8211, candidates_tokens=161, total_tokens=8808
2025-11-21T21:17:26.547279 | software_tutorials_152 | chunk 5 | prompt_tokens=12481, candidates_tokens=197, total_tokens=12984
2025-11-21T21:18:32.526036 | software_tutorials_152 | chunk 6 | prompt_tokens=20971, candidates_tokens=214, total_tokens=21763
2025-11-21T21:19:07.960744 | software_tutorials_152 | chunk 7 | prompt_tokens=5481, candidates_tokens=111, total_tokens=5922
2025-11-21T21:19:44.723097 | software_tutorials_152 | chunk 8 | prompt_tokens=14281, candidates_tokens=185, total_tokens=15144
2025-11-21T21:20:27.587122 | software_tutorials_152 | chunk 9 | prompt_tokens=16330, candidates_tokens=236, total_tokens=17065
2025-11-21T21:20:58.090708 | software_tutorials_152 | chunk 10 | prompt_tokens=6588, candidates_tokens=107, total_tokens=7037
2025-11-21T21:21:21.568348 | software_tutorials_152 | chunk 11 | prompt_tokens=4865, candidates_tokens=135, total_tokens=5074
2025-11-21T21:23:27.137600 | software_tutorials_152 | chunk 12 | prompt_tokens=45253, candidates_tokens=340, total_tokens=47298
2025-11-21T21:23:34.450868 | software_tutorials_152 | chunk 13 | prompt_tokens=1896, candidates_tokens=116, total_tokens=2332
2025-11-21T21:24:02.514413 | software_tutorials_284 | chunk 0 | prompt_tokens=10142, candidates_tokens=239, total_tokens=10788
2025-11-21T21:24:26.239045 | software_tutorials_284 | chunk 1 | prompt_tokens=6180, candidates_tokens=194, total_tokens=6937
2025-11-21T21:24:47.919964 | software_tutorials_284 | chunk 2 | prompt_tokens=5664, candidates_tokens=201, total_tokens=6428
2025-11-21T21:25:03.482215 | software_tutorials_284 | chunk 3 | prompt_tokens=8080, candidates_tokens=169, total_tokens=8694
2025-11-21T21:25:30.262287 | software_tutorials_284 | chunk 4 | prompt_tokens=15168, candidates_tokens=149, total_tokens=15756
2025-11-21T21:25:45.203182 | software_tutorials_284 | chunk 5 | prompt_tokens=2110, candidates_tokens=118, total_tokens=2574
2025-11-21T21:26:35.801467 | software_tutorials_284 | chunk 6 | prompt_tokens=25965, candidates_tokens=209, total_tokens=26611
2025-11-21T21:27:18.998738 | software_tutorials_284 | chunk 7 | prompt_tokens=34941, candidates_tokens=145, total_tokens=35331
2025-11-21T21:27:56.892406 | software_tutorials_284 | chunk 8 | prompt_tokens=14866, candidates_tokens=226, total_tokens=15640
2025-11-21T21:28:13.140946 | software_tutorials_284 | chunk 9 | prompt_tokens=5198, candidates_tokens=140, total_tokens=5687
2025-11-21T21:28:28.458081 | software_tutorials_284 | chunk 10 | prompt_tokens=5733, candidates_tokens=138, total_tokens=6305
2025-11-21T21:28:42.137739 | software_tutorials_284 | chunk 11 | prompt_tokens=5429, candidates_tokens=108, total_tokens=5757
2025-11-21T21:29:25.723021 | software_tutorials_284 | chunk 12 | prompt_tokens=15261, candidates_tokens=225, total_tokens=16054
2025-11-21T21:30:09.293604 | software_tutorials_79 | chunk 0 | prompt_tokens=19583, candidates_tokens=612, total_tokens=21643
2025-11-21T21:30:27.283894 | software_tutorials_79 | chunk 1 | prompt_tokens=14584, candidates_tokens=171, total_tokens=15008
2025-11-21T21:30:41.970697 | software_tutorials_79 | chunk 2 | prompt_tokens=5435, candidates_tokens=185, total_tokens=6010
2025-11-21T21:30:58.829662 | software_tutorials_79 | chunk 3 | prompt_tokens=13103, candidates_tokens=271, total_tokens=13774
2025-11-21T21:31:28.483646 | software_tutorials_79 | chunk 4 | prompt_tokens=11707, candidates_tokens=399, total_tokens=13239
2025-11-21T21:32:06.372787 | software_tutorials_79 | chunk 5 | prompt_tokens=36416, candidates_tokens=259, total_tokens=37667
2025-11-21T21:33:06.179639 | software_tutorials_79 | chunk 6 | prompt_tokens=23593, candidates_tokens=287, total_tokens=24399
2025-11-21T21:33:17.853788 | software_tutorials_79 | chunk 7 | prompt_tokens=2035, candidates_tokens=161, total_tokens=2360
2025-11-21T21:33:51.910436 | software_tutorials_35 | chunk 0 | prompt_tokens=13099, candidates_tokens=276, total_tokens=14046
2025-11-21T21:34:54.982015 | software_tutorials_35 | chunk 1 | prompt_tokens=15927, candidates_tokens=171, total_tokens=16389
2025-11-21T21:35:22.150868 | software_tutorials_35 | chunk 2 | prompt_tokens=9626, candidates_tokens=389, total_tokens=10828
2025-11-21T21:36:05.837768 | software_tutorials_35 | chunk 3 | prompt_tokens=14487, candidates_tokens=327, total_tokens=15477
2025-11-21T21:37:19.379734 | software_tutorials_35 | chunk 4 | prompt_tokens=25857, candidates_tokens=277, total_tokens=26959
2025-11-21T21:37:58.060837 | software_tutorials_35 | chunk 5 | prompt_tokens=19631, candidates_tokens=350, total_tokens=20576
2025-11-21T21:38:08.365376 | software_tutorials_35 | chunk 6 | prompt_tokens=2761, candidates_tokens=257, total_tokens=3620
2025-11-21T21:38:19.223229 | software_tutorials_35 | chunk 7 | prompt_tokens=3957, candidates_tokens=236, total_tokens=4593
2025-11-21T21:38:29.016479 | software_tutorials_35 | chunk 8 | prompt_tokens=4847, candidates_tokens=227, total_tokens=5422
2025-11-21T21:39:32.686849 | software_tutorials_35 | chunk 9 | prompt_tokens=17367, candidates_tokens=531, total_tokens=18931
2025-11-21T21:40:11.971137 | software_tutorials_35 | chunk 10 | prompt_tokens=10758, candidates_tokens=324, total_tokens=12005
2025-11-21T21:41:35.939417 | software_tutorials_35 | chunk 11 | prompt_tokens=16185, candidates_tokens=253, total_tokens=17742
2025-11-21T21:42:42.838737 | software_tutorials_35 | chunk 12 | prompt_tokens=22242, candidates_tokens=195, total_tokens=23117
2025-11-21T21:43:35.872807 | software_tutorials_35 | chunk 13 | prompt_tokens=7079, candidates_tokens=165, total_tokens=7840
2025-11-21T21:44:16.234141 | software_tutorials_40 | chunk 0 | prompt_tokens=10750, candidates_tokens=409, total_tokens=12353
2025-11-21T21:44:38.111524 | software_tutorials_40 | chunk 1 | prompt_tokens=3475, candidates_tokens=228, total_tokens=4571
2025-11-21T21:45:21.267510 | software_tutorials_40 | chunk 2 | prompt_tokens=9626, candidates_tokens=323, total_tokens=10776
2025-11-21T21:45:42.087013 | software_tutorials_40 | chunk 3 | prompt_tokens=7188, candidates_tokens=209, total_tokens=7674
2025-11-21T21:46:00.091016 | software_tutorials_40 | chunk 4 | prompt_tokens=5418, candidates_tokens=214, total_tokens=6514
2025-11-21T21:46:43.342627 | software_tutorials_40 | chunk 5 | prompt_tokens=8028, candidates_tokens=298, total_tokens=9595
2025-11-21T21:47:03.546182 | software_tutorials_40 | chunk 6 | prompt_tokens=5715, candidates_tokens=309, total_tokens=7229
2025-11-21T21:47:32.114472 | software_tutorials_40 | chunk 7 | prompt_tokens=7745, candidates_tokens=146, total_tokens=8186
2025-11-21T21:48:00.700388 | software_tutorials_40 | chunk 8 | prompt_tokens=5198, candidates_tokens=203, total_tokens=6108
2025-11-21T21:48:47.731320 | software_tutorials_40 | chunk 9 | prompt_tokens=10450, candidates_tokens=310, total_tokens=11838
2025-11-21T21:49:26.007211 | software_tutorials_40 | chunk 10 | prompt_tokens=15745, candidates_tokens=361, total_tokens=16643
2025-11-21T21:50:06.793823 | software_tutorials_40 | chunk 11 | prompt_tokens=17814, candidates_tokens=330, total_tokens=18851
2025-11-21T21:50:40.095708 | software_tutorials_40 | chunk 12 | prompt_tokens=14853, candidates_tokens=244, total_tokens=15924
2025-11-21T21:51:14.691992 | software_tutorials_40 | chunk 13 | prompt_tokens=8877, candidates_tokens=224, total_tokens=10191
2025-11-21T21:52:01.838902 | software_tutorials_40 | chunk 14 | prompt_tokens=27259, candidates_tokens=262, total_tokens=28592
2025-11-21T21:52:33.029057 | software_tutorials_40 | chunk 15 | prompt_tokens=16038, candidates_tokens=405, total_tokens=16991
2025-11-21T21:52:59.927226 | software_tutorials_296 | chunk 0 | prompt_tokens=6230, candidates_tokens=226, total_tokens=7190
2025-11-21T21:53:39.684833 | software_tutorials_296 | chunk 1 | prompt_tokens=13638, candidates_tokens=189, total_tokens=14094
2025-11-21T21:54:23.567421 | software_tutorials_296 | chunk 2 | prompt_tokens=4324, candidates_tokens=206, total_tokens=4847
2025-11-21T21:54:41.793532 | software_tutorials_296 | chunk 3 | prompt_tokens=7645, candidates_tokens=272, total_tokens=8177
2025-11-21T21:54:56.960913 | software_tutorials_296 | chunk 4 | prompt_tokens=6280, candidates_tokens=197, total_tokens=6758
2025-11-21T21:55:22.428111 | software_tutorials_296 | chunk 5 | prompt_tokens=18702, candidates_tokens=265, total_tokens=19469
2025-11-21T21:55:40.044489 | software_tutorials_296 | chunk 6 | prompt_tokens=8594, candidates_tokens=170, total_tokens=9116
2025-11-21T21:56:02.367737 | software_tutorials_296 | chunk 7 | prompt_tokens=11038, candidates_tokens=224, total_tokens=11725
2025-11-21T21:56:16.351662 | software_tutorials_296 | chunk 8 | prompt_tokens=3991, candidates_tokens=341, total_tokens=5236
2025-11-21T21:56:30.111285 | software_tutorials_296 | chunk 9 | prompt_tokens=5141, candidates_tokens=277, total_tokens=6470
2025-11-21T21:56:55.989939 | software_tutorials_296 | chunk 10 | prompt_tokens=22816, candidates_tokens=239, total_tokens=23561
2025-11-21T21:57:12.578526 | software_tutorials_296 | chunk 11 | prompt_tokens=11609, candidates_tokens=244, total_tokens=12447
2025-11-21T21:57:45.898503 | software_tutorials_231 | chunk 0 | prompt_tokens=12997, candidates_tokens=252, total_tokens=14442
2025-11-21T21:57:59.036835 | software_tutorials_231 | chunk 1 | prompt_tokens=4532, candidates_tokens=194, total_tokens=5484
2025-11-21T21:58:12.889550 | software_tutorials_231 | chunk 2 | prompt_tokens=4823, candidates_tokens=252, total_tokens=6125
2025-11-21T21:58:25.709093 | software_tutorials_231 | chunk 3 | prompt_tokens=4836, candidates_tokens=166, total_tokens=5642
2025-11-21T21:59:19.653667 | software_tutorials_231 | chunk 4 | prompt_tokens=51432, candidates_tokens=312, total_tokens=52411
2025-11-21T21:59:33.089054 | software_tutorials_231 | chunk 5 | prompt_tokens=2884, candidates_tokens=182, total_tokens=3528
2025-11-21T21:59:58.836227 | software_tutorials_231 | chunk 6 | prompt_tokens=21071, candidates_tokens=274, total_tokens=22171
2025-11-21T22:00:37.151132 | software_tutorials_231 | chunk 7 | prompt_tokens=28279, candidates_tokens=376, total_tokens=29343
2025-11-21T22:01:08.945613 | software_tutorials_231 | chunk 8 | prompt_tokens=11990, candidates_tokens=249, total_tokens=12685
2025-11-21T22:01:27.044748 | software_tutorials_231 | chunk 9 | prompt_tokens=10723, candidates_tokens=318, total_tokens=12220
