2025-11-21T00:29:18.490083 | software_tutorials_40 | chunk 0 | prompt_tokens=8777, candidates_tokens=270, total_tokens=9047
2025-11-21T01:15:46.116971 | software_tutorials_363 | chunk 8 | prompt_tokens=11141, candidates_tokens=229, total_tokens=11370
2025-11-21T01:16:00.008135 | software_tutorials_363 | chunk 9 | prompt_tokens=7670, candidates_tokens=200, total_tokens=7870
2025-11-21T01:16:12.815944 | software_tutorials_363 | chunk 10 | prompt_tokens=14695, candidates_tokens=294, total_tokens=14989
2025-11-21T01:16:24.431737 | software_tutorials_363 | chunk 11 | prompt_tokens=10858, candidates_tokens=233, total_tokens=11091
2025-11-21T01:16:33.633427 | software_tutorials_363 | chunk 12 | prompt_tokens=5198, candidates_tokens=217, total_tokens=5415
2025-11-21T01:16:51.546095 | software_tutorials_363 | chunk 13 | prompt_tokens=22128, candidates_tokens=262, total_tokens=22390
2025-11-21T01:17:12.478273 | software_tutorials_363 | chunk 14 | prompt_tokens=22744, candidates_tokens=210, total_tokens=22954
2025-11-21T01:17:24.708333 | software_tutorials_363 | chunk 15 | prompt_tokens=9393, candidates_tokens=239, total_tokens=9632
2025-11-21T01:17:33.700720 | software_tutorials_330 | chunk 0 | prompt_tokens=5922, candidates_tokens=130, total_tokens=6052
2025-11-21T01:17:40.031743 | software_tutorials_330 | chunk 1 | prompt_tokens=3500, candidates_tokens=152, total_tokens=3652
2025-11-21T01:17:47.619447 | software_tutorials_330 | chunk 2 | prompt_tokens=3991, candidates_tokens=171, total_tokens=4162
2025-11-21T01:18:02.315744 | software_tutorials_330 | chunk 3 | prompt_tokens=17883, candidates_tokens=272, total_tokens=18155
2025-11-21T01:18:12.582682 | software_tutorials_330 | chunk 4 | prompt_tokens=6896, candidates_tokens=259, total_tokens=7155
2025-11-21T01:18:20.568763 | software_tutorials_330 | chunk 5 | prompt_tokens=4582, candidates_tokens=217, total_tokens=4799
2025-11-21T01:18:30.044167 | software_tutorials_330 | chunk 6 | prompt_tokens=6072, candidates_tokens=181, total_tokens=6253
2025-11-21T01:18:37.940911 | software_tutorials_330 | chunk 7 | prompt_tokens=9468, candidates_tokens=213, total_tokens=9681
2025-11-21T01:18:47.582440 | software_tutorials_330 | chunk 8 | prompt_tokens=12173, candidates_tokens=305, total_tokens=12478
2025-11-21T01:18:55.900892 | software_tutorials_330 | chunk 9 | prompt_tokens=7620, candidates_tokens=254, total_tokens=7874
2025-11-21T01:19:09.213020 | software_tutorials_330 | chunk 10 | prompt_tokens=19223, candidates_tokens=157, total_tokens=19380
2025-11-21T01:19:29.206720 | software_tutorials_330 | chunk 11 | prompt_tokens=24675, candidates_tokens=240, total_tokens=24915
2025-11-21T01:19:35.073002 | software_tutorials_330 | chunk 12 | prompt_tokens=4249, candidates_tokens=119, total_tokens=4368
2025-11-21T01:19:43.906841 | software_tutorials_50 | chunk 0 | prompt_tokens=12148, candidates_tokens=172, total_tokens=12320
2025-11-21T01:20:00.176410 | software_tutorials_50 | chunk 1 | prompt_tokens=21354, candidates_tokens=234, total_tokens=21588
2025-11-21T01:20:07.267993 | software_tutorials_50 | chunk 2 | prompt_tokens=5764, candidates_tokens=128, total_tokens=5892
2025-11-21T01:20:14.773642 | software_tutorials_50 | chunk 3 | prompt_tokens=10525, candidates_tokens=240, total_tokens=10765
2025-11-21T01:20:22.071019 | software_tutorials_50 | chunk 4 | prompt_tokens=6330, candidates_tokens=138, total_tokens=6468
2025-11-21T01:20:29.504513 | software_tutorials_50 | chunk 5 | prompt_tokens=7437, candidates_tokens=233, total_tokens=7670
2025-11-21T01:20:40.879705 | software_tutorials_50 | chunk 6 | prompt_tokens=15028, candidates_tokens=264, total_tokens=15292
2025-11-21T01:20:47.431344 | software_tutorials_50 | chunk 7 | prompt_tokens=3916, candidates_tokens=125, total_tokens=4041
2025-11-21T01:20:54.830092 | software_tutorials_50 | chunk 8 | prompt_tokens=7670, candidates_tokens=238, total_tokens=7908
2025-11-21T01:21:06.503854 | software_tutorials_50 | chunk 9 | prompt_tokens=12431, candidates_tokens=158, total_tokens=12589
2025-11-21T01:21:15.675612 | software_tutorials_50 | chunk 10 | prompt_tokens=13921, candidates_tokens=193, total_tokens=14114
2025-11-21T01:21:22.199781 | software_tutorials_228 | chunk 0 | prompt_tokens=3941, candidates_tokens=178, total_tokens=4119
2025-11-21T01:21:32.650549 | software_tutorials_228 | chunk 1 | prompt_tokens=6563, candidates_tokens=162, total_tokens=6725
2025-11-21T01:21:50.413256 | software_tutorials_228 | chunk 2 | prompt_tokens=7670, candidates_tokens=240, total_tokens=7910
2025-11-21T01:21:56.992169 | software_tutorials_228 | chunk 3 | prompt_tokens=5922, candidates_tokens=160, total_tokens=6082
2025-11-21T01:22:08.883767 | software_tutorials_228 | chunk 4 | prompt_tokens=8877, candidates_tokens=232, total_tokens=9109
2025-11-21T01:22:16.688377 | software_tutorials_228 | chunk 5 | prompt_tokens=6896, candidates_tokens=254, total_tokens=7150
2025-11-21T01:22:28.218480 | software_tutorials_228 | chunk 6 | prompt_tokens=15336, candidates_tokens=411, total_tokens=15747
2025-11-21T01:22:46.771463 | software_tutorials_228 | chunk 7 | prompt_tokens=22361, candidates_tokens=255, total_tokens=22616
2025-11-21T01:23:13.219515 | software_tutorials_228 | chunk 8 | prompt_tokens=29794, candidates_tokens=261, total_tokens=30055
2025-11-21T01:23:24.490354 | software_tutorials_228 | chunk 9 | prompt_tokens=6588, candidates_tokens=296, total_tokens=6884
2025-11-21T01:23:35.330512 | software_tutorials_228 | chunk 10 | prompt_tokens=3425, candidates_tokens=214, total_tokens=3639
2025-11-21T01:23:43.245826 | software_tutorials_96 | chunk 0 | prompt_tokens=7620, candidates_tokens=137, total_tokens=7757
2025-11-21T01:23:54.029006 | software_tutorials_96 | chunk 1 | prompt_tokens=18657, candidates_tokens=206, total_tokens=18863
2025-11-21T01:24:00.309149 | software_tutorials_96 | chunk 2 | prompt_tokens=5123, candidates_tokens=148, total_tokens=5271
2025-11-21T01:24:08.747588 | software_tutorials_96 | chunk 3 | prompt_tokens=9110, candidates_tokens=201, total_tokens=9311
2025-11-21T01:24:23.791451 | software_tutorials_96 | chunk 4 | prompt_tokens=7903, candidates_tokens=141, total_tokens=8044
2025-11-21T01:24:29.401368 | software_tutorials_96 | chunk 5 | prompt_tokens=387, candidates_tokens=187, total_tokens=574
2025-11-21T01:24:36.712713 | software_tutorials_96 | chunk 6 | prompt_tokens=3142, candidates_tokens=205, total_tokens=3347
2025-11-21T01:24:42.889958 | software_tutorials_96 | chunk 7 | prompt_tokens=11016, candidates_tokens=195, total_tokens=11211
2025-11-21T01:25:05.273152 | software_tutorials_96 | chunk 8 | prompt_tokens=5689, candidates_tokens=244, total_tokens=5933
2025-11-21T01:25:19.228858 | software_tutorials_96 | chunk 9 | prompt_tokens=31209, candidates_tokens=235, total_tokens=31444
2025-11-21T01:25:29.720259 | software_tutorials_96 | chunk 10 | prompt_tokens=18166, candidates_tokens=228, total_tokens=18394
2025-11-21T01:25:37.235232 | software_tutorials_100 | chunk 0 | prompt_tokens=4557, candidates_tokens=166, total_tokens=4723
2025-11-21T01:25:50.154813 | software_tutorials_100 | chunk 1 | prompt_tokens=8802, candidates_tokens=123, total_tokens=8925
2025-11-21T01:25:58.888511 | software_tutorials_100 | chunk 2 | prompt_tokens=4249, candidates_tokens=152, total_tokens=4401
2025-11-21T01:26:10.043728 | software_tutorials_100 | chunk 3 | prompt_tokens=8028, candidates_tokens=128, total_tokens=8156
2025-11-21T01:26:28.777862 | software_tutorials_100 | chunk 4 | prompt_tokens=23493, candidates_tokens=167, total_tokens=23660
2025-11-21T01:26:49.065976 | software_tutorials_100 | chunk 5 | prompt_tokens=18499, candidates_tokens=180, total_tokens=18679
2025-11-21T01:26:59.878174 | software_tutorials_100 | chunk 6 | prompt_tokens=6846, candidates_tokens=129, total_tokens=6975
2025-11-21T01:27:10.175193 | software_tutorials_100 | chunk 7 | prompt_tokens=5739, candidates_tokens=122, total_tokens=5861
2025-11-21T01:27:21.682631 | software_tutorials_100 | chunk 8 | prompt_tokens=7154, candidates_tokens=180, total_tokens=7334
2025-11-21T01:27:31.539747 | software_tutorials_100 | chunk 9 | prompt_tokens=5148, candidates_tokens=294, total_tokens=5442
2025-11-21T01:27:49.407058 | software_tutorials_100 | chunk 10 | prompt_tokens=18707, candidates_tokens=260, total_tokens=18967
2025-11-21T01:28:03.481558 | software_tutorials_332 | chunk 0 | prompt_tokens=10575, candidates_tokens=147, total_tokens=10722
2025-11-21T01:28:19.259587 | software_tutorials_332 | chunk 1 | prompt_tokens=22153, candidates_tokens=307, total_tokens=22460
2025-11-21T01:28:27.231492 | software_tutorials_332 | chunk 2 | prompt_tokens=5381, candidates_tokens=207, total_tokens=5588
2025-11-21T01:28:40.185927 | software_tutorials_332 | chunk 3 | prompt_tokens=17625, candidates_tokens=290, total_tokens=17915
2025-11-21T01:28:52.538056 | software_tutorials_332 | chunk 4 | prompt_tokens=13072, candidates_tokens=258, total_tokens=13330
2025-11-21T01:29:03.078746 | software_tutorials_332 | chunk 5 | prompt_tokens=7878, candidates_tokens=253, total_tokens=8131
2025-11-21T01:29:11.177417 | software_tutorials_332 | chunk 6 | prompt_tokens=12273, candidates_tokens=193, total_tokens=12466
2025-11-21T01:29:18.625901 | software_tutorials_332 | chunk 7 | prompt_tokens=3991, candidates_tokens=193, total_tokens=4184
2025-11-21T01:29:28.649358 | software_tutorials_332 | chunk 8 | prompt_tokens=15236, candidates_tokens=230, total_tokens=15466
2025-11-21T01:29:46.321163 | software_tutorials_332 | chunk 9 | prompt_tokens=27147, candidates_tokens=255, total_tokens=27402
2025-11-21T01:29:52.735378 | software_tutorials_332 | chunk 10 | prompt_tokens=5739, candidates_tokens=198, total_tokens=5937
2025-11-21T01:30:01.397543 | software_tutorials_332 | chunk 11 | prompt_tokens=6330, candidates_tokens=197, total_tokens=6527
2025-11-21T01:30:13.968293 | software_tutorials_332 | chunk 12 | prompt_tokens=12456, candidates_tokens=224, total_tokens=12680
2025-11-21T01:30:25.944636 | software_tutorials_332 | chunk 13 | prompt_tokens=11066, candidates_tokens=246, total_tokens=11312
2025-11-21T01:30:36.759738 | software_tutorials_231 | chunk 0 | prompt_tokens=12997, candidates_tokens=199, total_tokens=13196
2025-11-21T01:30:43.585578 | software_tutorials_231 | chunk 1 | prompt_tokens=4066, candidates_tokens=180, total_tokens=4246
2025-11-21T01:30:51.762320 | software_tutorials_231 | chunk 2 | prompt_tokens=3733, candidates_tokens=284, total_tokens=4017
2025-11-21T01:30:58.596013 | software_tutorials_231 | chunk 3 | prompt_tokens=3733, candidates_tokens=152, total_tokens=3885
2025-11-21T01:31:24.878623 | software_tutorials_231 | chunk 4 | prompt_tokens=48164, candidates_tokens=235, total_tokens=48399
2025-11-21T01:31:36.036478 | software_tutorials_231 | chunk 5 | prompt_tokens=2884, candidates_tokens=174, total_tokens=3058
2025-11-21T01:31:51.034093 | software_tutorials_231 | chunk 6 | prompt_tokens=20197, candidates_tokens=229, total_tokens=20426
2025-11-21T01:32:06.560663 | software_tutorials_231 | chunk 7 | prompt_tokens=28279, candidates_tokens=223, total_tokens=28502
2025-11-21T01:32:20.274805 | software_tutorials_231 | chunk 8 | prompt_tokens=11990, candidates_tokens=218, total_tokens=12208
2025-11-21T01:32:31.420849 | software_tutorials_231 | chunk 9 | prompt_tokens=8777, candidates_tokens=290, total_tokens=9067
2025-11-21T01:32:44.193940 | software_tutorials_88 | chunk 0 | prompt_tokens=9884, candidates_tokens=262, total_tokens=10146
2025-11-21T01:32:50.841743 | software_tutorials_88 | chunk 1 | prompt_tokens=4815, candidates_tokens=191, total_tokens=5006
2025-11-21T01:32:58.082669 | software_tutorials_88 | chunk 2 | prompt_tokens=5431, candidates_tokens=151, total_tokens=5582
2025-11-21T01:33:13.605503 | software_tutorials_88 | chunk 3 | prompt_tokens=19631, candidates_tokens=250, total_tokens=19881
2025-11-21T01:33:24.848534 | software_tutorials_88 | chunk 4 | prompt_tokens=5381, candidates_tokens=169, total_tokens=5550
2025-11-21T01:33:30.710293 | software_tutorials_88 | chunk 5 | prompt_tokens=7745, candidates_tokens=147, total_tokens=7892
2025-11-21T01:33:39.088564 | software_tutorials_88 | chunk 6 | prompt_tokens=10217, candidates_tokens=215, total_tokens=10432
2025-11-21T01:33:49.479558 | software_tutorials_88 | chunk 7 | prompt_tokens=9110, candidates_tokens=238, total_tokens=9348
2025-11-21T01:33:57.306584 | software_tutorials_88 | chunk 8 | prompt_tokens=11657, candidates_tokens=213, total_tokens=11870
2025-11-21T01:34:03.555326 | software_tutorials_88 | chunk 9 | prompt_tokens=5123, candidates_tokens=152, total_tokens=5275
2025-11-21T01:34:13.132915 | software_tutorials_88 | chunk 10 | prompt_tokens=13921, candidates_tokens=201, total_tokens=14122
2025-11-21T01:34:21.841614 | software_tutorials_88 | chunk 11 | prompt_tokens=7928, candidates_tokens=215, total_tokens=8143
2025-11-21T01:34:28.281332 | software_tutorials_88 | chunk 12 | prompt_tokens=8003, candidates_tokens=173, total_tokens=8176
2025-11-21T01:34:35.873118 | software_tutorials_276 | chunk 0 | prompt_tokens=17525, candidates_tokens=187, total_tokens=17712
2025-11-21T01:34:42.332063 | software_tutorials_276 | chunk 1 | prompt_tokens=4016, candidates_tokens=155, total_tokens=4171
2025-11-21T01:34:49.133782 | software_tutorials_276 | chunk 2 | prompt_tokens=8003, candidates_tokens=193, total_tokens=8196
2025-11-21T01:34:59.298640 | software_tutorials_276 | chunk 3 | prompt_tokens=16726, candidates_tokens=309, total_tokens=17035
2025-11-21T01:35:07.827258 | software_tutorials_276 | chunk 4 | prompt_tokens=13588, candidates_tokens=249, total_tokens=13837
2025-11-21T01:35:13.313906 | software_tutorials_276 | chunk 5 | prompt_tokens=3117, candidates_tokens=195, total_tokens=3312
2025-11-21T01:35:21.282548 | software_tutorials_276 | chunk 6 | prompt_tokens=8211, candidates_tokens=193, total_tokens=8404
2025-11-21T01:35:27.459298 | software_tutorials_276 | chunk 7 | prompt_tokens=5689, candidates_tokens=124, total_tokens=5813
2025-11-21T01:35:33.277198 | software_tutorials_276 | chunk 8 | prompt_tokens=4324, candidates_tokens=131, total_tokens=4455
2025-11-21T01:35:40.582830 | software_tutorials_276 | chunk 9 | prompt_tokens=8594, candidates_tokens=204, total_tokens=8798
2025-11-21T01:35:45.731419 | software_tutorials_276 | chunk 10 | prompt_tokens=1777, candidates_tokens=165, total_tokens=1942
2025-11-21T01:35:54.349842 | software_tutorials_276 | chunk 11 | prompt_tokens=12173, candidates_tokens=274, total_tokens=12447
2025-11-21T01:36:02.740740 | software_tutorials_276 | chunk 12 | prompt_tokens=11607, candidates_tokens=213, total_tokens=11820
2025-11-21T01:36:11.136786 | software_tutorials_276 | chunk 13 | prompt_tokens=10267, candidates_tokens=213, total_tokens=10480
2025-11-21T01:36:20.163746 | software_tutorials_81 | chunk 0 | prompt_tokens=7462, candidates_tokens=292, total_tokens=7754
2025-11-21T01:36:26.356834 | software_tutorials_81 | chunk 1 | prompt_tokens=5739, candidates_tokens=195, total_tokens=5934
2025-11-21T01:36:39.495363 | software_tutorials_81 | chunk 2 | prompt_tokens=7154, candidates_tokens=215, total_tokens=7369
2025-11-21T01:36:59.383821 | software_tutorials_81 | chunk 3 | prompt_tokens=9676, candidates_tokens=248, total_tokens=9924
2025-11-21T01:37:06.534628 | software_tutorials_81 | chunk 4 | prompt_tokens=5664, candidates_tokens=224, total_tokens=5888
2025-11-21T01:37:12.383391 | software_tutorials_81 | chunk 5 | prompt_tokens=3167, candidates_tokens=212, total_tokens=3379
2025-11-21T01:37:24.156327 | software_tutorials_81 | chunk 6 | prompt_tokens=12581, candidates_tokens=153, total_tokens=12734
2025-11-21T01:37:31.747563 | software_tutorials_81 | chunk 7 | prompt_tokens=8494, candidates_tokens=279, total_tokens=8773
2025-11-21T01:37:40.128292 | software_tutorials_81 | chunk 8 | prompt_tokens=10242, candidates_tokens=228, total_tokens=10470
2025-11-21T01:37:47.242661 | software_tutorials_81 | chunk 9 | prompt_tokens=5431, candidates_tokens=214, total_tokens=5645
2025-11-21T01:38:34.116853 | software_tutorials_81 | chunk 10 | prompt_tokens=3991, candidates_tokens=206, total_tokens=4197
2025-11-21T01:38:44.537027 | software_tutorials_81 | chunk 11 | prompt_tokens=20996, candidates_tokens=205, total_tokens=21201
2025-11-21T01:38:57.182904 | software_tutorials_81 | chunk 12 | prompt_tokens=10858, candidates_tokens=197, total_tokens=11055
2025-11-21T01:39:05.198348 | software_tutorials_81 | chunk 13 | prompt_tokens=5664, candidates_tokens=265, total_tokens=5929
2025-11-21T01:39:35.760552 | software_tutorials_81 | chunk 14 | prompt_tokens=17625, candidates_tokens=200, total_tokens=17825
2025-11-21T01:39:46.768761 | software_tutorials_81 | chunk 15 | prompt_tokens=11374, candidates_tokens=191, total_tokens=11565
2025-11-21T01:41:48.600270 | software_tutorials_81 | chunk 16 | prompt_tokens=7104, candidates_tokens=229, total_tokens=7333
2025-11-21T01:41:53.820888 | software_tutorials_243 | chunk 0 | prompt_tokens=6538, candidates_tokens=168, total_tokens=6706
2025-11-21T01:42:00.345945 | software_tutorials_243 | chunk 1 | prompt_tokens=7928, candidates_tokens=238, total_tokens=8166
2025-11-21T01:42:09.664718 | software_tutorials_243 | chunk 2 | prompt_tokens=5664, candidates_tokens=217, total_tokens=5881
2025-11-21T01:42:24.487763 | software_tutorials_243 | chunk 3 | prompt_tokens=29511, candidates_tokens=291, total_tokens=29802
2025-11-21T01:43:26.771727 | software_tutorials_243 | chunk 4 | prompt_tokens=4299, candidates_tokens=193, total_tokens=4492
2025-11-21T01:43:36.334274 | software_tutorials_243 | chunk 5 | prompt_tokens=24933, candidates_tokens=213, total_tokens=25146
2025-11-21T01:43:46.361144 | software_tutorials_243 | chunk 6 | prompt_tokens=31417, candidates_tokens=253, total_tokens=31670
2025-11-21T01:44:01.764820 | software_tutorials_243 | chunk 7 | prompt_tokens=26556, candidates_tokens=257, total_tokens=26813
2025-11-21T01:44:07.785648 | software_tutorials_243 | chunk 8 | prompt_tokens=3217, candidates_tokens=134, total_tokens=3351
2025-11-21T01:44:13.205977 | software_tutorials_148 | chunk 0 | prompt_tokens=5098, candidates_tokens=139, total_tokens=5237
2025-11-21T01:44:21.457849 | software_tutorials_148 | chunk 1 | prompt_tokens=8544, candidates_tokens=182, total_tokens=8726
2025-11-21T01:44:29.098676 | software_tutorials_148 | chunk 2 | prompt_tokens=15078, candidates_tokens=294, total_tokens=15372
2025-11-21T01:44:37.641291 | software_tutorials_148 | chunk 3 | prompt_tokens=14229, candidates_tokens=176, total_tokens=14405
2025-11-21T01:44:49.447351 | software_tutorials_148 | chunk 4 | prompt_tokens=23235, candidates_tokens=253, total_tokens=23488
2025-11-21T01:45:03.096375 | software_tutorials_148 | chunk 5 | prompt_tokens=20430, candidates_tokens=235, total_tokens=20665
2025-11-21T01:45:14.567102 | software_tutorials_45 | chunk 0 | prompt_tokens=6488, candidates_tokens=182, total_tokens=6670
2025-11-21T01:45:23.581216 | software_tutorials_45 | chunk 1 | prompt_tokens=11374, candidates_tokens=135, total_tokens=11509
2025-11-21T01:45:30.391276 | software_tutorials_45 | chunk 2 | prompt_tokens=10192, candidates_tokens=254, total_tokens=10446
2025-11-21T01:45:41.636007 | software_tutorials_45 | chunk 3 | prompt_tokens=7953, candidates_tokens=247, total_tokens=8200
2025-11-21T01:45:48.407252 | software_tutorials_45 | chunk 4 | prompt_tokens=5481, candidates_tokens=210, total_tokens=5691
2025-11-21T01:45:55.560306 | software_tutorials_45 | chunk 5 | prompt_tokens=6330, candidates_tokens=237, total_tokens=6567
2025-11-21T01:46:05.101002 | software_tutorials_45 | chunk 6 | prompt_tokens=6280, candidates_tokens=238, total_tokens=6518
2025-11-21T01:46:18.775547 | software_tutorials_45 | chunk 7 | prompt_tokens=18990, candidates_tokens=327, total_tokens=19317
2025-11-21T01:46:32.925503 | software_tutorials_45 | chunk 8 | prompt_tokens=13663, candidates_tokens=231, total_tokens=13894
2025-11-21T01:46:46.281554 | software_tutorials_45 | chunk 9 | prompt_tokens=22719, candidates_tokens=183, total_tokens=22902
2025-11-21T01:46:55.218173 | software_tutorials_45 | chunk 10 | prompt_tokens=10317, candidates_tokens=256, total_tokens=10573
2025-11-21T01:47:02.275354 | software_tutorials_45 | chunk 11 | prompt_tokens=2010, candidates_tokens=121, total_tokens=2131
2025-11-21T01:47:08.923057 | software_tutorials_45 | chunk 12 | prompt_tokens=4324, candidates_tokens=239, total_tokens=4563
2025-11-21T01:47:16.516239 | software_tutorials_45 | chunk 13 | prompt_tokens=6538, candidates_tokens=188, total_tokens=6726
2025-11-21T01:47:30.039223 | software_tutorials_383 | chunk 0 | prompt_tokens=14720, candidates_tokens=190, total_tokens=14910
2025-11-21T01:47:38.473843 | software_tutorials_383 | chunk 1 | prompt_tokens=12481, candidates_tokens=207, total_tokens=12688
2025-11-21T01:47:43.795886 | software_tutorials_383 | chunk 2 | prompt_tokens=5406, candidates_tokens=151, total_tokens=5557
2025-11-21T01:47:50.576325 | software_tutorials_383 | chunk 3 | prompt_tokens=5739, candidates_tokens=240, total_tokens=5979
2025-11-21T01:48:03.958530 | software_tutorials_383 | chunk 4 | prompt_tokens=17650, candidates_tokens=204, total_tokens=17854
2025-11-21T01:48:13.106130 | software_tutorials_383 | chunk 5 | prompt_tokens=11682, candidates_tokens=250, total_tokens=11932
2025-11-21T01:48:22.327130 | software_tutorials_383 | chunk 6 | prompt_tokens=12531, candidates_tokens=183, total_tokens=12714
2025-11-21T01:48:33.893947 | software_tutorials_383 | chunk 7 | prompt_tokens=10500, candidates_tokens=355, total_tokens=10855
2025-11-21T01:48:40.989926 | software_tutorials_383 | chunk 8 | prompt_tokens=11915, candidates_tokens=250, total_tokens=12165
2025-11-21T01:48:51.523948 | software_tutorials_383 | chunk 9 | prompt_tokens=10575, candidates_tokens=389, total_tokens=10964
2025-11-21T09:14:19.763032 | software_tutorials_148 | chunk 0 | prompt_tokens=5098, candidates_tokens=185, total_tokens=5283
2025-11-21T09:14:28.140151 | software_tutorials_148 | chunk 1 | prompt_tokens=8544, candidates_tokens=185, total_tokens=8729
2025-11-21T09:14:35.702587 | software_tutorials_148 | chunk 2 | prompt_tokens=15078, candidates_tokens=231, total_tokens=15309
2025-11-21T09:14:42.839264 | software_tutorials_148 | chunk 3 | prompt_tokens=14229, candidates_tokens=184, total_tokens=14413
2025-11-21T09:14:52.255796 | software_tutorials_148 | chunk 4 | prompt_tokens=23235, candidates_tokens=330, total_tokens=23565
2025-11-21T09:15:02.510717 | software_tutorials_148 | chunk 5 | prompt_tokens=20430, candidates_tokens=176, total_tokens=20606
2025-11-21T09:15:10.765178 | software_tutorials_148 | chunk 7 | prompt_tokens=11682, candidates_tokens=185, total_tokens=11867
2025-11-21T09:15:18.144674 | software_tutorials_148 | chunk 8 | prompt_tokens=15361, candidates_tokens=261, total_tokens=15622
2025-11-21T09:15:27.783532 | software_tutorials_148 | chunk 9 | prompt_tokens=13638, candidates_tokens=175, total_tokens=13813
2025-11-21T09:15:34.679696 | software_tutorials_148 | chunk 10 | prompt_tokens=3217, candidates_tokens=209, total_tokens=3426
2025-11-21T09:15:42.054797 | software_tutorials_148 | chunk 11 | prompt_tokens=20971, candidates_tokens=203, total_tokens=21174
2025-11-21T09:15:47.911727 | software_tutorials_148 | chunk 12 | prompt_tokens=3400, candidates_tokens=238, total_tokens=3638
