2025-11-20T20:34:44.133634 | astronomy_524 | chunk 0 | prompt_tokens=7337, candidates_tokens=160, total_tokens=7497
2025-11-20T22:00:21.444842 | astronomy_328 | chunk 11 | prompt_tokens=4274, candidates_tokens=247, total_tokens=4521
2025-11-20T22:00:37.740607 | astronomy_328 | chunk 12 | prompt_tokens=11965, candidates_tokens=392, total_tokens=12357
2025-11-20T22:00:59.659693 | astronomy_328 | chunk 13 | prompt_tokens=11965, candidates_tokens=255, total_tokens=12220
2025-11-20T22:01:15.709161 | astronomy_280 | chunk 0 | prompt_tokens=12148, candidates_tokens=215, total_tokens=12363
2025-11-20T22:01:33.291184 | astronomy_280 | chunk 1 | prompt_tokens=17242, candidates_tokens=226, total_tokens=17468
2025-11-20T22:03:17.669922 | astronomy_280 | chunk 2 | prompt_tokens=18141, candidates_tokens=178, total_tokens=18319
2025-11-20T22:03:33.951441 | astronomy_280 | chunk 3 | prompt_tokens=4066, candidates_tokens=118, total_tokens=4184
2025-11-20T22:04:12.102088 | astronomy_280 | chunk 4 | prompt_tokens=7129, candidates_tokens=214, total_tokens=7343
2025-11-20T22:05:12.479939 | astronomy_280 | chunk 5 | prompt_tokens=10267, candidates_tokens=162, total_tokens=10429
2025-11-20T22:05:31.083011 | astronomy_280 | chunk 6 | prompt_tokens=3783, candidates_tokens=188, total_tokens=3971
2025-11-20T22:06:11.419881 | astronomy_280 | chunk 7 | prompt_tokens=6563, candidates_tokens=169, total_tokens=6732
2025-11-20T22:06:37.020077 | astronomy_280 | chunk 8 | prompt_tokens=3425, candidates_tokens=128, total_tokens=3553
2025-11-20T22:07:18.229628 | astronomy_280 | chunk 9 | prompt_tokens=4815, candidates_tokens=192, total_tokens=5007
2025-11-20T22:07:55.479022 | astronomy_280 | chunk 10 | prompt_tokens=9060, candidates_tokens=216, total_tokens=9276
2025-11-20T22:08:30.945281 | astronomy_280 | chunk 11 | prompt_tokens=12148, candidates_tokens=189, total_tokens=12337
2025-11-20T22:09:49.426868 | astronomy_376 | chunk 0 | prompt_tokens=14820, candidates_tokens=266, total_tokens=15086
2025-11-20T22:10:48.403830 | astronomy_376 | chunk 1 | prompt_tokens=14670, candidates_tokens=289, total_tokens=14959
2025-11-20T22:11:31.822874 | astronomy_376 | chunk 2 | prompt_tokens=5331, candidates_tokens=196, total_tokens=5527
2025-11-20T22:12:00.031145 | astronomy_376 | chunk 3 | prompt_tokens=5739, candidates_tokens=173, total_tokens=5912
2025-11-20T22:12:43.967418 | astronomy_376 | chunk 4 | prompt_tokens=12273, candidates_tokens=187, total_tokens=12460
2025-11-20T22:13:07.182438 | astronomy_376 | chunk 5 | prompt_tokens=4840, candidates_tokens=239, total_tokens=5079
2025-11-20T22:14:17.825373 | astronomy_376 | chunk 6 | prompt_tokens=14695, candidates_tokens=209, total_tokens=14904
2025-11-20T22:14:38.752272 | astronomy_376 | chunk 7 | prompt_tokens=4740, candidates_tokens=179, total_tokens=4919
2025-11-20T22:14:53.987013 | astronomy_376 | chunk 8 | prompt_tokens=10009, candidates_tokens=251, total_tokens=10260
2025-11-20T22:15:09.887511 | astronomy_376 | chunk 9 | prompt_tokens=10758, candidates_tokens=229, total_tokens=10987
2025-11-20T22:15:32.802926 | astronomy_376 | chunk 10 | prompt_tokens=15852, candidates_tokens=196, total_tokens=16048
2025-11-20T22:15:49.485795 | astronomy_376 | chunk 11 | prompt_tokens=16493, candidates_tokens=356, total_tokens=16849
2025-11-20T22:16:03.666601 | astronomy_193 | chunk 0 | prompt_tokens=6771, candidates_tokens=170, total_tokens=6941
2025-11-20T22:16:17.945761 | astronomy_193 | chunk 1 | prompt_tokens=7129, candidates_tokens=215, total_tokens=7344
2025-11-20T22:16:27.808019 | astronomy_193 | chunk 2 | prompt_tokens=8877, candidates_tokens=215, total_tokens=9092
2025-11-20T22:16:42.228367 | astronomy_193 | chunk 3 | prompt_tokens=16210, candidates_tokens=185, total_tokens=16395
2025-11-20T22:16:57.895153 | astronomy_193 | chunk 4 | prompt_tokens=11965, candidates_tokens=160, total_tokens=12125
2025-11-20T22:17:18.108274 | astronomy_193 | chunk 5 | prompt_tokens=11965, candidates_tokens=153, total_tokens=12118
2025-11-20T22:17:33.426035 | astronomy_193 | chunk 6 | prompt_tokens=10833, candidates_tokens=302, total_tokens=11135
2025-11-20T22:17:49.640081 | astronomy_193 | chunk 7 | prompt_tokens=1702, candidates_tokens=213, total_tokens=1915
2025-11-20T22:18:03.751336 | astronomy_193 | chunk 8 | prompt_tokens=7079, candidates_tokens=208, total_tokens=7287
2025-11-20T22:18:15.945442 | astronomy_193 | chunk 9 | prompt_tokens=6022, candidates_tokens=170, total_tokens=6192
2025-11-20T22:18:30.212840 | astronomy_193 | chunk 10 | prompt_tokens=5922, candidates_tokens=159, total_tokens=6081
2025-11-20T22:18:38.578688 | astronomy_193 | chunk 11 | prompt_tokens=7462, candidates_tokens=195, total_tokens=7657
2025-11-20T22:18:47.048076 | astronomy_193 | chunk 12 | prompt_tokens=10550, candidates_tokens=140, total_tokens=10690
2025-11-20T22:18:59.737113 | astronomy_193 | chunk 13 | prompt_tokens=15103, candidates_tokens=242, total_tokens=15345
2025-11-20T22:19:10.408956 | astronomy_193 | chunk 14 | prompt_tokens=15103, candidates_tokens=184, total_tokens=15287
2025-11-20T22:19:20.718913 | astronomy_193 | chunk 15 | prompt_tokens=6072, candidates_tokens=198, total_tokens=6270
2025-11-20T22:19:36.843611 | astronomy_379 | chunk 0 | prompt_tokens=19248, candidates_tokens=236, total_tokens=19484
2025-11-20T22:19:46.392989 | astronomy_379 | chunk 1 | prompt_tokens=7953, candidates_tokens=149, total_tokens=8102
2025-11-20T22:20:01.549740 | astronomy_379 | chunk 2 | prompt_tokens=14770, candidates_tokens=176, total_tokens=14946
2025-11-20T22:20:27.850516 | astronomy_379 | chunk 3 | prompt_tokens=13871, candidates_tokens=230, total_tokens=14101
2025-11-20T22:20:44.103296 | astronomy_379 | chunk 4 | prompt_tokens=10808, candidates_tokens=189, total_tokens=10997
2025-11-20T22:21:05.068986 | astronomy_379 | chunk 5 | prompt_tokens=14770, candidates_tokens=148, total_tokens=14918
2025-11-20T22:21:23.703253 | astronomy_379 | chunk 6 | prompt_tokens=7645, candidates_tokens=192, total_tokens=7837
2025-11-20T22:21:32.948305 | astronomy_379 | chunk 7 | prompt_tokens=3966, candidates_tokens=165, total_tokens=4131
2025-11-20T22:21:47.328835 | astronomy_379 | chunk 8 | prompt_tokens=7437, candidates_tokens=229, total_tokens=7666
2025-11-20T22:21:57.614693 | astronomy_379 | chunk 9 | prompt_tokens=8469, candidates_tokens=169, total_tokens=8638
2025-11-20T22:22:07.591518 | astronomy_379 | chunk 10 | prompt_tokens=2909, candidates_tokens=113, total_tokens=3022
2025-11-20T22:22:20.570821 | astronomy_379 | chunk 11 | prompt_tokens=13405, candidates_tokens=178, total_tokens=13583
2025-11-20T22:22:36.746731 | astronomy_379 | chunk 12 | prompt_tokens=13896, candidates_tokens=231, total_tokens=14127
2025-11-20T22:22:44.688046 | astronomy_435 | chunk 0 | prompt_tokens=6488, candidates_tokens=116, total_tokens=6604
2025-11-20T22:22:58.282436 | astronomy_435 | chunk 1 | prompt_tokens=7928, candidates_tokens=150, total_tokens=8078
2025-11-20T22:23:09.592694 | astronomy_435 | chunk 2 | prompt_tokens=8236, candidates_tokens=175, total_tokens=8411
2025-11-20T22:23:17.051911 | astronomy_435 | chunk 3 | prompt_tokens=2859, candidates_tokens=114, total_tokens=2973
2025-11-20T22:23:27.049914 | astronomy_435 | chunk 4 | prompt_tokens=7154, candidates_tokens=156, total_tokens=7310
2025-11-20T22:23:44.433721 | astronomy_435 | chunk 5 | prompt_tokens=6305, candidates_tokens=146, total_tokens=6451
2025-11-20T22:23:55.247501 | astronomy_435 | chunk 6 | prompt_tokens=9060, candidates_tokens=86, total_tokens=9146
2025-11-20T22:24:04.083638 | astronomy_435 | chunk 7 | prompt_tokens=5639, candidates_tokens=56, total_tokens=5695
2025-11-20T22:24:19.667546 | astronomy_435 | chunk 8 | prompt_tokens=8852, candidates_tokens=159, total_tokens=9011
2025-11-20T22:24:34.579974 | astronomy_435 | chunk 9 | prompt_tokens=11965, candidates_tokens=203, total_tokens=12168
2025-11-20T22:24:56.094026 | astronomy_435 | chunk 10 | prompt_tokens=8286, candidates_tokens=143, total_tokens=8429
2025-11-20T22:25:14.699957 | astronomy_435 | chunk 11 | prompt_tokens=15877, candidates_tokens=179, total_tokens=16056
2025-11-20T22:25:26.242256 | astronomy_435 | chunk 12 | prompt_tokens=7387, candidates_tokens=164, total_tokens=7551
2025-11-20T22:25:46.625180 | astronomy_435 | chunk 13 | prompt_tokens=21046, candidates_tokens=164, total_tokens=21210
2025-11-20T22:26:03.263997 | astronomy_435 | chunk 14 | prompt_tokens=20197, candidates_tokens=180, total_tokens=20377
2025-11-20T22:26:25.457718 | astronomy_435 | chunk 15 | prompt_tokens=21537, candidates_tokens=270, total_tokens=21807
2025-11-20T22:27:01.673288 | astronomy_96 | chunk 0 | prompt_tokens=18915, candidates_tokens=203, total_tokens=19118
2025-11-20T22:27:13.110077 | astronomy_96 | chunk 1 | prompt_tokens=3991, candidates_tokens=179, total_tokens=4170
2025-11-20T22:27:28.545793 | astronomy_96 | chunk 2 | prompt_tokens=3658, candidates_tokens=125, total_tokens=3783
2025-11-20T22:27:52.987291 | astronomy_96 | chunk 3 | prompt_tokens=13613, candidates_tokens=334, total_tokens=13947
2025-11-20T22:28:01.236796 | astronomy_96 | chunk 4 | prompt_tokens=5223, candidates_tokens=172, total_tokens=5395
2025-11-20T22:28:25.383108 | astronomy_96 | chunk 5 | prompt_tokens=16801, candidates_tokens=174, total_tokens=16975
2025-11-20T22:28:35.575468 | astronomy_96 | chunk 6 | prompt_tokens=9035, candidates_tokens=190, total_tokens=9225
2025-11-20T22:28:51.225144 | astronomy_96 | chunk 7 | prompt_tokens=15927, candidates_tokens=213, total_tokens=16140
2025-11-20T22:29:07.350248 | astronomy_96 | chunk 8 | prompt_tokens=32649, candidates_tokens=222, total_tokens=32871
2025-11-20T22:29:31.414990 | astronomy_96 | chunk 9 | prompt_tokens=36303, candidates_tokens=136, total_tokens=36439
2025-11-20T22:29:40.799796 | astronomy_96 | chunk 10 | prompt_tokens=10167, candidates_tokens=130, total_tokens=10297
2025-11-20T22:29:47.257123 | astronomy_301 | chunk 0 | prompt_tokens=5073, candidates_tokens=100, total_tokens=5173
2025-11-20T22:29:56.562356 | astronomy_301 | chunk 1 | prompt_tokens=13355, candidates_tokens=175, total_tokens=13530
2025-11-20T22:30:04.112887 | astronomy_301 | chunk 2 | prompt_tokens=9135, candidates_tokens=155, total_tokens=9290
2025-11-20T22:30:17.099437 | astronomy_301 | chunk 3 | prompt_tokens=14720, candidates_tokens=222, total_tokens=14942
2025-11-20T22:30:35.878425 | astronomy_301 | chunk 4 | prompt_tokens=9160, candidates_tokens=129, total_tokens=9289
2025-11-20T22:30:48.393169 | astronomy_301 | chunk 5 | prompt_tokens=6488, candidates_tokens=111, total_tokens=6599
2025-11-20T22:31:11.860436 | astronomy_301 | chunk 6 | prompt_tokens=21046, candidates_tokens=214, total_tokens=21260
2025-11-20T22:31:19.652976 | astronomy_301 | chunk 7 | prompt_tokens=3991, candidates_tokens=138, total_tokens=4129
2025-11-20T22:31:33.596666 | astronomy_301 | chunk 8 | prompt_tokens=16751, candidates_tokens=201, total_tokens=16952
2025-11-20T22:31:41.296124 | astronomy_301 | chunk 9 | prompt_tokens=3375, candidates_tokens=176, total_tokens=3551
2025-11-20T22:31:53.046928 | astronomy_301 | chunk 10 | prompt_tokens=11141, candidates_tokens=116, total_tokens=11257
2025-11-20T22:32:14.764543 | astronomy_301 | chunk 11 | prompt_tokens=20147, candidates_tokens=194, total_tokens=20341
2025-11-20T22:32:25.918449 | astronomy_301 | chunk 12 | prompt_tokens=12764, candidates_tokens=238, total_tokens=13002
2025-11-20T22:32:31.604077 | astronomy_301 | chunk 13 | prompt_tokens=1752, candidates_tokens=114, total_tokens=1866
2025-11-20T22:32:45.739284 | astronomy_301 | chunk 14 | prompt_tokens=19814, candidates_tokens=261, total_tokens=20075
2025-11-20T22:33:02.994151 | astronomy_58 | chunk 0 | prompt_tokens=11682, candidates_tokens=351, total_tokens=12033
2025-11-20T22:33:13.374133 | astronomy_58 | chunk 1 | prompt_tokens=6255, candidates_tokens=222, total_tokens=6477
2025-11-20T22:33:25.582381 | astronomy_58 | chunk 2 | prompt_tokens=6821, candidates_tokens=210, total_tokens=7031
2025-11-20T22:33:38.237949 | astronomy_58 | chunk 3 | prompt_tokens=5456, candidates_tokens=215, total_tokens=5671
2025-11-20T22:33:48.994460 | astronomy_58 | chunk 4 | prompt_tokens=4632, candidates_tokens=183, total_tokens=4815
2025-11-20T22:34:25.163257 | astronomy_58 | chunk 5 | prompt_tokens=28920, candidates_tokens=222, total_tokens=29142
2025-11-20T22:34:33.465757 | astronomy_58 | chunk 6 | prompt_tokens=3525, candidates_tokens=125, total_tokens=3650
2025-11-20T22:34:43.849387 | astronomy_58 | chunk 7 | prompt_tokens=9135, candidates_tokens=243, total_tokens=9378
2025-11-20T22:35:00.677945 | astronomy_58 | chunk 8 | prompt_tokens=8469, candidates_tokens=251, total_tokens=8720
2025-11-20T22:35:13.016332 | astronomy_58 | chunk 9 | prompt_tokens=5997, candidates_tokens=215, total_tokens=6212
2025-11-20T22:35:19.036584 | astronomy_58 | chunk 10 | prompt_tokens=1419, candidates_tokens=132, total_tokens=1551
2025-11-20T22:35:31.280225 | astronomy_58 | chunk 11 | prompt_tokens=10267, candidates_tokens=168, total_tokens=10435
2025-11-20T22:35:48.977189 | astronomy_58 | chunk 12 | prompt_tokens=7129, candidates_tokens=160, total_tokens=7289
2025-11-20T22:36:03.314243 | astronomy_58 | chunk 13 | prompt_tokens=6613, candidates_tokens=199, total_tokens=6812
2025-11-20T22:36:38.155603 | astronomy_58 | chunk 14 | prompt_tokens=21279, candidates_tokens=176, total_tokens=21455
2025-11-20T22:37:04.199047 | astronomy_58 | chunk 15 | prompt_tokens=23876, candidates_tokens=305, total_tokens=24181
2025-11-20T22:37:10.783599 | astronomy_186 | chunk 0 | prompt_tokens=3658, candidates_tokens=171, total_tokens=3829
2025-11-20T22:37:22.669693 | astronomy_186 | chunk 1 | prompt_tokens=8261, candidates_tokens=214, total_tokens=8475
2025-11-20T22:37:32.203414 | astronomy_186 | chunk 2 | prompt_tokens=7462, candidates_tokens=197, total_tokens=7659
2025-11-20T22:37:41.709927 | astronomy_186 | chunk 3 | prompt_tokens=2293, candidates_tokens=148, total_tokens=2441
2025-11-20T22:37:53.069144 | astronomy_186 | chunk 4 | prompt_tokens=11091, candidates_tokens=206, total_tokens=11297
2025-11-20T22:38:03.583864 | astronomy_186 | chunk 5 | prompt_tokens=7412, candidates_tokens=269, total_tokens=7681
2025-11-20T22:38:20.504423 | astronomy_186 | chunk 6 | prompt_tokens=14820, candidates_tokens=193, total_tokens=15013
2025-11-20T22:38:56.911586 | astronomy_186 | chunk 7 | prompt_tokens=18965, candidates_tokens=259, total_tokens=19224
2025-11-20T22:39:07.515111 | astronomy_186 | chunk 8 | prompt_tokens=4790, candidates_tokens=189, total_tokens=4979
2025-11-20T22:39:18.804343 | astronomy_186 | chunk 9 | prompt_tokens=5689, candidates_tokens=282, total_tokens=5971
2025-11-20T22:39:26.357875 | astronomy_186 | chunk 10 | prompt_tokens=4066, candidates_tokens=257, total_tokens=4323
2025-11-20T22:39:37.103399 | astronomy_186 | chunk 11 | prompt_tokens=15644, candidates_tokens=269, total_tokens=15913
2025-11-20T22:39:46.193898 | astronomy_186 | chunk 12 | prompt_tokens=8003, candidates_tokens=255, total_tokens=8258
2025-11-20T22:40:01.396737 | astronomy_186 | chunk 13 | prompt_tokens=10217, candidates_tokens=271, total_tokens=10488
2025-11-20T22:40:14.710139 | astronomy_186 | chunk 14 | prompt_tokens=6771, candidates_tokens=239, total_tokens=7010
2025-11-20T22:40:25.592878 | astronomy_186 | chunk 15 | prompt_tokens=2343, candidates_tokens=381, total_tokens=2724
2025-11-20T22:40:49.639857 | astronomy_186 | chunk 16 | prompt_tokens=13355, candidates_tokens=331, total_tokens=13686
2025-11-20T22:41:06.894073 | astronomy_263 | chunk 0 | prompt_tokens=14978, candidates_tokens=249, total_tokens=15227
2025-11-20T22:41:27.460747 | astronomy_263 | chunk 1 | prompt_tokens=5198, candidates_tokens=160, total_tokens=5358
2025-11-20T22:41:47.177508 | astronomy_263 | chunk 2 | prompt_tokens=9934, candidates_tokens=189, total_tokens=10123
2025-11-20T22:41:55.032166 | astronomy_263 | chunk 3 | prompt_tokens=1752, candidates_tokens=142, total_tokens=1894
2025-11-20T22:42:10.672948 | astronomy_263 | chunk 4 | prompt_tokens=4532, candidates_tokens=185, total_tokens=4717
2025-11-20T22:42:19.822808 | astronomy_263 | chunk 5 | prompt_tokens=1960, candidates_tokens=206, total_tokens=2166
2025-11-20T22:42:33.699687 | astronomy_263 | chunk 6 | prompt_tokens=7670, candidates_tokens=211, total_tokens=7881
2025-11-20T22:42:58.979573 | astronomy_263 | chunk 7 | prompt_tokens=21795, candidates_tokens=211, total_tokens=22006
2025-11-20T22:43:15.271924 | astronomy_263 | chunk 8 | prompt_tokens=13047, candidates_tokens=240, total_tokens=13287
2025-11-20T22:43:30.397703 | astronomy_263 | chunk 9 | prompt_tokens=13638, candidates_tokens=262, total_tokens=13900
2025-11-20T22:43:58.796796 | astronomy_263 | chunk 10 | prompt_tokens=26323, candidates_tokens=308, total_tokens=26631
2025-11-20T22:44:10.826934 | astronomy_263 | chunk 11 | prompt_tokens=6255, candidates_tokens=198, total_tokens=6453
2025-11-20T22:44:17.369445 | astronomy_263 | chunk 12 | prompt_tokens=1677, candidates_tokens=148, total_tokens=1825
2025-11-21T01:42:53.610859 | astronomy_440 | chunk 1 | prompt_tokens=2626, candidates_tokens=194, total_tokens=2820
2025-11-21T01:43:01.310990 | astronomy_440 | chunk 2 | prompt_tokens=3217, candidates_tokens=154, total_tokens=3371
2025-11-21T01:43:20.929330 | astronomy_440 | chunk 3 | prompt_tokens=37951, candidates_tokens=209, total_tokens=38160
2025-11-21T01:43:28.958398 | astronomy_440 | chunk 4 | prompt_tokens=6563, candidates_tokens=153, total_tokens=6716
2025-11-21T01:43:37.302780 | astronomy_440 | chunk 5 | prompt_tokens=4865, candidates_tokens=144, total_tokens=5009
2025-11-21T01:43:46.316894 | astronomy_440 | chunk 6 | prompt_tokens=11066, candidates_tokens=120, total_tokens=11186
2025-11-21T01:43:58.990669 | astronomy_440 | chunk 7 | prompt_tokens=16210, candidates_tokens=178, total_tokens=16388
2025-11-21T01:44:08.880636 | astronomy_440 | chunk 8 | prompt_tokens=9368, candidates_tokens=173, total_tokens=9541
2025-11-21T01:44:16.817491 | astronomy_440 | chunk 9 | prompt_tokens=9393, candidates_tokens=173, total_tokens=9566
2025-11-21T01:44:26.586665 | astronomy_440 | chunk 10 | prompt_tokens=7978, candidates_tokens=182, total_tokens=8160
2025-11-21T01:44:35.304052 | astronomy_440 | chunk 11 | prompt_tokens=6846, candidates_tokens=168, total_tokens=7014
2025-11-21T01:44:54.968176 | astronomy_440 | chunk 12 | prompt_tokens=39391, candidates_tokens=201, total_tokens=39592
