2025-11-21T17:47:21.753677 | hiking_227 | chunk 0 | prompt_tokens=16726, candidates_tokens=129, total_tokens=17090
2025-11-21T19:31:55.181739 | hiking_50 | chunk 2 | prompt_tokens=19298, candidates_tokens=198, total_tokens=20197
2025-11-21T19:32:55.396996 | hiking_50 | chunk 3 | prompt_tokens=17908, candidates_tokens=218, total_tokens=18731
2025-11-21T19:34:16.517362 | hiking_50 | chunk 4 | prompt_tokens=27255, candidates_tokens=347, total_tokens=28533
2025-11-21T19:34:52.637266 | hiking_50 | chunk 5 | prompt_tokens=9160, candidates_tokens=134, total_tokens=9525
2025-11-21T19:36:12.218379 | hiking_50 | chunk 6 | prompt_tokens=17292, candidates_tokens=100, total_tokens=18207
2025-11-21T19:37:04.414080 | hiking_50 | chunk 7 | prompt_tokens=10500, candidates_tokens=120, total_tokens=11265
2025-11-21T19:37:27.809054 | hiking_50 | chunk 8 | prompt_tokens=4790, candidates_tokens=146, total_tokens=5265
2025-11-21T19:38:06.829487 | hiking_50 | chunk 9 | prompt_tokens=9265, candidates_tokens=147, total_tokens=9846
2025-11-21T19:38:33.936916 | hiking_50 | chunk 10 | prompt_tokens=4890, candidates_tokens=107, total_tokens=5539
2025-11-21T19:38:59.971404 | hiking_50 | chunk 11 | prompt_tokens=5073, candidates_tokens=91, total_tokens=5419
2025-11-21T19:39:31.674842 | hiking_50 | chunk 12 | prompt_tokens=5947, candidates_tokens=70, total_tokens=6162
2025-11-21T19:39:57.851428 | hiking_50 | chunk 13 | prompt_tokens=4607, candidates_tokens=97, total_tokens=5032
