2025-11-21T00:48:20.307646 | ted_talks_433 | chunk 0 | prompt_tokens=2107, candidates_tokens=147, total_tokens=2254
2025-11-21T01:18:32.046626 | ted_talks_236 | chunk 9 | prompt_tokens=957, candidates_tokens=85, total_tokens=1042
2025-11-21T01:18:36.493239 | ted_talks_22 | chunk 0 | prompt_tokens=607, candidates_tokens=75, total_tokens=682
2025-11-21T01:18:41.226075 | ted_talks_22 | chunk 1 | prompt_tokens=932, candidates_tokens=88, total_tokens=1020
2025-11-21T01:18:49.008877 | ted_talks_22 | chunk 2 | prompt_tokens=1182, candidates_tokens=102, total_tokens=1284
2025-11-21T01:18:52.649442 | ted_talks_22 | chunk 3 | prompt_tokens=432, candidates_tokens=82, total_tokens=514
2025-11-21T01:18:56.443177 | ted_talks_22 | chunk 4 | prompt_tokens=532, candidates_tokens=75, total_tokens=607
2025-11-21T01:19:02.586556 | ted_talks_22 | chunk 5 | prompt_tokens=632, candidates_tokens=94, total_tokens=726
2025-11-21T01:19:08.270833 | ted_talks_22 | chunk 6 | prompt_tokens=1432, candidates_tokens=96, total_tokens=1528
2025-11-21T01:19:13.327975 | ted_talks_22 | chunk 7 | prompt_tokens=882, candidates_tokens=124, total_tokens=1006
2025-11-21T01:19:21.075949 | ted_talks_22 | chunk 8 | prompt_tokens=1182, candidates_tokens=149, total_tokens=1331
2025-11-21T01:19:26.118258 | ted_talks_22 | chunk 9 | prompt_tokens=657, candidates_tokens=66, total_tokens=723
2025-11-21T01:19:34.092333 | ted_talks_22 | chunk 10 | prompt_tokens=857, candidates_tokens=107, total_tokens=964
2025-11-21T01:19:38.738032 | ted_talks_22 | chunk 11 | prompt_tokens=607, candidates_tokens=76, total_tokens=683
2025-11-21T01:19:44.388045 | ted_talks_22 | chunk 12 | prompt_tokens=857, candidates_tokens=105, total_tokens=962
2025-11-21T01:19:54.719679 | ted_talks_22 | chunk 13 | prompt_tokens=1882, candidates_tokens=175, total_tokens=2057
2025-11-21T01:20:01.040189 | ted_talks_251 | chunk 0 | prompt_tokens=1057, candidates_tokens=67, total_tokens=1124
2025-11-21T01:20:07.877409 | ted_talks_251 | chunk 1 | prompt_tokens=1307, candidates_tokens=142, total_tokens=1449
2025-11-21T01:20:17.336925 | ted_talks_251 | chunk 2 | prompt_tokens=1932, candidates_tokens=165, total_tokens=2097
2025-11-21T01:20:22.786931 | ted_talks_251 | chunk 3 | prompt_tokens=932, candidates_tokens=107, total_tokens=1039
2025-11-21T01:20:27.082314 | ted_talks_251 | chunk 4 | prompt_tokens=732, candidates_tokens=78, total_tokens=810
2025-11-21T01:20:32.142283 | ted_talks_251 | chunk 5 | prompt_tokens=882, candidates_tokens=99, total_tokens=981
2025-11-21T01:20:37.468267 | ted_talks_251 | chunk 6 | prompt_tokens=482, candidates_tokens=104, total_tokens=586
2025-11-21T01:20:42.958313 | ted_talks_251 | chunk 7 | prompt_tokens=807, candidates_tokens=77, total_tokens=884
2025-11-21T01:20:48.882083 | ted_talks_251 | chunk 8 | prompt_tokens=907, candidates_tokens=57, total_tokens=964
2025-11-21T01:20:59.366899 | ted_talks_251 | chunk 9 | prompt_tokens=1857, candidates_tokens=184, total_tokens=2041
2025-11-21T01:21:03.630997 | ted_talks_251 | chunk 10 | prompt_tokens=757, candidates_tokens=94, total_tokens=851
2025-11-21T01:21:08.449502 | ted_talks_251 | chunk 11 | prompt_tokens=782, candidates_tokens=75, total_tokens=857
2025-11-21T01:21:13.973939 | ted_talks_251 | chunk 12 | prompt_tokens=832, candidates_tokens=95, total_tokens=927
2025-11-21T01:21:17.802905 | ted_talks_251 | chunk 13 | prompt_tokens=632, candidates_tokens=55, total_tokens=687
2025-11-21T01:21:22.230855 | ted_talks_251 | chunk 14 | prompt_tokens=632, candidates_tokens=81, total_tokens=713
2025-11-21T01:21:28.847950 | ted_talks_1 | chunk 0 | prompt_tokens=1282, candidates_tokens=70, total_tokens=1352
2025-11-21T01:21:42.306012 | ted_talks_1 | chunk 1 | prompt_tokens=1432, candidates_tokens=145, total_tokens=1577
2025-11-21T01:21:45.910749 | ted_talks_1 | chunk 2 | prompt_tokens=532, candidates_tokens=56, total_tokens=588
2025-11-21T01:21:50.922974 | ted_talks_1 | chunk 3 | prompt_tokens=932, candidates_tokens=78, total_tokens=1010
2025-11-21T01:21:55.670056 | ted_talks_1 | chunk 4 | prompt_tokens=1032, candidates_tokens=69, total_tokens=1101
2025-11-21T01:22:02.325804 | ted_talks_1 | chunk 5 | prompt_tokens=1007, candidates_tokens=105, total_tokens=1112
2025-11-21T01:22:08.847906 | ted_talks_1 | chunk 6 | prompt_tokens=882, candidates_tokens=71, total_tokens=953
2025-11-21T01:22:16.053043 | ted_talks_1 | chunk 7 | prompt_tokens=982, candidates_tokens=57, total_tokens=1039
2025-11-21T01:22:19.491581 | ted_talks_1 | chunk 8 | prompt_tokens=482, candidates_tokens=61, total_tokens=543
2025-11-21T01:22:25.699481 | ted_talks_1 | chunk 9 | prompt_tokens=682, candidates_tokens=48, total_tokens=730
2025-11-21T01:22:34.137450 | ted_talks_1 | chunk 10 | prompt_tokens=1507, candidates_tokens=93, total_tokens=1600
2025-11-21T01:22:44.544594 | ted_talks_1 | chunk 11 | prompt_tokens=1757, candidates_tokens=74, total_tokens=1831
2025-11-21T01:22:49.326410 | ted_talks_1 | chunk 12 | prompt_tokens=982, candidates_tokens=67, total_tokens=1049
2025-11-21T01:22:58.812590 | ted_talks_1 | chunk 13 | prompt_tokens=1032, candidates_tokens=93, total_tokens=1125
2025-11-21T01:23:05.629475 | ted_talks_1 | chunk 14 | prompt_tokens=757, candidates_tokens=106, total_tokens=863
2025-11-21T01:23:14.298226 | ted_talks_1 | chunk 15 | prompt_tokens=1907, candidates_tokens=82, total_tokens=1989
2025-11-21T01:23:22.152457 | ted_talks_1 | chunk 16 | prompt_tokens=1282, candidates_tokens=79, total_tokens=1361
2025-11-21T01:23:28.173471 | ted_talks_81 | chunk 0 | prompt_tokens=482, candidates_tokens=66, total_tokens=548
2025-11-21T01:23:38.698243 | ted_talks_81 | chunk 1 | prompt_tokens=1157, candidates_tokens=60, total_tokens=1217
2025-11-21T01:23:44.797967 | ted_talks_81 | chunk 2 | prompt_tokens=1182, candidates_tokens=78, total_tokens=1260
2025-11-21T01:23:50.360828 | ted_talks_81 | chunk 3 | prompt_tokens=907, candidates_tokens=63, total_tokens=970
2025-11-21T01:23:59.960614 | ted_talks_81 | chunk 4 | prompt_tokens=2207, candidates_tokens=73, total_tokens=2280
2025-11-21T01:24:09.243919 | ted_talks_81 | chunk 5 | prompt_tokens=1657, candidates_tokens=60, total_tokens=1717
2025-11-21T01:24:24.088930 | ted_talks_81 | chunk 6 | prompt_tokens=2107, candidates_tokens=120, total_tokens=2227
2025-11-21T01:24:29.884697 | ted_talks_81 | chunk 7 | prompt_tokens=657, candidates_tokens=67, total_tokens=724
2025-11-21T01:24:37.160042 | ted_talks_81 | chunk 8 | prompt_tokens=1757, candidates_tokens=99, total_tokens=1856
2025-11-21T01:24:46.796773 | ted_talks_81 | chunk 9 | prompt_tokens=1307, candidates_tokens=87, total_tokens=1394
2025-11-21T01:24:53.031507 | ted_talks_81 | chunk 10 | prompt_tokens=1007, candidates_tokens=132, total_tokens=1139
2025-11-21T01:24:57.747162 | ted_talks_241 | chunk 0 | prompt_tokens=907, candidates_tokens=65, total_tokens=972
2025-11-21T01:25:06.751082 | ted_talks_241 | chunk 1 | prompt_tokens=807, candidates_tokens=75, total_tokens=882
2025-11-21T01:25:11.639875 | ted_talks_241 | chunk 2 | prompt_tokens=857, candidates_tokens=87, total_tokens=944
2025-11-21T01:25:18.386311 | ted_talks_241 | chunk 3 | prompt_tokens=507, candidates_tokens=72, total_tokens=579
2025-11-21T01:25:25.287506 | ted_talks_241 | chunk 4 | prompt_tokens=657, candidates_tokens=81, total_tokens=738
2025-11-21T01:25:29.674469 | ted_talks_241 | chunk 5 | prompt_tokens=607, candidates_tokens=91, total_tokens=698
2025-11-21T01:25:38.727580 | ted_talks_241 | chunk 6 | prompt_tokens=1357, candidates_tokens=106, total_tokens=1463
2025-11-21T01:25:45.002992 | ted_talks_241 | chunk 7 | prompt_tokens=907, candidates_tokens=89, total_tokens=996
2025-11-21T01:25:52.163464 | ted_talks_241 | chunk 8 | prompt_tokens=1157, candidates_tokens=81, total_tokens=1238
2025-11-21T01:26:01.148492 | ted_talks_241 | chunk 9 | prompt_tokens=1632, candidates_tokens=103, total_tokens=1735
2025-11-21T01:26:07.108720 | ted_talks_241 | chunk 10 | prompt_tokens=757, candidates_tokens=62, total_tokens=819
2025-11-21T01:26:13.407889 | ted_talks_241 | chunk 11 | prompt_tokens=832, candidates_tokens=138, total_tokens=970
2025-11-21T01:26:19.724663 | ted_talks_241 | chunk 12 | prompt_tokens=657, candidates_tokens=74, total_tokens=731
2025-11-21T01:26:24.767880 | ted_talks_241 | chunk 13 | prompt_tokens=882, candidates_tokens=54, total_tokens=936
2025-11-21T01:26:29.770996 | ted_talks_241 | chunk 14 | prompt_tokens=607, candidates_tokens=68, total_tokens=675
2025-11-21T01:26:33.688564 | ted_talks_241 | chunk 15 | prompt_tokens=807, candidates_tokens=78, total_tokens=885
2025-11-21T01:26:41.195076 | ted_talks_241 | chunk 16 | prompt_tokens=1357, candidates_tokens=104, total_tokens=1461
2025-11-21T01:26:46.098763 | ted_talks_241 | chunk 17 | prompt_tokens=782, candidates_tokens=51, total_tokens=833
