2025-11-20T18:05:57.699338 | expert_interviews_9 | chunk 0 | prompt_tokens=1107, candidates_tokens=97, total_tokens=1204
2025-11-20T18:28:59.382154 | expert_interviews_179 | chunk 14 | prompt_tokens=1082, candidates_tokens=108, total_tokens=1190
2025-11-20T18:29:03.933045 | expert_interviews_179 | chunk 15 | prompt_tokens=557, candidates_tokens=70, total_tokens=627
2025-11-20T18:29:11.096861 | expert_interviews_227 | chunk 0 | prompt_tokens=1307, candidates_tokens=152, total_tokens=1459
2025-11-20T18:29:15.639741 | expert_interviews_227 | chunk 1 | prompt_tokens=832, candidates_tokens=151, total_tokens=983
2025-11-20T18:29:22.120430 | expert_interviews_227 | chunk 2 | prompt_tokens=857, candidates_tokens=113, total_tokens=970
2025-11-20T18:29:27.670776 | expert_interviews_227 | chunk 3 | prompt_tokens=657, candidates_tokens=128, total_tokens=785
2025-11-20T18:29:31.723516 | expert_interviews_227 | chunk 4 | prompt_tokens=1382, candidates_tokens=94, total_tokens=1476
2025-11-20T18:29:36.474740 | expert_interviews_227 | chunk 5 | prompt_tokens=332, candidates_tokens=63, total_tokens=395
2025-11-20T18:29:45.959372 | expert_interviews_227 | chunk 6 | prompt_tokens=2282, candidates_tokens=251, total_tokens=2533
2025-11-20T18:29:50.954867 | expert_interviews_227 | chunk 7 | prompt_tokens=1107, candidates_tokens=145, total_tokens=1252
2025-11-20T18:29:58.939651 | expert_interviews_227 | chunk 8 | prompt_tokens=1557, candidates_tokens=173, total_tokens=1730
2025-11-20T18:30:05.001835 | expert_interviews_227 | chunk 9 | prompt_tokens=732, candidates_tokens=150, total_tokens=882
2025-11-20T18:30:09.672457 | expert_interviews_227 | chunk 10 | prompt_tokens=1182, candidates_tokens=101, total_tokens=1283
2025-11-20T18:30:15.657498 | expert_interviews_227 | chunk 11 | prompt_tokens=807, candidates_tokens=152, total_tokens=959
2025-11-20T18:30:20.307946 | expert_interviews_162 | chunk 0 | prompt_tokens=1482, candidates_tokens=109, total_tokens=1591
2025-11-20T18:30:25.486165 | expert_interviews_162 | chunk 1 | prompt_tokens=857, candidates_tokens=70, total_tokens=927
2025-11-20T18:30:32.385866 | expert_interviews_162 | chunk 2 | prompt_tokens=1507, candidates_tokens=82, total_tokens=1589
2025-11-20T18:30:37.687356 | expert_interviews_162 | chunk 3 | prompt_tokens=582, candidates_tokens=70, total_tokens=652
2025-11-20T18:30:42.776124 | expert_interviews_162 | chunk 4 | prompt_tokens=557, candidates_tokens=72, total_tokens=629
2025-11-20T18:30:48.984337 | expert_interviews_162 | chunk 5 | prompt_tokens=707, candidates_tokens=101, total_tokens=808
2025-11-20T18:30:53.620773 | expert_interviews_162 | chunk 6 | prompt_tokens=1207, candidates_tokens=73, total_tokens=1280
2025-11-20T18:31:01.846503 | expert_interviews_162 | chunk 7 | prompt_tokens=1507, candidates_tokens=159, total_tokens=1666
2025-11-20T18:31:07.222928 | expert_interviews_162 | chunk 8 | prompt_tokens=1707, candidates_tokens=124, total_tokens=1831
2025-11-20T18:31:15.717055 | expert_interviews_162 | chunk 9 | prompt_tokens=1832, candidates_tokens=167, total_tokens=1999
2025-11-20T18:31:19.824145 | expert_interviews_162 | chunk 10 | prompt_tokens=607, candidates_tokens=46, total_tokens=653
2025-11-20T18:31:25.662383 | expert_interviews_162 | chunk 11 | prompt_tokens=782, candidates_tokens=88, total_tokens=870
2025-11-20T18:31:31.470619 | expert_interviews_162 | chunk 12 | prompt_tokens=732, candidates_tokens=96, total_tokens=828
2025-11-20T18:31:37.906505 | expert_interviews_162 | chunk 13 | prompt_tokens=982, candidates_tokens=88, total_tokens=1070
2025-11-20T18:31:41.828770 | expert_interviews_136 | chunk 0 | prompt_tokens=1157, candidates_tokens=65, total_tokens=1222
2025-11-20T18:31:47.219281 | expert_interviews_136 | chunk 1 | prompt_tokens=732, candidates_tokens=69, total_tokens=801
2025-11-20T18:31:55.390723 | expert_interviews_136 | chunk 2 | prompt_tokens=1907, candidates_tokens=118, total_tokens=2025
2025-11-20T18:32:00.559692 | expert_interviews_136 | chunk 3 | prompt_tokens=2107, candidates_tokens=116, total_tokens=2223
2025-11-20T18:32:05.040204 | expert_interviews_136 | chunk 4 | prompt_tokens=1007, candidates_tokens=60, total_tokens=1067
2025-11-20T18:32:10.975459 | expert_interviews_136 | chunk 5 | prompt_tokens=757, candidates_tokens=76, total_tokens=833
2025-11-20T18:32:14.934359 | expert_interviews_136 | chunk 6 | prompt_tokens=582, candidates_tokens=87, total_tokens=669
2025-11-20T18:32:19.225894 | expert_interviews_136 | chunk 7 | prompt_tokens=932, candidates_tokens=93, total_tokens=1025
2025-11-20T18:32:26.458971 | expert_interviews_136 | chunk 8 | prompt_tokens=1307, candidates_tokens=112, total_tokens=1419
2025-11-20T18:32:31.426626 | expert_interviews_136 | chunk 9 | prompt_tokens=1282, candidates_tokens=86, total_tokens=1368
2025-11-20T18:32:35.152585 | expert_interviews_136 | chunk 10 | prompt_tokens=557, candidates_tokens=55, total_tokens=612
2025-11-20T18:32:39.645129 | expert_interviews_136 | chunk 11 | prompt_tokens=1057, candidates_tokens=58, total_tokens=1115
2025-11-20T18:32:47.811560 | expert_interviews_136 | chunk 12 | prompt_tokens=2082, candidates_tokens=406, total_tokens=2488
2025-11-20T18:32:56.548554 | expert_interviews_136 | chunk 13 | prompt_tokens=1582, candidates_tokens=92, total_tokens=1674
2025-11-20T18:33:01.532436 | expert_interviews_136 | chunk 14 | prompt_tokens=407, candidates_tokens=51, total_tokens=458
2025-11-20T18:33:05.635119 | expert_interviews_136 | chunk 15 | prompt_tokens=807, candidates_tokens=102, total_tokens=909
2025-11-20T18:33:10.568727 | expert_interviews_399 | chunk 0 | prompt_tokens=1632, candidates_tokens=115, total_tokens=1747
2025-11-20T18:33:16.932769 | expert_interviews_399 | chunk 1 | prompt_tokens=957, candidates_tokens=96, total_tokens=1053
2025-11-20T18:33:21.037144 | expert_interviews_399 | chunk 2 | prompt_tokens=1057, candidates_tokens=92, total_tokens=1149
2025-11-20T18:33:26.067677 | expert_interviews_399 | chunk 3 | prompt_tokens=1357, candidates_tokens=86, total_tokens=1443
2025-11-20T18:33:31.605600 | expert_interviews_399 | chunk 4 | prompt_tokens=732, candidates_tokens=57, total_tokens=789
2025-11-20T18:33:37.118038 | expert_interviews_399 | chunk 5 | prompt_tokens=782, candidates_tokens=76, total_tokens=858
2025-11-20T18:33:43.869357 | expert_interviews_399 | chunk 6 | prompt_tokens=907, candidates_tokens=113, total_tokens=1020
2025-11-20T18:33:49.710865 | expert_interviews_399 | chunk 7 | prompt_tokens=932, candidates_tokens=112, total_tokens=1044
2025-11-20T18:33:58.691889 | expert_interviews_399 | chunk 8 | prompt_tokens=1857, candidates_tokens=99, total_tokens=1956
2025-11-20T18:34:07.402029 | expert_interviews_399 | chunk 9 | prompt_tokens=1682, candidates_tokens=141, total_tokens=1823
2025-11-20T18:34:11.974947 | expert_interviews_399 | chunk 10 | prompt_tokens=332, candidates_tokens=35, total_tokens=367
