2025-11-21T00:47:40.095697 | political_interviews_314 | chunk 0 | prompt_tokens=1507, candidates_tokens=112, total_tokens=1619
2025-11-21T01:17:13.057547 | political_interviews_49 | chunk 10 | prompt_tokens=1207, candidates_tokens=41, total_tokens=1248
2025-11-21T01:17:18.358832 | political_interviews_49 | chunk 11 | prompt_tokens=832, candidates_tokens=69, total_tokens=901
2025-11-21T01:17:23.541695 | political_interviews_49 | chunk 12 | prompt_tokens=557, candidates_tokens=63, total_tokens=620
2025-11-21T01:17:32.108950 | political_interviews_49 | chunk 13 | prompt_tokens=707, candidates_tokens=51, total_tokens=758
2025-11-21T01:17:38.968278 | political_interviews_49 | chunk 14 | prompt_tokens=1332, candidates_tokens=78, total_tokens=1410
2025-11-21T01:17:43.678935 | political_interviews_49 | chunk 15 | prompt_tokens=457, candidates_tokens=47, total_tokens=504
2025-11-21T01:17:52.918080 | political_interviews_49 | chunk 16 | prompt_tokens=1382, candidates_tokens=63, total_tokens=1445
2025-11-21T01:18:00.744311 | political_interviews_252 | chunk 0 | prompt_tokens=2232, candidates_tokens=181, total_tokens=2413
2025-11-21T01:18:07.803299 | political_interviews_252 | chunk 1 | prompt_tokens=1207, candidates_tokens=124, total_tokens=1331
2025-11-21T01:18:12.476865 | political_interviews_252 | chunk 2 | prompt_tokens=607, candidates_tokens=72, total_tokens=679
2025-11-21T01:18:21.679296 | political_interviews_252 | chunk 3 | prompt_tokens=1132, candidates_tokens=130, total_tokens=1262
2025-11-21T01:18:32.837007 | political_interviews_252 | chunk 4 | prompt_tokens=982, candidates_tokens=101, total_tokens=1083
2025-11-21T01:18:36.753711 | political_interviews_252 | chunk 5 | prompt_tokens=857, candidates_tokens=65, total_tokens=922
2025-11-21T01:18:43.466822 | political_interviews_252 | chunk 6 | prompt_tokens=907, candidates_tokens=101, total_tokens=1008
2025-11-21T01:18:50.031322 | political_interviews_252 | chunk 7 | prompt_tokens=1232, candidates_tokens=92, total_tokens=1324
2025-11-21T01:18:56.825686 | political_interviews_252 | chunk 8 | prompt_tokens=1507, candidates_tokens=99, total_tokens=1606
2025-11-21T01:19:02.488952 | political_interviews_252 | chunk 9 | prompt_tokens=532, candidates_tokens=68, total_tokens=600
2025-11-21T01:19:07.618915 | political_interviews_252 | chunk 10 | prompt_tokens=832, candidates_tokens=117, total_tokens=949
2025-11-21T01:19:18.590909 | political_interviews_252 | chunk 11 | prompt_tokens=1432, candidates_tokens=138, total_tokens=1570
2025-11-21T01:19:36.256799 | political_interviews_252 | chunk 12 | prompt_tokens=2257, candidates_tokens=173, total_tokens=2430
2025-11-21T01:19:42.644764 | political_interviews_283 | chunk 0 | prompt_tokens=907, candidates_tokens=101, total_tokens=1008
2025-11-21T01:19:54.917088 | political_interviews_283 | chunk 1 | prompt_tokens=2282, candidates_tokens=161, total_tokens=2443
2025-11-21T01:20:03.917157 | political_interviews_283 | chunk 2 | prompt_tokens=1882, candidates_tokens=110, total_tokens=1992
2025-11-21T01:20:11.317034 | political_interviews_283 | chunk 3 | prompt_tokens=1957, candidates_tokens=98, total_tokens=2055
2025-11-21T01:20:18.194711 | political_interviews_283 | chunk 4 | prompt_tokens=1407, candidates_tokens=125, total_tokens=1532
2025-11-21T01:20:22.932490 | political_interviews_283 | chunk 5 | prompt_tokens=757, candidates_tokens=97, total_tokens=854
2025-11-21T01:20:29.144218 | political_interviews_283 | chunk 6 | prompt_tokens=1382, candidates_tokens=92, total_tokens=1474
2025-11-21T01:20:36.474181 | political_interviews_283 | chunk 7 | prompt_tokens=1132, candidates_tokens=110, total_tokens=1242
2025-11-21T01:20:40.314027 | political_interviews_283 | chunk 8 | prompt_tokens=482, candidates_tokens=45, total_tokens=527
2025-11-21T01:20:45.638520 | political_interviews_283 | chunk 9 | prompt_tokens=882, candidates_tokens=71, total_tokens=953
2025-11-21T01:20:52.637554 | political_interviews_283 | chunk 10 | prompt_tokens=1807, candidates_tokens=123, total_tokens=1930
2025-11-21T01:20:57.225703 | political_interviews_283 | chunk 11 | prompt_tokens=657, candidates_tokens=71, total_tokens=728
2025-11-21T01:21:04.529382 | political_interviews_283 | chunk 12 | prompt_tokens=982, candidates_tokens=80, total_tokens=1062
2025-11-21T01:21:11.687305 | political_interviews_283 | chunk 13 | prompt_tokens=1107, candidates_tokens=76, total_tokens=1183
