2025-11-21T17:42:50.516781 | academic_lectures_198 | chunk 0 | prompt_tokens=21637, candidates_tokens=344, total_tokens=22402
2025-11-21T18:51:16.250085 | academic_lectures_155 | chunk 3 | prompt_tokens=5073, candidates_tokens=246, total_tokens=5611
2025-11-21T18:51:28.255873 | academic_lectures_155 | chunk 4 | prompt_tokens=6538, candidates_tokens=199, total_tokens=7061
2025-11-21T18:51:39.118102 | academic_lectures_155 | chunk 5 | prompt_tokens=3733, candidates_tokens=167, total_tokens=4125
2025-11-21T18:51:54.128927 | academic_lectures_155 | chunk 6 | prompt_tokens=10242, candidates_tokens=159, total_tokens=10682
2025-11-21T18:52:17.256372 | academic_lectures_155 | chunk 7 | prompt_tokens=14537, candidates_tokens=247, total_tokens=15027
2025-11-21T18:52:46.439115 | academic_lectures_155 | chunk 8 | prompt_tokens=26298, candidates_tokens=144, total_tokens=26650
2025-11-21T18:52:59.695567 | academic_lectures_155 | chunk 9 | prompt_tokens=5098, candidates_tokens=185, total_tokens=5546
2025-11-21T18:53:28.656417 | academic_lectures_155 | chunk 10 | prompt_tokens=20713, candidates_tokens=252, total_tokens=21342
2025-11-21T18:53:52.624678 | academic_lectures_155 | chunk 11 | prompt_tokens=17833, candidates_tokens=691, total_tokens=18994
2025-11-21T18:54:16.026849 | academic_lectures_248 | chunk 0 | prompt_tokens=18732, candidates_tokens=129, total_tokens=19148
2025-11-21T18:54:37.409039 | academic_lectures_248 | chunk 1 | prompt_tokens=12381, candidates_tokens=234, total_tokens=13011
2025-11-21T18:54:54.433306 | academic_lectures_248 | chunk 2 | prompt_tokens=9060, candidates_tokens=156, total_tokens=9463
2025-11-21T18:55:14.353267 | academic_lectures_248 | chunk 3 | prompt_tokens=10425, candidates_tokens=190, total_tokens=11011
2025-11-21T18:55:40.775347 | academic_lectures_248 | chunk 4 | prompt_tokens=18657, candidates_tokens=195, total_tokens=19250
2025-11-21T18:56:15.286122 | academic_lectures_248 | chunk 5 | prompt_tokens=23568, candidates_tokens=191, total_tokens=24105
2025-11-21T18:56:57.936288 | academic_lectures_248 | chunk 6 | prompt_tokens=32857, candidates_tokens=213, total_tokens=33433
2025-11-21T18:57:22.690744 | academic_lectures_248 | chunk 7 | prompt_tokens=19839, candidates_tokens=164, total_tokens=20229
2025-11-21T18:57:59.192831 | academic_lectures_2 | chunk 0 | prompt_tokens=23119, candidates_tokens=282, total_tokens=23820
2025-11-21T18:58:30.335579 | academic_lectures_2 | chunk 1 | prompt_tokens=14978, candidates_tokens=154, total_tokens=15619
2025-11-21T18:59:08.416742 | academic_lectures_2 | chunk 2 | prompt_tokens=15902, candidates_tokens=95, total_tokens=16181
2025-11-21T18:59:45.597138 | academic_lectures_2 | chunk 3 | prompt_tokens=16135, candidates_tokens=325, total_tokens=17639
2025-11-21T19:00:19.214243 | academic_lectures_2 | chunk 4 | prompt_tokens=19015, candidates_tokens=194, total_tokens=19609
2025-11-21T19:00:55.449577 | academic_lectures_2 | chunk 5 | prompt_tokens=16110, candidates_tokens=246, total_tokens=17033
2025-11-21T19:01:24.422485 | academic_lectures_2 | chunk 6 | prompt_tokens=12997, candidates_tokens=198, total_tokens=13481
2025-11-21T19:01:51.499791 | academic_lectures_2 | chunk 7 | prompt_tokens=9884, candidates_tokens=149, total_tokens=10516
2025-11-21T19:02:02.906923 | academic_lectures_2 | chunk 8 | prompt_tokens=3217, candidates_tokens=148, total_tokens=3777
2025-11-21T19:02:34.980032 | academic_lectures_2 | chunk 9 | prompt_tokens=16443, candidates_tokens=309, total_tokens=18072
2025-11-21T19:02:48.463341 | academic_lectures_2 | chunk 10 | prompt_tokens=2884, candidates_tokens=181, total_tokens=3393
2025-11-21T19:03:22.127728 | academic_lectures_2 | chunk 11 | prompt_tokens=23593, candidates_tokens=108, total_tokens=23955
2025-11-21T19:03:45.641007 | academic_lectures_327 | chunk 0 | prompt_tokens=8619, candidates_tokens=259, total_tokens=9637
2025-11-21T19:04:05.477029 | academic_lectures_327 | chunk 1 | prompt_tokens=14562, candidates_tokens=324, total_tokens=15585
2025-11-21T19:04:21.024822 | academic_lectures_327 | chunk 2 | prompt_tokens=9060, candidates_tokens=239, total_tokens=9720
2025-11-21T19:05:02.000056 | academic_lectures_327 | chunk 3 | prompt_tokens=44768, candidates_tokens=561, total_tokens=46342
2025-11-21T19:05:19.981613 | academic_lectures_327 | chunk 4 | prompt_tokens=11990, candidates_tokens=546, total_tokens=13081
2025-11-21T19:05:38.893994 | academic_lectures_327 | chunk 5 | prompt_tokens=9701, candidates_tokens=442, total_tokens=10983
2025-11-21T19:05:58.216924 | academic_lectures_327 | chunk 6 | prompt_tokens=9418, candidates_tokens=437, total_tokens=10633
2025-11-21T19:06:16.981951 | academic_lectures_327 | chunk 7 | prompt_tokens=12556, candidates_tokens=467, total_tokens=13408
2025-11-21T19:06:37.738371 | academic_lectures_327 | chunk 8 | prompt_tokens=10991, candidates_tokens=391, total_tokens=12158
2025-11-21T19:07:00.109030 | academic_lectures_327 | chunk 9 | prompt_tokens=11657, candidates_tokens=467, total_tokens=13246
2025-11-21T19:07:17.663864 | academic_lectures_327 | chunk 10 | prompt_tokens=7878, candidates_tokens=214, total_tokens=8432
2025-11-21T19:07:50.386682 | academic_lectures_39 | chunk 0 | prompt_tokens=9035, candidates_tokens=328, total_tokens=9562
2025-11-21T19:08:01.229720 | academic_lectures_39 | chunk 1 | prompt_tokens=3966, candidates_tokens=218, total_tokens=4721
2025-11-21T19:08:13.258919 | academic_lectures_39 | chunk 2 | prompt_tokens=7437, candidates_tokens=250, total_tokens=8146
2025-11-21T19:08:29.667178 | academic_lectures_39 | chunk 3 | prompt_tokens=8211, candidates_tokens=324, total_tokens=9203
2025-11-21T19:08:46.681356 | academic_lectures_39 | chunk 4 | prompt_tokens=7197, candidates_tokens=171, total_tokens=7603
2025-11-21T19:08:58.218021 | academic_lectures_39 | chunk 5 | prompt_tokens=4557, candidates_tokens=252, total_tokens=5204
2025-11-21T19:09:15.787687 | academic_lectures_39 | chunk 6 | prompt_tokens=9934, candidates_tokens=353, total_tokens=11197
2025-11-21T19:09:27.309555 | academic_lectures_39 | chunk 7 | prompt_tokens=5764, candidates_tokens=189, total_tokens=6229
2025-11-21T19:09:38.239226 | academic_lectures_39 | chunk 8 | prompt_tokens=4915, candidates_tokens=133, total_tokens=5538
2025-11-21T19:09:56.498627 | academic_lectures_39 | chunk 9 | prompt_tokens=16160, candidates_tokens=301, total_tokens=17149
2025-11-21T19:10:26.027422 | academic_lectures_39 | chunk 10 | prompt_tokens=18399, candidates_tokens=277, total_tokens=19468
2025-11-21T19:10:55.618312 | academic_lectures_39 | chunk 11 | prompt_tokens=20763, candidates_tokens=374, total_tokens=22573
2025-11-21T19:11:18.211443 | academic_lectures_39 | chunk 12 | prompt_tokens=11632, candidates_tokens=326, total_tokens=13449
2025-11-21T19:11:39.153203 | academic_lectures_39 | chunk 13 | prompt_tokens=20921, candidates_tokens=157, total_tokens=21578
2025-11-21T19:11:55.452303 | academic_lectures_214 | chunk 0 | prompt_tokens=3683, candidates_tokens=208, total_tokens=4170
2025-11-21T19:12:25.805704 | academic_lectures_214 | chunk 1 | prompt_tokens=5173, candidates_tokens=313, total_tokens=6427
2025-11-21T19:13:04.140280 | academic_lectures_214 | chunk 2 | prompt_tokens=15361, candidates_tokens=346, total_tokens=16662
2025-11-21T19:13:33.864039 | academic_lectures_214 | chunk 3 | prompt_tokens=11424, candidates_tokens=360, total_tokens=12356
2025-11-21T19:14:14.351954 | academic_lectures_214 | chunk 4 | prompt_tokens=16648, candidates_tokens=361, total_tokens=17503
2025-11-21T19:14:45.932786 | academic_lectures_214 | chunk 5 | prompt_tokens=13588, candidates_tokens=344, total_tokens=14714
2025-11-21T19:15:12.893139 | academic_lectures_214 | chunk 6 | prompt_tokens=7412, candidates_tokens=312, total_tokens=8725
2025-11-21T19:15:35.287925 | academic_lectures_214 | chunk 7 | prompt_tokens=5972, candidates_tokens=282, total_tokens=7152
2025-11-21T19:15:58.381425 | academic_lectures_214 | chunk 8 | prompt_tokens=8469, candidates_tokens=264, total_tokens=9513
2025-11-21T19:16:21.655941 | academic_lectures_214 | chunk 9 | prompt_tokens=9060, candidates_tokens=363, total_tokens=10042
2025-11-21T19:16:52.488714 | academic_lectures_214 | chunk 10 | prompt_tokens=10192, candidates_tokens=341, total_tokens=11216
2025-11-21T19:17:26.169024 | academic_lectures_214 | chunk 11 | prompt_tokens=11374, candidates_tokens=368, total_tokens=12829
2025-11-21T19:17:47.804049 | academic_lectures_214 | chunk 12 | prompt_tokens=8494, candidates_tokens=305, total_tokens=9581
2025-11-21T19:18:00.734548 | academic_lectures_214 | chunk 13 | prompt_tokens=3783, candidates_tokens=176, total_tokens=4239
2025-11-21T19:18:26.539497 | academic_lectures_214 | chunk 14 | prompt_tokens=7129, candidates_tokens=353, total_tokens=8555
2025-11-21T19:18:50.046192 | academic_lectures_214 | chunk 15 | prompt_tokens=3658, candidates_tokens=209, total_tokens=4551
2025-11-21T19:19:16.221049 | academic_lectures_214 | chunk 16 | prompt_tokens=6908, candidates_tokens=239, total_tokens=7671
2025-11-21T19:19:29.552413 | academic_lectures_214 | chunk 17 | prompt_tokens=1161, candidates_tokens=200, total_tokens=2054
2025-11-21T19:20:02.730230 | academic_lectures_214 | chunk 18 | prompt_tokens=13688, candidates_tokens=409, total_tokens=15027
2025-11-21T19:20:21.816337 | academic_lectures_214 | chunk 19 | prompt_tokens=5947, candidates_tokens=161, total_tokens=6582
2025-11-21T19:20:47.872769 | academic_lectures_54 | chunk 0 | prompt_tokens=19298, candidates_tokens=168, total_tokens=19942
2025-11-21T19:21:11.494195 | academic_lectures_54 | chunk 1 | prompt_tokens=21612, candidates_tokens=52, total_tokens=21825
2025-11-21T19:21:33.850302 | academic_lectures_54 | chunk 2 | prompt_tokens=11091, candidates_tokens=369, total_tokens=12354
2025-11-21T19:21:53.312652 | academic_lectures_54 | chunk 3 | prompt_tokens=12273, candidates_tokens=325, total_tokens=13114
2025-11-21T19:22:06.877714 | academic_lectures_54 | chunk 4 | prompt_tokens=6330, candidates_tokens=230, total_tokens=7200
2025-11-21T19:22:24.588687 | academic_lectures_54 | chunk 5 | prompt_tokens=5922, candidates_tokens=262, total_tokens=6947
2025-11-21T19:22:41.028337 | academic_lectures_54 | chunk 6 | prompt_tokens=8619, candidates_tokens=313, total_tokens=9468
2025-11-21T19:22:59.469045 | academic_lectures_54 | chunk 7 | prompt_tokens=6613, candidates_tokens=198, total_tokens=7989
2025-11-21T19:23:25.725680 | academic_lectures_54 | chunk 8 | prompt_tokens=16909, candidates_tokens=530, total_tokens=17939
2025-11-21T19:24:01.472536 | academic_lectures_54 | chunk 9 | prompt_tokens=25291, candidates_tokens=553, total_tokens=26884
2025-11-21T19:24:11.473822 | academic_lectures_54 | chunk 10 | prompt_tokens=2526, candidates_tokens=128, total_tokens=2889
2025-11-21T19:24:44.470668 | academic_lectures_122 | chunk 0 | prompt_tokens=16651, candidates_tokens=529, total_tokens=18596
2025-11-21T19:25:01.675330 | academic_lectures_122 | chunk 1 | prompt_tokens=5897, candidates_tokens=329, total_tokens=6654
2025-11-21T19:25:28.933298 | academic_lectures_122 | chunk 2 | prompt_tokens=9859, candidates_tokens=395, total_tokens=11841
2025-11-21T19:25:59.415259 | academic_lectures_122 | chunk 3 | prompt_tokens=14745, candidates_tokens=580, total_tokens=16700
2025-11-21T19:26:32.990890 | academic_lectures_122 | chunk 4 | prompt_tokens=14437, candidates_tokens=458, total_tokens=16124
2025-11-21T19:27:15.418948 | academic_lectures_122 | chunk 5 | prompt_tokens=14745, candidates_tokens=352, total_tokens=15925
2025-11-21T19:27:32.502429 | academic_lectures_122 | chunk 6 | prompt_tokens=5098, candidates_tokens=318, total_tokens=5949
2025-11-21T19:28:04.376868 | academic_lectures_122 | chunk 7 | prompt_tokens=12173, candidates_tokens=344, total_tokens=13581
2025-11-21T19:28:29.505767 | academic_lectures_122 | chunk 8 | prompt_tokens=7206, candidates_tokens=167, total_tokens=7848
2025-11-21T19:29:06.363575 | academic_lectures_122 | chunk 9 | prompt_tokens=14462, candidates_tokens=368, total_tokens=16202
2025-11-21T19:29:25.269854 | academic_lectures_142 | chunk 0 | prompt_tokens=5664, candidates_tokens=235, total_tokens=6572
2025-11-21T19:29:52.722589 | academic_lectures_142 | chunk 1 | prompt_tokens=17292, candidates_tokens=304, total_tokens=18230
2025-11-21T19:30:17.746253 | academic_lectures_142 | chunk 2 | prompt_tokens=11910, candidates_tokens=183, total_tokens=12807
2025-11-21T19:30:45.651272 | academic_lectures_142 | chunk 3 | prompt_tokens=16801, candidates_tokens=607, total_tokens=18846
2025-11-21T19:30:58.554047 | academic_lectures_142 | chunk 4 | prompt_tokens=4249, candidates_tokens=193, total_tokens=4938
2025-11-21T19:31:29.929657 | academic_lectures_142 | chunk 5 | prompt_tokens=20197, candidates_tokens=258, total_tokens=20878
2025-11-21T19:32:00.575517 | academic_lectures_142 | chunk 6 | prompt_tokens=16676, candidates_tokens=293, total_tokens=17664
2025-11-21T19:32:23.306991 | academic_lectures_142 | chunk 7 | prompt_tokens=13638, candidates_tokens=322, total_tokens=14897
2025-11-21T19:32:46.491825 | academic_lectures_142 | chunk 8 | prompt_tokens=9343, candidates_tokens=238, total_tokens=10348
2025-11-21T19:33:03.224172 | academic_lectures_142 | chunk 9 | prompt_tokens=5947, candidates_tokens=265, total_tokens=6808
2025-11-21T19:33:43.752183 | academic_lectures_109 | chunk 0 | prompt_tokens=19870, candidates_tokens=296, total_tokens=20642
2025-11-21T19:34:27.732952 | academic_lectures_109 | chunk 1 | prompt_tokens=19281, candidates_tokens=166, total_tokens=20335
2025-11-21T19:34:52.053301 | academic_lectures_109 | chunk 2 | prompt_tokens=8544, candidates_tokens=223, total_tokens=9300
2025-11-21T19:35:29.192425 | academic_lectures_109 | chunk 3 | prompt_tokens=17317, candidates_tokens=302, total_tokens=18018
2025-11-21T19:36:27.007011 | academic_lectures_109 | chunk 4 | prompt_tokens=26348, candidates_tokens=357, total_tokens=27545
2025-11-21T19:37:25.051914 | academic_lectures_109 | chunk 5 | prompt_tokens=27480, candidates_tokens=91, total_tokens=27766
2025-11-21T19:37:36.111987 | academic_lectures_109 | chunk 6 | prompt_tokens=2859, candidates_tokens=228, total_tokens=3471
2025-11-21T19:38:06.521592 | academic_lectures_174 | chunk 0 | prompt_tokens=5922, candidates_tokens=326, total_tokens=6917
2025-11-21T19:38:51.548413 | academic_lectures_174 | chunk 1 | prompt_tokens=11629, candidates_tokens=350, total_tokens=12425
2025-11-21T19:39:16.583851 | academic_lectures_174 | chunk 2 | prompt_tokens=5098, candidates_tokens=381, total_tokens=6187
2025-11-21T19:40:03.950713 | academic_lectures_174 | chunk 3 | prompt_tokens=10500, candidates_tokens=456, total_tokens=12304
2025-11-21T19:41:00.248717 | academic_lectures_174 | chunk 4 | prompt_tokens=10575, candidates_tokens=439, total_tokens=12104
2025-11-21T19:41:59.589071 | academic_lectures_174 | chunk 5 | prompt_tokens=10009, candidates_tokens=468, total_tokens=11520
2025-11-21T19:42:54.144782 | academic_lectures_174 | chunk 6 | prompt_tokens=9676, candidates_tokens=424, total_tokens=10744
2025-11-21T19:43:30.921177 | academic_lectures_174 | chunk 7 | prompt_tokens=7953, candidates_tokens=331, total_tokens=9067
2025-11-21T19:45:10.208058 | academic_lectures_174 | chunk 8 | prompt_tokens=20097, candidates_tokens=522, total_tokens=21918
2025-11-21T19:47:29.055198 | academic_lectures_174 | chunk 9 | prompt_tokens=41064, candidates_tokens=301, total_tokens=41765
