2025-11-20T23:41:19.999162 | academic_lectures_306 | chunk 0 | prompt_tokens=1282, candidates_tokens=104, total_tokens=1386
2025-11-21T00:11:32.941646 | academic_lectures_327 | chunk 4 | prompt_tokens=1207, candidates_tokens=90, total_tokens=1297
2025-11-21T00:11:42.902665 | academic_lectures_327 | chunk 5 | prompt_tokens=1007, candidates_tokens=78, total_tokens=1085
2025-11-21T00:11:50.231943 | academic_lectures_327 | chunk 6 | prompt_tokens=982, candidates_tokens=43, total_tokens=1025
2025-11-21T00:12:02.677382 | academic_lectures_327 | chunk 7 | prompt_tokens=1282, candidates_tokens=98, total_tokens=1380
2025-11-21T00:12:11.756533 | academic_lectures_327 | chunk 8 | prompt_tokens=1257, candidates_tokens=87, total_tokens=1344
2025-11-21T00:12:18.071499 | academic_lectures_327 | chunk 9 | prompt_tokens=1232, candidates_tokens=58, total_tokens=1290
2025-11-21T00:12:26.796441 | academic_lectures_327 | chunk 10 | prompt_tokens=1007, candidates_tokens=62, total_tokens=1069
2025-11-21T00:12:36.111940 | academic_lectures_2 | chunk 0 | prompt_tokens=2082, candidates_tokens=111, total_tokens=2193
2025-11-21T00:12:41.528446 | academic_lectures_2 | chunk 1 | prompt_tokens=1607, candidates_tokens=85, total_tokens=1692
2025-11-21T00:12:53.533903 | academic_lectures_2 | chunk 2 | prompt_tokens=1607, candidates_tokens=83, total_tokens=1690
2025-11-21T00:13:10.065599 | academic_lectures_2 | chunk 3 | prompt_tokens=1657, candidates_tokens=122, total_tokens=1779
2025-11-21T00:13:16.515592 | academic_lectures_2 | chunk 4 | prompt_tokens=1907, candidates_tokens=83, total_tokens=1990
2025-11-21T00:13:26.039769 | academic_lectures_2 | chunk 5 | prompt_tokens=1682, candidates_tokens=79, total_tokens=1761
2025-11-21T00:13:32.800023 | academic_lectures_2 | chunk 6 | prompt_tokens=1432, candidates_tokens=76, total_tokens=1508
2025-11-21T00:13:40.163055 | academic_lectures_2 | chunk 7 | prompt_tokens=1132, candidates_tokens=55, total_tokens=1187
2025-11-21T00:13:45.777250 | academic_lectures_2 | chunk 8 | prompt_tokens=457, candidates_tokens=67, total_tokens=524
2025-11-21T00:13:54.938646 | academic_lectures_2 | chunk 9 | prompt_tokens=1707, candidates_tokens=95, total_tokens=1802
2025-11-21T00:14:00.395111 | academic_lectures_2 | chunk 10 | prompt_tokens=482, candidates_tokens=65, total_tokens=547
2025-11-21T00:14:07.718216 | academic_lectures_2 | chunk 11 | prompt_tokens=2232, candidates_tokens=93, total_tokens=2325
2025-11-21T00:14:14.134916 | academic_lectures_248 | chunk 0 | prompt_tokens=1882, candidates_tokens=101, total_tokens=1983
2025-11-21T00:14:22.150051 | academic_lectures_248 | chunk 1 | prompt_tokens=1407, candidates_tokens=99, total_tokens=1506
2025-11-21T00:14:29.359506 | academic_lectures_248 | chunk 2 | prompt_tokens=1082, candidates_tokens=80, total_tokens=1162
2025-11-21T00:14:36.907291 | academic_lectures_248 | chunk 3 | prompt_tokens=1207, candidates_tokens=103, total_tokens=1310
2025-11-21T00:14:45.933160 | academic_lectures_248 | chunk 4 | prompt_tokens=1907, candidates_tokens=98, total_tokens=2005
2025-11-21T00:14:53.374364 | academic_lectures_248 | chunk 5 | prompt_tokens=2257, candidates_tokens=133, total_tokens=2390
2025-11-21T00:15:04.047163 | academic_lectures_248 | chunk 6 | prompt_tokens=3157, candidates_tokens=95, total_tokens=3252
2025-11-21T00:15:16.916748 | academic_lectures_248 | chunk 7 | prompt_tokens=1982, candidates_tokens=83, total_tokens=2065
2025-11-21T00:15:23.984064 | academic_lectures_142 | chunk 0 | prompt_tokens=757, candidates_tokens=89, total_tokens=846
2025-11-21T00:15:32.092978 | academic_lectures_142 | chunk 1 | prompt_tokens=1732, candidates_tokens=126, total_tokens=1858
2025-11-21T00:15:39.163561 | academic_lectures_142 | chunk 2 | prompt_tokens=1132, candidates_tokens=69, total_tokens=1201
2025-11-21T00:15:46.827368 | academic_lectures_142 | chunk 3 | prompt_tokens=1632, candidates_tokens=158, total_tokens=1790
2025-11-21T00:15:51.324408 | academic_lectures_142 | chunk 4 | prompt_tokens=607, candidates_tokens=88, total_tokens=695
2025-11-21T00:15:57.750438 | academic_lectures_142 | chunk 5 | prompt_tokens=1932, candidates_tokens=169, total_tokens=2101
2025-11-21T00:16:06.233038 | academic_lectures_142 | chunk 6 | prompt_tokens=1757, candidates_tokens=170, total_tokens=1927
2025-11-21T00:16:12.856847 | academic_lectures_142 | chunk 7 | prompt_tokens=1407, candidates_tokens=99, total_tokens=1506
2025-11-21T00:16:21.035922 | academic_lectures_142 | chunk 8 | prompt_tokens=1082, candidates_tokens=123, total_tokens=1205
2025-11-21T00:16:26.936746 | academic_lectures_142 | chunk 9 | prompt_tokens=807, candidates_tokens=110, total_tokens=917
2025-11-21T00:16:33.393464 | academic_lectures_155 | chunk 0 | prompt_tokens=857, candidates_tokens=81, total_tokens=938
2025-11-21T00:16:40.274692 | academic_lectures_155 | chunk 1 | prompt_tokens=2357, candidates_tokens=69, total_tokens=2426
2025-11-21T00:16:46.542182 | academic_lectures_155 | chunk 2 | prompt_tokens=1082, candidates_tokens=55, total_tokens=1137
2025-11-21T00:16:52.963332 | academic_lectures_155 | chunk 3 | prompt_tokens=707, candidates_tokens=81, total_tokens=788
2025-11-21T00:16:58.536996 | academic_lectures_155 | chunk 4 | prompt_tokens=782, candidates_tokens=93, total_tokens=875
2025-11-21T00:17:04.480876 | academic_lectures_155 | chunk 5 | prompt_tokens=532, candidates_tokens=63, total_tokens=595
2025-11-21T00:17:12.192887 | academic_lectures_155 | chunk 6 | prompt_tokens=1082, candidates_tokens=111, total_tokens=1193
2025-11-21T00:17:20.563128 | academic_lectures_155 | chunk 7 | prompt_tokens=1432, candidates_tokens=96, total_tokens=1528
2025-11-21T00:17:33.152963 | academic_lectures_155 | chunk 8 | prompt_tokens=2607, candidates_tokens=84, total_tokens=2691
2025-11-21T00:17:39.526027 | academic_lectures_155 | chunk 9 | prompt_tokens=707, candidates_tokens=59, total_tokens=766
2025-11-21T00:17:48.403628 | academic_lectures_155 | chunk 10 | prompt_tokens=2032, candidates_tokens=154, total_tokens=2186
2025-11-21T00:17:56.548462 | academic_lectures_155 | chunk 11 | prompt_tokens=1807, candidates_tokens=83, total_tokens=1890
2025-11-21T00:18:02.892484 | academic_lectures_54 | chunk 0 | prompt_tokens=1932, candidates_tokens=162, total_tokens=2094
2025-11-21T00:18:13.775036 | academic_lectures_54 | chunk 1 | prompt_tokens=2057, candidates_tokens=111, total_tokens=2168
2025-11-21T00:18:21.305116 | academic_lectures_54 | chunk 2 | prompt_tokens=1182, candidates_tokens=103, total_tokens=1285
2025-11-21T00:18:26.629423 | academic_lectures_54 | chunk 3 | prompt_tokens=1232, candidates_tokens=104, total_tokens=1336
2025-11-21T00:18:32.233671 | academic_lectures_54 | chunk 4 | prompt_tokens=707, candidates_tokens=67, total_tokens=774
2025-11-21T00:18:38.536961 | academic_lectures_54 | chunk 5 | prompt_tokens=807, candidates_tokens=57, total_tokens=864
2025-11-21T00:18:44.141782 | academic_lectures_54 | chunk 6 | prompt_tokens=907, candidates_tokens=78, total_tokens=985
2025-11-21T00:18:49.905182 | academic_lectures_54 | chunk 7 | prompt_tokens=707, candidates_tokens=108, total_tokens=815
2025-11-21T00:18:56.515105 | academic_lectures_54 | chunk 8 | prompt_tokens=1807, candidates_tokens=145, total_tokens=1952
2025-11-21T00:19:07.360123 | academic_lectures_54 | chunk 9 | prompt_tokens=2357, candidates_tokens=144, total_tokens=2501
2025-11-21T00:19:11.857219 | academic_lectures_54 | chunk 10 | prompt_tokens=507, candidates_tokens=48, total_tokens=555
2025-11-21T00:19:16.690659 | academic_lectures_298 | chunk 0 | prompt_tokens=632, candidates_tokens=73, total_tokens=705
2025-11-21T00:19:25.114721 | academic_lectures_298 | chunk 1 | prompt_tokens=1957, candidates_tokens=104, total_tokens=2061
2025-11-21T00:19:30.598406 | academic_lectures_298 | chunk 2 | prompt_tokens=807, candidates_tokens=89, total_tokens=896
2025-11-21T00:19:39.634974 | academic_lectures_298 | chunk 3 | prompt_tokens=1707, candidates_tokens=56, total_tokens=1763
2025-11-21T00:19:48.446571 | academic_lectures_298 | chunk 4 | prompt_tokens=2082, candidates_tokens=112, total_tokens=2194
2025-11-21T00:19:53.487985 | academic_lectures_298 | chunk 5 | prompt_tokens=507, candidates_tokens=56, total_tokens=563
2025-11-21T00:19:57.836409 | academic_lectures_298 | chunk 6 | prompt_tokens=232, candidates_tokens=63, total_tokens=295
2025-11-21T00:20:14.020474 | academic_lectures_298 | chunk 7 | prompt_tokens=2707, candidates_tokens=177, total_tokens=2884
2025-11-21T00:20:24.666454 | academic_lectures_298 | chunk 8 | prompt_tokens=2782, candidates_tokens=112, total_tokens=2894
2025-11-21T00:20:29.602608 | academic_lectures_298 | chunk 9 | prompt_tokens=1107, candidates_tokens=97, total_tokens=1204
2025-11-21T00:20:38.179170 | academic_lectures_298 | chunk 10 | prompt_tokens=1957, candidates_tokens=100, total_tokens=2057
2025-11-21T00:20:43.717796 | academic_lectures_275 | chunk 0 | prompt_tokens=1032, candidates_tokens=93, total_tokens=1125
2025-11-21T00:20:52.564312 | academic_lectures_275 | chunk 1 | prompt_tokens=2307, candidates_tokens=94, total_tokens=2401
2025-11-21T00:20:59.105586 | academic_lectures_275 | chunk 2 | prompt_tokens=1782, candidates_tokens=109, total_tokens=1891
2025-11-21T00:21:07.037632 | academic_lectures_275 | chunk 3 | prompt_tokens=1857, candidates_tokens=136, total_tokens=1993
2025-11-21T00:21:17.009592 | academic_lectures_275 | chunk 4 | prompt_tokens=2307, candidates_tokens=77, total_tokens=2384
2025-11-21T00:21:24.642552 | academic_lectures_275 | chunk 5 | prompt_tokens=1407, candidates_tokens=134, total_tokens=1541
2025-11-21T00:21:33.203919 | academic_lectures_275 | chunk 6 | prompt_tokens=1607, candidates_tokens=78, total_tokens=1685
2025-11-21T00:21:39.157819 | academic_lectures_275 | chunk 7 | prompt_tokens=1407, candidates_tokens=77, total_tokens=1484
2025-11-21T00:21:45.355308 | academic_lectures_182 | chunk 0 | prompt_tokens=1157, candidates_tokens=66, total_tokens=1223
2025-11-21T00:21:53.040941 | academic_lectures_182 | chunk 1 | prompt_tokens=1532, candidates_tokens=151, total_tokens=1683
2025-11-21T00:21:59.234015 | academic_lectures_182 | chunk 2 | prompt_tokens=1657, candidates_tokens=126, total_tokens=1783
2025-11-21T00:22:09.460733 | academic_lectures_182 | chunk 3 | prompt_tokens=2282, candidates_tokens=133, total_tokens=2415
2025-11-21T00:22:14.624209 | academic_lectures_182 | chunk 4 | prompt_tokens=1132, candidates_tokens=101, total_tokens=1233
2025-11-21T00:22:24.392097 | academic_lectures_182 | chunk 5 | prompt_tokens=1832, candidates_tokens=72, total_tokens=1904
2025-11-21T00:22:32.328569 | academic_lectures_182 | chunk 6 | prompt_tokens=757, candidates_tokens=49, total_tokens=806
2025-11-21T00:22:38.787162 | academic_lectures_182 | chunk 7 | prompt_tokens=1182, candidates_tokens=78, total_tokens=1260
2025-11-21T00:22:43.129665 | academic_lectures_182 | chunk 8 | prompt_tokens=557, candidates_tokens=73, total_tokens=630
2025-11-21T00:22:48.016812 | academic_lectures_182 | chunk 9 | prompt_tokens=707, candidates_tokens=77, total_tokens=784
2025-11-21T00:22:57.759879 | academic_lectures_182 | chunk 10 | prompt_tokens=2307, candidates_tokens=127, total_tokens=2434
2025-11-21T00:23:05.222590 | academic_lectures_198 | chunk 0 | prompt_tokens=2057, candidates_tokens=83, total_tokens=2140
2025-11-21T00:23:16.420815 | academic_lectures_198 | chunk 1 | prompt_tokens=2082, candidates_tokens=51, total_tokens=2133
2025-11-21T00:23:23.179734 | academic_lectures_198 | chunk 2 | prompt_tokens=1407, candidates_tokens=121, total_tokens=1528
2025-11-21T00:23:30.795368 | academic_lectures_198 | chunk 3 | prompt_tokens=1032, candidates_tokens=79, total_tokens=1111
2025-11-21T00:23:35.707857 | academic_lectures_198 | chunk 4 | prompt_tokens=757, candidates_tokens=56, total_tokens=813
2025-11-21T00:23:41.961981 | academic_lectures_198 | chunk 5 | prompt_tokens=1707, candidates_tokens=126, total_tokens=1833
2025-11-21T00:23:51.850183 | academic_lectures_198 | chunk 6 | prompt_tokens=2007, candidates_tokens=128, total_tokens=2135
2025-11-21T00:24:01.832391 | academic_lectures_198 | chunk 7 | prompt_tokens=1657, candidates_tokens=118, total_tokens=1775
2025-11-21T00:24:06.892086 | academic_lectures_113 | chunk 0 | prompt_tokens=1057, candidates_tokens=72, total_tokens=1129
2025-11-21T00:24:12.782616 | academic_lectures_113 | chunk 1 | prompt_tokens=682, candidates_tokens=72, total_tokens=754
2025-11-21T00:24:17.757841 | academic_lectures_113 | chunk 2 | prompt_tokens=532, candidates_tokens=49, total_tokens=581
2025-11-21T00:24:25.044751 | academic_lectures_113 | chunk 3 | prompt_tokens=1132, candidates_tokens=100, total_tokens=1232
2025-11-21T00:24:29.514758 | academic_lectures_113 | chunk 4 | prompt_tokens=507, candidates_tokens=69, total_tokens=576
2025-11-21T00:24:34.212465 | academic_lectures_113 | chunk 5 | prompt_tokens=1182, candidates_tokens=113, total_tokens=1295
2025-11-21T00:24:38.749145 | academic_lectures_113 | chunk 6 | prompt_tokens=932, candidates_tokens=58, total_tokens=990
2025-11-21T00:24:44.126953 | academic_lectures_113 | chunk 7 | prompt_tokens=1007, candidates_tokens=44, total_tokens=1051
2025-11-21T00:24:48.908314 | academic_lectures_113 | chunk 8 | prompt_tokens=707, candidates_tokens=68, total_tokens=775
2025-11-21T00:24:54.912015 | academic_lectures_113 | chunk 9 | prompt_tokens=1182, candidates_tokens=76, total_tokens=1258
2025-11-21T00:25:01.067580 | academic_lectures_113 | chunk 10 | prompt_tokens=1582, candidates_tokens=145, total_tokens=1727
2025-11-21T00:25:05.252787 | academic_lectures_113 | chunk 11 | prompt_tokens=632, candidates_tokens=70, total_tokens=702
2025-11-21T00:25:10.835485 | academic_lectures_113 | chunk 12 | prompt_tokens=932, candidates_tokens=83, total_tokens=1015
2025-11-21T00:25:18.607069 | academic_lectures_113 | chunk 13 | prompt_tokens=1532, candidates_tokens=51, total_tokens=1583
2025-11-21T00:25:26.650618 | academic_lectures_113 | chunk 14 | prompt_tokens=1982, candidates_tokens=118, total_tokens=2100
2025-11-21T00:25:32.847053 | academic_lectures_113 | chunk 15 | prompt_tokens=907, candidates_tokens=73, total_tokens=980
