2025-11-21T00:41:10.208385 | astronomy_96 | chunk 0 | prompt_tokens=1982, candidates_tokens=103, total_tokens=2085
2025-11-21T01:09:49.680348 | astronomy_429 | chunk 7 | prompt_tokens=907, candidates_tokens=82, total_tokens=989
2025-11-21T01:09:54.583226 | astronomy_429 | chunk 8 | prompt_tokens=682, candidates_tokens=45, total_tokens=727
2025-11-21T01:10:03.909648 | astronomy_429 | chunk 9 | prompt_tokens=2332, candidates_tokens=101, total_tokens=2433
2025-11-21T01:10:11.363438 | astronomy_429 | chunk 10 | prompt_tokens=1132, candidates_tokens=126, total_tokens=1258
2025-11-21T01:10:16.028630 | astronomy_429 | chunk 11 | prompt_tokens=707, candidates_tokens=50, total_tokens=757
2025-11-21T01:10:24.350239 | astronomy_214 | chunk 0 | prompt_tokens=1007, candidates_tokens=57, total_tokens=1064
2025-11-21T01:10:33.696784 | astronomy_214 | chunk 1 | prompt_tokens=1307, candidates_tokens=152, total_tokens=1459
2025-11-21T01:10:38.131894 | astronomy_214 | chunk 2 | prompt_tokens=557, candidates_tokens=60, total_tokens=617
2025-11-21T01:10:44.929720 | astronomy_214 | chunk 3 | prompt_tokens=1082, candidates_tokens=57, total_tokens=1139
2025-11-21T01:10:56.874137 | astronomy_214 | chunk 4 | prompt_tokens=932, candidates_tokens=100, total_tokens=1032
2025-11-21T01:11:05.002330 | astronomy_214 | chunk 5 | prompt_tokens=1657, candidates_tokens=109, total_tokens=1766
2025-11-21T01:11:10.206575 | astronomy_214 | chunk 6 | prompt_tokens=482, candidates_tokens=62, total_tokens=544
2025-11-21T01:11:22.154542 | astronomy_214 | chunk 7 | prompt_tokens=1557, candidates_tokens=147, total_tokens=1704
2025-11-21T01:11:46.598605 | astronomy_214 | chunk 8 | prompt_tokens=3707, candidates_tokens=304, total_tokens=4011
2025-11-21T01:11:57.552602 | astronomy_214 | chunk 9 | prompt_tokens=2532, candidates_tokens=161, total_tokens=2693
2025-11-21T01:12:15.456949 | astronomy_214 | chunk 10 | prompt_tokens=1607, candidates_tokens=74, total_tokens=1681
2025-11-21T01:12:22.651842 | astronomy_214 | chunk 11 | prompt_tokens=732, candidates_tokens=88, total_tokens=820
2025-11-21T01:12:32.838000 | astronomy_214 | chunk 12 | prompt_tokens=1057, candidates_tokens=100, total_tokens=1157
2025-11-21T01:12:42.808263 | astronomy_263 | chunk 0 | prompt_tokens=1607, candidates_tokens=73, total_tokens=1680
2025-11-21T01:12:47.966341 | astronomy_263 | chunk 1 | prompt_tokens=607, candidates_tokens=99, total_tokens=706
2025-11-21T01:12:57.686534 | astronomy_263 | chunk 2 | prompt_tokens=1082, candidates_tokens=106, total_tokens=1188
2025-11-21T01:13:04.158299 | astronomy_263 | chunk 3 | prompt_tokens=382, candidates_tokens=47, total_tokens=429
2025-11-21T01:13:08.173286 | astronomy_263 | chunk 4 | prompt_tokens=657, candidates_tokens=47, total_tokens=704
2025-11-21T01:13:11.469483 | astronomy_263 | chunk 5 | prompt_tokens=432, candidates_tokens=80, total_tokens=512
2025-11-21T01:13:20.392161 | astronomy_263 | chunk 6 | prompt_tokens=932, candidates_tokens=87, total_tokens=1019
2025-11-21T01:13:33.696137 | astronomy_263 | chunk 7 | prompt_tokens=2182, candidates_tokens=115, total_tokens=2297
2025-11-21T01:13:46.177865 | astronomy_263 | chunk 8 | prompt_tokens=1357, candidates_tokens=125, total_tokens=1482
2025-11-21T01:13:52.328126 | astronomy_263 | chunk 9 | prompt_tokens=1407, candidates_tokens=142, total_tokens=1549
2025-11-21T01:14:04.546323 | astronomy_263 | chunk 10 | prompt_tokens=2607, candidates_tokens=291, total_tokens=2898
2025-11-21T01:14:09.236725 | astronomy_263 | chunk 11 | prompt_tokens=757, candidates_tokens=110, total_tokens=867
2025-11-21T01:14:15.196021 | astronomy_263 | chunk 12 | prompt_tokens=407, candidates_tokens=90, total_tokens=497
2025-11-21T01:14:28.853211 | astronomy_379 | chunk 0 | prompt_tokens=1982, candidates_tokens=131, total_tokens=2113
2025-11-21T01:14:34.595457 | astronomy_379 | chunk 1 | prompt_tokens=932, candidates_tokens=59, total_tokens=991
2025-11-21T01:14:42.978175 | astronomy_379 | chunk 2 | prompt_tokens=1507, candidates_tokens=115, total_tokens=1622
2025-11-21T01:14:51.041606 | astronomy_379 | chunk 3 | prompt_tokens=1482, candidates_tokens=115, total_tokens=1597
2025-11-21T01:14:58.513610 | astronomy_379 | chunk 4 | prompt_tokens=1157, candidates_tokens=78, total_tokens=1235
2025-11-21T01:15:08.114553 | astronomy_379 | chunk 5 | prompt_tokens=1507, candidates_tokens=123, total_tokens=1630
2025-11-21T01:15:13.363124 | astronomy_379 | chunk 6 | prompt_tokens=932, candidates_tokens=103, total_tokens=1035
2025-11-21T01:15:21.388828 | astronomy_379 | chunk 7 | prompt_tokens=607, candidates_tokens=60, total_tokens=667
2025-11-21T01:15:27.262915 | astronomy_379 | chunk 8 | prompt_tokens=832, candidates_tokens=88, total_tokens=920
2025-11-21T01:15:32.786976 | astronomy_379 | chunk 9 | prompt_tokens=1007, candidates_tokens=86, total_tokens=1093
2025-11-21T01:15:37.030259 | astronomy_379 | chunk 10 | prompt_tokens=407, candidates_tokens=47, total_tokens=454
2025-11-21T01:15:45.767649 | astronomy_379 | chunk 11 | prompt_tokens=1332, candidates_tokens=83, total_tokens=1415
2025-11-21T01:15:57.751166 | astronomy_379 | chunk 12 | prompt_tokens=1482, candidates_tokens=77, total_tokens=1559
2025-11-21T01:16:05.113643 | astronomy_58 | chunk 0 | prompt_tokens=1182, candidates_tokens=83, total_tokens=1265
2025-11-21T01:16:09.861031 | astronomy_58 | chunk 1 | prompt_tokens=757, candidates_tokens=50, total_tokens=807
2025-11-21T01:16:14.912720 | astronomy_58 | chunk 2 | prompt_tokens=857, candidates_tokens=61, total_tokens=918
2025-11-21T01:16:25.136592 | astronomy_58 | chunk 3 | prompt_tokens=632, candidates_tokens=38, total_tokens=670
2025-11-21T01:16:30.698701 | astronomy_58 | chunk 4 | prompt_tokens=582, candidates_tokens=56, total_tokens=638
2025-11-21T01:16:38.159739 | astronomy_58 | chunk 5 | prompt_tokens=2782, candidates_tokens=216, total_tokens=2998
2025-11-21T01:16:42.965564 | astronomy_58 | chunk 6 | prompt_tokens=457, candidates_tokens=44, total_tokens=501
2025-11-21T01:16:46.345125 | astronomy_58 | chunk 7 | prompt_tokens=957, candidates_tokens=72, total_tokens=1029
2025-11-21T01:16:55.683132 | astronomy_58 | chunk 8 | prompt_tokens=1032, candidates_tokens=80, total_tokens=1112
2025-11-21T01:17:03.102263 | astronomy_58 | chunk 9 | prompt_tokens=732, candidates_tokens=62, total_tokens=794
2025-11-21T01:17:06.331014 | astronomy_58 | chunk 10 | prompt_tokens=407, candidates_tokens=48, total_tokens=455
2025-11-21T01:17:12.741136 | astronomy_58 | chunk 11 | prompt_tokens=1082, candidates_tokens=119, total_tokens=1201
2025-11-21T01:17:19.089943 | astronomy_58 | chunk 12 | prompt_tokens=832, candidates_tokens=69, total_tokens=901
2025-11-21T01:17:23.994153 | astronomy_58 | chunk 13 | prompt_tokens=732, candidates_tokens=48, total_tokens=780
2025-11-21T01:17:35.629810 | astronomy_58 | chunk 14 | prompt_tokens=2082, candidates_tokens=102, total_tokens=2184
2025-11-21T01:17:42.569261 | astronomy_58 | chunk 15 | prompt_tokens=2257, candidates_tokens=87, total_tokens=2344
2025-11-21T01:17:50.175440 | astronomy_280 | chunk 0 | prompt_tokens=1357, candidates_tokens=101, total_tokens=1458
2025-11-21T01:17:58.693189 | astronomy_280 | chunk 1 | prompt_tokens=1782, candidates_tokens=116, total_tokens=1898
2025-11-21T01:18:07.995368 | astronomy_280 | chunk 2 | prompt_tokens=1832, candidates_tokens=103, total_tokens=1935
2025-11-21T01:18:12.187489 | astronomy_280 | chunk 3 | prompt_tokens=507, candidates_tokens=50, total_tokens=557
2025-11-21T01:18:20.215415 | astronomy_280 | chunk 4 | prompt_tokens=807, candidates_tokens=85, total_tokens=892
2025-11-21T01:18:32.167566 | astronomy_280 | chunk 5 | prompt_tokens=1107, candidates_tokens=98, total_tokens=1205
2025-11-21T01:18:36.248601 | astronomy_280 | chunk 6 | prompt_tokens=507, candidates_tokens=70, total_tokens=577
2025-11-21T01:18:42.888895 | astronomy_280 | chunk 7 | prompt_tokens=782, candidates_tokens=66, total_tokens=848
2025-11-21T01:18:47.609904 | astronomy_280 | chunk 8 | prompt_tokens=532, candidates_tokens=57, total_tokens=589
2025-11-21T01:18:51.726330 | astronomy_280 | chunk 9 | prompt_tokens=657, candidates_tokens=72, total_tokens=729
2025-11-21T01:18:57.910729 | astronomy_280 | chunk 10 | prompt_tokens=1057, candidates_tokens=85, total_tokens=1142
2025-11-21T01:19:19.260157 | astronomy_280 | chunk 11 | prompt_tokens=1332, candidates_tokens=96, total_tokens=1428
2025-11-21T01:19:24.079114 | astronomy_3 | chunk 0 | prompt_tokens=857, candidates_tokens=61, total_tokens=918
2025-11-21T01:19:26.819053 | astronomy_3 | chunk 1 | prompt_tokens=357, candidates_tokens=33, total_tokens=390
2025-11-21T01:19:32.795503 | astronomy_3 | chunk 2 | prompt_tokens=982, candidates_tokens=91, total_tokens=1073
2025-11-21T01:19:36.891945 | astronomy_3 | chunk 3 | prompt_tokens=782, candidates_tokens=61, total_tokens=843
2025-11-21T01:19:43.641616 | astronomy_3 | chunk 4 | prompt_tokens=1707, candidates_tokens=113, total_tokens=1820
2025-11-21T01:19:48.641510 | astronomy_3 | chunk 5 | prompt_tokens=607, candidates_tokens=36, total_tokens=643
2025-11-21T01:19:54.691413 | astronomy_3 | chunk 6 | prompt_tokens=832, candidates_tokens=81, total_tokens=913
2025-11-21T01:20:04.862398 | astronomy_3 | chunk 7 | prompt_tokens=1432, candidates_tokens=171, total_tokens=1603
2025-11-21T01:20:09.590342 | astronomy_3 | chunk 8 | prompt_tokens=532, candidates_tokens=70, total_tokens=602
2025-11-21T01:20:17.568808 | astronomy_3 | chunk 9 | prompt_tokens=1407, candidates_tokens=118, total_tokens=1525
2025-11-21T01:20:24.244798 | astronomy_3 | chunk 10 | prompt_tokens=1357, candidates_tokens=54, total_tokens=1411
2025-11-21T01:20:36.078825 | astronomy_3 | chunk 11 | prompt_tokens=2357, candidates_tokens=134, total_tokens=2491
2025-11-21T01:20:42.169316 | astronomy_3 | chunk 12 | prompt_tokens=1057, candidates_tokens=72, total_tokens=1129
2025-11-21T01:20:49.444317 | astronomy_3 | chunk 13 | prompt_tokens=1657, candidates_tokens=75, total_tokens=1732
2025-11-21T01:20:53.992455 | astronomy_231 | chunk 0 | prompt_tokens=807, candidates_tokens=68, total_tokens=875
2025-11-21T01:21:00.388408 | astronomy_231 | chunk 1 | prompt_tokens=932, candidates_tokens=77, total_tokens=1009
2025-11-21T01:21:05.221731 | astronomy_231 | chunk 2 | prompt_tokens=657, candidates_tokens=87, total_tokens=744
2025-11-21T01:21:08.461081 | astronomy_231 | chunk 3 | prompt_tokens=482, candidates_tokens=60, total_tokens=542
2025-11-21T01:21:14.804656 | astronomy_231 | chunk 4 | prompt_tokens=1157, candidates_tokens=77, total_tokens=1234
2025-11-21T01:21:22.917119 | astronomy_231 | chunk 5 | prompt_tokens=1657, candidates_tokens=125, total_tokens=1782
2025-11-21T01:21:31.091077 | astronomy_231 | chunk 6 | prompt_tokens=957, candidates_tokens=86, total_tokens=1043
2025-11-21T01:21:43.285483 | astronomy_231 | chunk 7 | prompt_tokens=2157, candidates_tokens=62, total_tokens=2219
2025-11-21T01:21:47.773253 | astronomy_231 | chunk 8 | prompt_tokens=1482, candidates_tokens=78, total_tokens=1560
2025-11-21T01:21:54.409865 | astronomy_231 | chunk 9 | prompt_tokens=1882, candidates_tokens=111, total_tokens=1993
2025-11-21T01:21:57.411124 | astronomy_231 | chunk 10 | prompt_tokens=682, candidates_tokens=54, total_tokens=736
2025-11-21T01:22:05.817868 | astronomy_569 | chunk 0 | prompt_tokens=1357, candidates_tokens=79, total_tokens=1436
2025-11-21T01:22:11.601876 | astronomy_569 | chunk 1 | prompt_tokens=1032, candidates_tokens=103, total_tokens=1135
2025-11-21T01:22:18.023863 | astronomy_569 | chunk 2 | prompt_tokens=1357, candidates_tokens=114, total_tokens=1471
2025-11-21T01:22:27.563295 | astronomy_569 | chunk 3 | prompt_tokens=1432, candidates_tokens=72, total_tokens=1504
2025-11-21T01:22:37.904110 | astronomy_569 | chunk 4 | prompt_tokens=1507, candidates_tokens=197, total_tokens=1704
2025-11-21T01:22:44.454416 | astronomy_569 | chunk 5 | prompt_tokens=857, candidates_tokens=83, total_tokens=940
2025-11-21T01:22:48.712062 | astronomy_569 | chunk 6 | prompt_tokens=582, candidates_tokens=73, total_tokens=655
2025-11-21T01:22:58.737641 | astronomy_569 | chunk 7 | prompt_tokens=1057, candidates_tokens=96, total_tokens=1153
2025-11-21T01:23:08.574636 | astronomy_569 | chunk 8 | prompt_tokens=1857, candidates_tokens=166, total_tokens=2023
2025-11-21T01:23:14.828804 | astronomy_569 | chunk 9 | prompt_tokens=1007, candidates_tokens=95, total_tokens=1102
2025-11-21T01:23:21.787302 | astronomy_569 | chunk 10 | prompt_tokens=607, candidates_tokens=79, total_tokens=686
2025-11-21T01:23:30.827871 | astronomy_569 | chunk 11 | prompt_tokens=907, candidates_tokens=105, total_tokens=1012
2025-11-21T01:23:41.436385 | astronomy_569 | chunk 12 | prompt_tokens=932, candidates_tokens=84, total_tokens=1016
2025-11-21T01:23:47.517008 | astronomy_569 | chunk 13 | prompt_tokens=1107, candidates_tokens=117, total_tokens=1224
2025-11-21T01:23:53.558210 | astronomy_569 | chunk 14 | prompt_tokens=982, candidates_tokens=86, total_tokens=1068
2025-11-21T01:24:00.570378 | astronomy_569 | chunk 15 | prompt_tokens=782, candidates_tokens=81, total_tokens=863
2025-11-21T01:24:07.768112 | astronomy_569 | chunk 16 | prompt_tokens=632, candidates_tokens=79, total_tokens=711
2025-11-21T01:24:18.572526 | astronomy_543 | chunk 0 | prompt_tokens=1157, candidates_tokens=104, total_tokens=1261
2025-11-21T01:24:21.232593 | astronomy_543 | chunk 1 | prompt_tokens=457, candidates_tokens=35, total_tokens=492
2025-11-21T01:24:28.838501 | astronomy_543 | chunk 2 | prompt_tokens=1232, candidates_tokens=77, total_tokens=1309
2025-11-21T01:24:34.755016 | astronomy_543 | chunk 3 | prompt_tokens=1207, candidates_tokens=52, total_tokens=1259
2025-11-21T01:24:43.491631 | astronomy_543 | chunk 4 | prompt_tokens=1757, candidates_tokens=118, total_tokens=1875
2025-11-21T01:24:53.129080 | astronomy_543 | chunk 5 | prompt_tokens=1957, candidates_tokens=51, total_tokens=2008
2025-11-21T01:25:02.443524 | astronomy_543 | chunk 6 | prompt_tokens=1907, candidates_tokens=73, total_tokens=1980
2025-11-21T01:25:07.632171 | astronomy_543 | chunk 7 | prompt_tokens=857, candidates_tokens=68, total_tokens=925
2025-11-21T01:25:14.026276 | astronomy_543 | chunk 8 | prompt_tokens=1357, candidates_tokens=60, total_tokens=1417
2025-11-21T01:25:22.016017 | astronomy_543 | chunk 9 | prompt_tokens=1907, candidates_tokens=98, total_tokens=2005
2025-11-21T01:25:30.127190 | astronomy_543 | chunk 10 | prompt_tokens=2357, candidates_tokens=109, total_tokens=2466
2025-11-21T01:25:45.748175 | astronomy_543 | chunk 11 | prompt_tokens=1907, candidates_tokens=114, total_tokens=2021
2025-11-21T01:25:54.597927 | astronomy_177 | chunk 0 | prompt_tokens=1732, candidates_tokens=72, total_tokens=1804
2025-11-21T01:26:00.187030 | astronomy_177 | chunk 1 | prompt_tokens=1007, candidates_tokens=80, total_tokens=1087
2025-11-21T01:26:09.572081 | astronomy_177 | chunk 2 | prompt_tokens=1257, candidates_tokens=106, total_tokens=1363
2025-11-21T01:26:12.834623 | astronomy_177 | chunk 3 | prompt_tokens=532, candidates_tokens=50, total_tokens=582
2025-11-21T01:26:19.398134 | astronomy_177 | chunk 4 | prompt_tokens=807, candidates_tokens=63, total_tokens=870
2025-11-21T01:26:23.973888 | astronomy_177 | chunk 5 | prompt_tokens=932, candidates_tokens=60, total_tokens=992
2025-11-21T01:26:29.666220 | astronomy_177 | chunk 6 | prompt_tokens=1107, candidates_tokens=84, total_tokens=1191
2025-11-21T01:26:36.384918 | astronomy_177 | chunk 7 | prompt_tokens=1032, candidates_tokens=65, total_tokens=1097
2025-11-21T01:26:43.276374 | astronomy_177 | chunk 8 | prompt_tokens=1282, candidates_tokens=124, total_tokens=1406
2025-11-21T01:26:48.221538 | astronomy_177 | chunk 9 | prompt_tokens=882, candidates_tokens=85, total_tokens=967
2025-11-21T01:26:53.196882 | astronomy_177 | chunk 10 | prompt_tokens=732, candidates_tokens=76, total_tokens=808
2025-11-21T01:26:57.366458 | astronomy_177 | chunk 11 | prompt_tokens=607, candidates_tokens=58, total_tokens=665
2025-11-21T01:27:04.894503 | astronomy_177 | chunk 12 | prompt_tokens=1532, candidates_tokens=84, total_tokens=1616
2025-11-21T01:27:10.963600 | astronomy_177 | chunk 13 | prompt_tokens=1557, candidates_tokens=132, total_tokens=1689
2025-11-21T01:27:16.847613 | astronomy_177 | chunk 14 | prompt_tokens=1132, candidates_tokens=118, total_tokens=1250
2025-11-21T01:27:27.496458 | astronomy_177 | chunk 15 | prompt_tokens=2582, candidates_tokens=89, total_tokens=2671
2025-11-21T01:27:35.313154 | astronomy_115 | chunk 0 | prompt_tokens=2182, candidates_tokens=145, total_tokens=2327
2025-11-21T01:27:42.904394 | astronomy_115 | chunk 1 | prompt_tokens=957, candidates_tokens=89, total_tokens=1046
2025-11-21T01:27:53.933652 | astronomy_115 | chunk 2 | prompt_tokens=1732, candidates_tokens=164, total_tokens=1896
2025-11-21T01:27:59.724606 | astronomy_115 | chunk 3 | prompt_tokens=1057, candidates_tokens=126, total_tokens=1183
2025-11-21T01:28:04.598948 | astronomy_115 | chunk 4 | prompt_tokens=557, candidates_tokens=77, total_tokens=634
2025-11-21T01:28:10.638648 | astronomy_115 | chunk 5 | prompt_tokens=1007, candidates_tokens=90, total_tokens=1097
2025-11-21T01:28:15.949522 | astronomy_115 | chunk 6 | prompt_tokens=982, candidates_tokens=101, total_tokens=1083
2025-11-21T01:28:19.567888 | astronomy_115 | chunk 7 | prompt_tokens=807, candidates_tokens=85, total_tokens=892
2025-11-21T01:28:23.332828 | astronomy_115 | chunk 8 | prompt_tokens=607, candidates_tokens=58, total_tokens=665
2025-11-21T01:28:28.001832 | astronomy_115 | chunk 9 | prompt_tokens=782, candidates_tokens=66, total_tokens=848
2025-11-21T01:28:34.370341 | astronomy_115 | chunk 10 | prompt_tokens=632, candidates_tokens=79, total_tokens=711
2025-11-21T01:28:40.919156 | astronomy_115 | chunk 11 | prompt_tokens=1507, candidates_tokens=92, total_tokens=1599
