2025-11-20T21:48:46.049719 | travel_vlogs_157 | chunk 0 | prompt_tokens=1307, candidates_tokens=114, total_tokens=1421
2025-11-20T22:38:26.562257 | travel_vlogs_73 | chunk 5 | prompt_tokens=707, candidates_tokens=68, total_tokens=775
2025-11-20T22:38:35.376331 | travel_vlogs_73 | chunk 6 | prompt_tokens=1382, candidates_tokens=182, total_tokens=1564
2025-11-20T22:38:44.516520 | travel_vlogs_73 | chunk 7 | prompt_tokens=832, candidates_tokens=110, total_tokens=942
2025-11-20T22:38:53.482695 | travel_vlogs_73 | chunk 8 | prompt_tokens=2257, candidates_tokens=256, total_tokens=2513
2025-11-20T22:38:56.846582 | travel_vlogs_73 | chunk 9 | prompt_tokens=357, candidates_tokens=64, total_tokens=421
2025-11-20T22:39:01.150139 | travel_vlogs_73 | chunk 10 | prompt_tokens=707, candidates_tokens=103, total_tokens=810
2025-11-20T22:39:10.826565 | travel_vlogs_73 | chunk 11 | prompt_tokens=1782, candidates_tokens=181, total_tokens=1963
2025-11-20T22:39:20.611926 | travel_vlogs_73 | chunk 12 | prompt_tokens=782, candidates_tokens=90, total_tokens=872
2025-11-20T22:39:27.902741 | travel_vlogs_73 | chunk 13 | prompt_tokens=1107, candidates_tokens=174, total_tokens=1281
2025-11-20T22:39:42.054441 | travel_vlogs_73 | chunk 14 | prompt_tokens=1682, candidates_tokens=132, total_tokens=1814
2025-11-20T22:39:51.802944 | travel_vlogs_73 | chunk 15 | prompt_tokens=632, candidates_tokens=109, total_tokens=741
2025-11-20T22:40:02.767435 | travel_vlogs_73 | chunk 16 | prompt_tokens=1707, candidates_tokens=168, total_tokens=1875
2025-11-20T22:40:13.675170 | travel_vlogs_98 | chunk 0 | prompt_tokens=1457, candidates_tokens=112, total_tokens=1569
2025-11-20T22:40:18.273377 | travel_vlogs_98 | chunk 1 | prompt_tokens=582, candidates_tokens=67, total_tokens=649
2025-11-20T22:40:45.911322 | travel_vlogs_98 | chunk 2 | prompt_tokens=2032, candidates_tokens=108, total_tokens=2140
2025-11-20T22:41:01.171617 | travel_vlogs_98 | chunk 3 | prompt_tokens=2682, candidates_tokens=129, total_tokens=2811
2025-11-20T22:41:06.651032 | travel_vlogs_98 | chunk 4 | prompt_tokens=457, candidates_tokens=81, total_tokens=538
2025-11-20T22:41:15.773630 | travel_vlogs_98 | chunk 5 | prompt_tokens=1482, candidates_tokens=96, total_tokens=1578
2025-11-20T22:41:23.851188 | travel_vlogs_98 | chunk 6 | prompt_tokens=1232, candidates_tokens=86, total_tokens=1318
2025-11-20T22:41:28.253727 | travel_vlogs_98 | chunk 7 | prompt_tokens=582, candidates_tokens=69, total_tokens=651
2025-11-20T22:41:33.557952 | travel_vlogs_98 | chunk 8 | prompt_tokens=1057, candidates_tokens=97, total_tokens=1154
2025-11-20T22:41:44.445898 | travel_vlogs_98 | chunk 9 | prompt_tokens=1382, candidates_tokens=112, total_tokens=1494
2025-11-20T22:41:48.203881 | travel_vlogs_98 | chunk 10 | prompt_tokens=382, candidates_tokens=50, total_tokens=432
2025-11-20T22:42:10.808384 | travel_vlogs_98 | chunk 11 | prompt_tokens=1082, candidates_tokens=114, total_tokens=1196
2025-11-20T22:42:16.869709 | travel_vlogs_98 | chunk 12 | prompt_tokens=332, candidates_tokens=45, total_tokens=377
2025-11-20T22:42:20.821125 | travel_vlogs_98 | chunk 13 | prompt_tokens=582, candidates_tokens=52, total_tokens=634
2025-11-20T22:42:35.618417 | travel_vlogs_98 | chunk 14 | prompt_tokens=2282, candidates_tokens=92, total_tokens=2374
2025-11-20T22:42:40.552514 | travel_vlogs_56 | chunk 0 | prompt_tokens=682, candidates_tokens=66, total_tokens=748
2025-11-20T22:42:50.123754 | travel_vlogs_56 | chunk 1 | prompt_tokens=1157, candidates_tokens=98, total_tokens=1255
2025-11-20T22:42:55.682939 | travel_vlogs_56 | chunk 2 | prompt_tokens=757, candidates_tokens=101, total_tokens=858
2025-11-20T22:43:08.182963 | travel_vlogs_56 | chunk 3 | prompt_tokens=1907, candidates_tokens=138, total_tokens=2045
2025-11-20T22:43:18.408856 | travel_vlogs_56 | chunk 4 | prompt_tokens=1857, candidates_tokens=130, total_tokens=1987
2025-11-20T22:43:22.318005 | travel_vlogs_56 | chunk 5 | prompt_tokens=557, candidates_tokens=73, total_tokens=630
2025-11-20T22:43:28.979387 | travel_vlogs_56 | chunk 6 | prompt_tokens=782, candidates_tokens=96, total_tokens=878
2025-11-20T22:43:35.890519 | travel_vlogs_56 | chunk 7 | prompt_tokens=807, candidates_tokens=78, total_tokens=885
2025-11-20T22:43:44.473657 | travel_vlogs_56 | chunk 8 | prompt_tokens=1182, candidates_tokens=103, total_tokens=1285
2025-11-20T22:43:51.104778 | travel_vlogs_56 | chunk 9 | prompt_tokens=682, candidates_tokens=87, total_tokens=769
2025-11-20T22:43:56.917210 | travel_vlogs_56 | chunk 10 | prompt_tokens=657, candidates_tokens=85, total_tokens=742
2025-11-20T22:44:03.776922 | travel_vlogs_56 | chunk 11 | prompt_tokens=757, candidates_tokens=65, total_tokens=822
2025-11-20T22:44:11.049832 | travel_vlogs_56 | chunk 12 | prompt_tokens=1132, candidates_tokens=95, total_tokens=1227
2025-11-20T22:44:16.877731 | travel_vlogs_56 | chunk 13 | prompt_tokens=582, candidates_tokens=39, total_tokens=621
2025-11-20T22:44:24.303388 | travel_vlogs_120 | chunk 0 | prompt_tokens=1232, candidates_tokens=72, total_tokens=1304
2025-11-20T22:44:33.731988 | travel_vlogs_120 | chunk 1 | prompt_tokens=1832, candidates_tokens=166, total_tokens=1998
2025-11-20T22:44:41.019771 | travel_vlogs_120 | chunk 2 | prompt_tokens=1507, candidates_tokens=117, total_tokens=1624
2025-11-20T22:44:46.917276 | travel_vlogs_120 | chunk 3 | prompt_tokens=882, candidates_tokens=149, total_tokens=1031
2025-11-20T22:44:54.255428 | travel_vlogs_120 | chunk 4 | prompt_tokens=882, candidates_tokens=141, total_tokens=1023
2025-11-20T22:45:07.501891 | travel_vlogs_120 | chunk 5 | prompt_tokens=2982, candidates_tokens=211, total_tokens=3193
2025-11-20T22:45:17.120692 | travel_vlogs_120 | chunk 6 | prompt_tokens=1082, candidates_tokens=83, total_tokens=1165
2025-11-20T22:45:27.536321 | travel_vlogs_120 | chunk 7 | prompt_tokens=1232, candidates_tokens=141, total_tokens=1373
2025-11-20T22:45:36.361315 | travel_vlogs_120 | chunk 8 | prompt_tokens=757, candidates_tokens=108, total_tokens=865
2025-11-20T22:45:42.570131 | travel_vlogs_132 | chunk 0 | prompt_tokens=757, candidates_tokens=94, total_tokens=851
2025-11-20T22:45:49.514164 | travel_vlogs_132 | chunk 1 | prompt_tokens=857, candidates_tokens=88, total_tokens=945
2025-11-20T22:46:01.929422 | travel_vlogs_132 | chunk 2 | prompt_tokens=1757, candidates_tokens=135, total_tokens=1892
2025-11-20T22:46:10.133966 | travel_vlogs_132 | chunk 3 | prompt_tokens=732, candidates_tokens=103, total_tokens=835
2025-11-20T22:46:17.130052 | travel_vlogs_132 | chunk 4 | prompt_tokens=1357, candidates_tokens=98, total_tokens=1455
2025-11-20T22:46:22.395216 | travel_vlogs_132 | chunk 5 | prompt_tokens=707, candidates_tokens=100, total_tokens=807
2025-11-20T22:46:30.599530 | travel_vlogs_132 | chunk 6 | prompt_tokens=1107, candidates_tokens=153, total_tokens=1260
2025-11-20T22:46:36.413356 | travel_vlogs_132 | chunk 7 | prompt_tokens=607, candidates_tokens=77, total_tokens=684
2025-11-20T22:46:42.693768 | travel_vlogs_132 | chunk 8 | prompt_tokens=682, candidates_tokens=74, total_tokens=756
2025-11-20T22:46:51.573341 | travel_vlogs_132 | chunk 9 | prompt_tokens=907, candidates_tokens=109, total_tokens=1016
2025-11-20T22:46:56.664039 | travel_vlogs_132 | chunk 10 | prompt_tokens=832, candidates_tokens=118, total_tokens=950
2025-11-20T22:47:02.971893 | travel_vlogs_132 | chunk 11 | prompt_tokens=1357, candidates_tokens=98, total_tokens=1455
2025-11-20T22:47:08.522999 | travel_vlogs_132 | chunk 12 | prompt_tokens=557, candidates_tokens=73, total_tokens=630
2025-11-20T22:47:13.939904 | travel_vlogs_132 | chunk 13 | prompt_tokens=1032, candidates_tokens=149, total_tokens=1181
2025-11-20T22:47:21.130638 | travel_vlogs_132 | chunk 14 | prompt_tokens=1732, candidates_tokens=92, total_tokens=1824
2025-11-20T22:47:31.455186 | travel_vlogs_132 | chunk 15 | prompt_tokens=2332, candidates_tokens=148, total_tokens=2480
2025-11-20T22:47:38.145731 | travel_vlogs_151 | chunk 0 | prompt_tokens=1032, candidates_tokens=143, total_tokens=1175
2025-11-20T22:47:43.845651 | travel_vlogs_151 | chunk 1 | prompt_tokens=1082, candidates_tokens=103, total_tokens=1185
2025-11-20T22:47:53.977737 | travel_vlogs_151 | chunk 2 | prompt_tokens=1157, candidates_tokens=128, total_tokens=1285
2025-11-20T22:48:05.983928 | travel_vlogs_151 | chunk 3 | prompt_tokens=1882, candidates_tokens=166, total_tokens=2048
2025-11-20T22:48:12.097673 | travel_vlogs_151 | chunk 4 | prompt_tokens=1107, candidates_tokens=105, total_tokens=1212
2025-11-20T22:48:19.182471 | travel_vlogs_151 | chunk 5 | prompt_tokens=882, candidates_tokens=81, total_tokens=963
2025-11-20T22:48:26.285858 | travel_vlogs_151 | chunk 6 | prompt_tokens=1082, candidates_tokens=186, total_tokens=1268
2025-11-20T22:48:34.322271 | travel_vlogs_151 | chunk 7 | prompt_tokens=1307, candidates_tokens=82, total_tokens=1389
2025-11-20T22:48:41.263333 | travel_vlogs_151 | chunk 8 | prompt_tokens=1332, candidates_tokens=189, total_tokens=1521
2025-11-20T22:48:50.963709 | travel_vlogs_151 | chunk 9 | prompt_tokens=1832, candidates_tokens=118, total_tokens=1950
2025-11-20T22:48:58.067482 | travel_vlogs_151 | chunk 10 | prompt_tokens=2332, candidates_tokens=194, total_tokens=2526
2025-11-20T22:49:02.118965 | travel_vlogs_151 | chunk 11 | prompt_tokens=682, candidates_tokens=64, total_tokens=746
2025-11-20T22:49:07.360966 | travel_vlogs_229 | chunk 0 | prompt_tokens=1307, candidates_tokens=70, total_tokens=1377
2025-11-20T22:49:13.057338 | travel_vlogs_229 | chunk 1 | prompt_tokens=507, candidates_tokens=104, total_tokens=611
2025-11-20T22:49:17.804764 | travel_vlogs_229 | chunk 2 | prompt_tokens=857, candidates_tokens=114, total_tokens=971
2025-11-20T22:49:21.874584 | travel_vlogs_229 | chunk 3 | prompt_tokens=632, candidates_tokens=84, total_tokens=716
2025-11-20T22:49:35.064391 | travel_vlogs_229 | chunk 4 | prompt_tokens=1307, candidates_tokens=134, total_tokens=1441
2025-11-20T22:49:41.727670 | travel_vlogs_229 | chunk 5 | prompt_tokens=1032, candidates_tokens=147, total_tokens=1179
2025-11-20T22:49:51.079731 | travel_vlogs_229 | chunk 6 | prompt_tokens=1207, candidates_tokens=132, total_tokens=1339
2025-11-20T22:50:12.799914 | travel_vlogs_229 | chunk 7 | prompt_tokens=2157, candidates_tokens=130, total_tokens=2287
2025-11-20T22:50:19.254284 | travel_vlogs_229 | chunk 8 | prompt_tokens=1582, candidates_tokens=103, total_tokens=1685
2025-11-20T22:50:25.756691 | travel_vlogs_229 | chunk 9 | prompt_tokens=1307, candidates_tokens=143, total_tokens=1450
2025-11-20T22:50:33.160786 | travel_vlogs_229 | chunk 10 | prompt_tokens=1682, candidates_tokens=200, total_tokens=1882
2025-11-20T22:50:40.620779 | travel_vlogs_229 | chunk 11 | prompt_tokens=982, candidates_tokens=97, total_tokens=1079
2025-11-20T22:50:50.954656 | travel_vlogs_229 | chunk 12 | prompt_tokens=1532, candidates_tokens=158, total_tokens=1690
2025-11-20T22:50:59.217276 | travel_vlogs_229 | chunk 13 | prompt_tokens=1032, candidates_tokens=64, total_tokens=1096
2025-11-20T22:51:05.062945 | travel_vlogs_229 | chunk 14 | prompt_tokens=532, candidates_tokens=71, total_tokens=603
2025-11-20T22:51:15.184580 | travel_vlogs_50 | chunk 0 | prompt_tokens=1907, candidates_tokens=127, total_tokens=2034
2025-11-20T22:51:30.964805 | travel_vlogs_50 | chunk 1 | prompt_tokens=1507, candidates_tokens=142, total_tokens=1649
2025-11-20T22:51:35.264774 | travel_vlogs_50 | chunk 2 | prompt_tokens=507, candidates_tokens=35, total_tokens=542
2025-11-20T22:51:40.199364 | travel_vlogs_50 | chunk 3 | prompt_tokens=532, candidates_tokens=55, total_tokens=587
2025-11-20T22:51:46.292345 | travel_vlogs_50 | chunk 4 | prompt_tokens=632, candidates_tokens=61, total_tokens=693
2025-11-20T22:51:52.638815 | travel_vlogs_50 | chunk 5 | prompt_tokens=1282, candidates_tokens=91, total_tokens=1373
2025-11-20T22:52:00.212905 | travel_vlogs_50 | chunk 6 | prompt_tokens=582, candidates_tokens=81, total_tokens=663
2025-11-20T22:52:07.589118 | travel_vlogs_50 | chunk 7 | prompt_tokens=1157, candidates_tokens=76, total_tokens=1233
2025-11-20T22:52:13.146948 | travel_vlogs_50 | chunk 8 | prompt_tokens=732, candidates_tokens=106, total_tokens=838
2025-11-20T22:52:19.294987 | travel_vlogs_50 | chunk 9 | prompt_tokens=632, candidates_tokens=88, total_tokens=720
2025-11-20T22:57:30.795624 | travel_vlogs_50 | chunk 10 | prompt_tokens=1532, candidates_tokens=169, total_tokens=1701
2025-11-20T22:57:43.086024 | travel_vlogs_50 | chunk 11 | prompt_tokens=2332, candidates_tokens=116, total_tokens=2448
2025-11-20T22:57:48.716491 | travel_vlogs_234 | chunk 0 | prompt_tokens=632, candidates_tokens=76, total_tokens=708
2025-11-20T23:06:07.324809 | travel_vlogs_234 | chunk 1 | prompt_tokens=2307, candidates_tokens=135, total_tokens=2442
2025-11-20T23:06:16.448236 | travel_vlogs_234 | chunk 2 | prompt_tokens=882, candidates_tokens=90, total_tokens=972
2025-11-20T23:06:23.845632 | travel_vlogs_234 | chunk 3 | prompt_tokens=857, candidates_tokens=140, total_tokens=997
2025-11-20T23:06:30.780345 | travel_vlogs_234 | chunk 4 | prompt_tokens=1857, candidates_tokens=155, total_tokens=2012
2025-11-20T23:06:40.320418 | travel_vlogs_234 | chunk 5 | prompt_tokens=1382, candidates_tokens=117, total_tokens=1499
2025-11-20T23:06:44.164189 | travel_vlogs_234 | chunk 6 | prompt_tokens=532, candidates_tokens=53, total_tokens=585
2025-11-20T23:06:51.110825 | travel_vlogs_234 | chunk 7 | prompt_tokens=757, candidates_tokens=127, total_tokens=884
2025-11-20T23:06:56.732025 | travel_vlogs_234 | chunk 8 | prompt_tokens=1057, candidates_tokens=106, total_tokens=1163
2025-11-20T23:07:04.276260 | travel_vlogs_234 | chunk 9 | prompt_tokens=682, candidates_tokens=138, total_tokens=820
2025-11-20T23:07:10.138043 | travel_vlogs_234 | chunk 10 | prompt_tokens=1032, candidates_tokens=73, total_tokens=1105
2025-11-20T23:07:16.915471 | travel_vlogs_234 | chunk 11 | prompt_tokens=857, candidates_tokens=98, total_tokens=955
2025-11-20T23:07:24.413662 | travel_vlogs_234 | chunk 12 | prompt_tokens=1382, candidates_tokens=123, total_tokens=1505
2025-11-20T23:07:32.599601 | travel_vlogs_234 | chunk 13 | prompt_tokens=1157, candidates_tokens=125, total_tokens=1282
2025-11-20T23:07:39.481567 | travel_vlogs_234 | chunk 14 | prompt_tokens=982, candidates_tokens=111, total_tokens=1093
2025-11-20T23:07:44.890553 | travel_vlogs_234 | chunk 15 | prompt_tokens=332, candidates_tokens=53, total_tokens=385
2025-11-20T23:07:52.273776 | travel_vlogs_234 | chunk 16 | prompt_tokens=782, candidates_tokens=99, total_tokens=881
2025-11-20T23:07:58.891476 | travel_vlogs_234 | chunk 17 | prompt_tokens=807, candidates_tokens=90, total_tokens=897
2025-11-20T23:08:03.177082 | travel_vlogs_53 | chunk 0 | prompt_tokens=707, candidates_tokens=92, total_tokens=799
2025-11-20T23:08:11.948960 | travel_vlogs_53 | chunk 1 | prompt_tokens=1782, candidates_tokens=154, total_tokens=1936
2025-11-20T23:08:19.316441 | travel_vlogs_53 | chunk 2 | prompt_tokens=1082, candidates_tokens=144, total_tokens=1226
2025-11-20T23:08:30.604658 | travel_vlogs_53 | chunk 3 | prompt_tokens=757, candidates_tokens=94, total_tokens=851
2025-11-20T23:08:36.172544 | travel_vlogs_53 | chunk 4 | prompt_tokens=1032, candidates_tokens=154, total_tokens=1186
2025-11-20T23:08:42.408811 | travel_vlogs_53 | chunk 5 | prompt_tokens=582, candidates_tokens=78, total_tokens=660
2025-11-20T23:08:49.291465 | travel_vlogs_53 | chunk 6 | prompt_tokens=807, candidates_tokens=73, total_tokens=880
2025-11-20T23:08:54.410286 | travel_vlogs_53 | chunk 7 | prompt_tokens=657, candidates_tokens=83, total_tokens=740
2025-11-20T23:09:02.695782 | travel_vlogs_53 | chunk 8 | prompt_tokens=1007, candidates_tokens=84, total_tokens=1091
2025-11-20T23:09:19.975795 | travel_vlogs_53 | chunk 9 | prompt_tokens=1907, candidates_tokens=165, total_tokens=2072
2025-11-20T23:09:30.391036 | travel_vlogs_53 | chunk 10 | prompt_tokens=1357, candidates_tokens=138, total_tokens=1495
2025-11-20T23:09:35.264214 | travel_vlogs_53 | chunk 11 | prompt_tokens=582, candidates_tokens=103, total_tokens=685
2025-11-20T23:09:40.609040 | travel_vlogs_53 | chunk 12 | prompt_tokens=457, candidates_tokens=58, total_tokens=515
2025-11-20T23:09:49.643318 | travel_vlogs_53 | chunk 13 | prompt_tokens=1307, candidates_tokens=158, total_tokens=1465
2025-11-20T23:09:54.125457 | travel_vlogs_77 | chunk 0 | prompt_tokens=582, candidates_tokens=111, total_tokens=693
2025-11-20T23:10:04.688219 | travel_vlogs_77 | chunk 1 | prompt_tokens=832, candidates_tokens=98, total_tokens=930
2025-11-20T23:10:37.589780 | travel_vlogs_77 | chunk 2 | prompt_tokens=3307, candidates_tokens=112, total_tokens=3419
2025-11-20T23:10:40.561933 | travel_vlogs_77 | chunk 3 | prompt_tokens=232, candidates_tokens=30, total_tokens=262
2025-11-20T23:11:00.358798 | travel_vlogs_77 | chunk 4 | prompt_tokens=1557, candidates_tokens=126, total_tokens=1683
2025-11-20T23:11:14.654154 | travel_vlogs_77 | chunk 5 | prompt_tokens=1907, candidates_tokens=109, total_tokens=2016
2025-11-20T23:11:20.533723 | travel_vlogs_77 | chunk 6 | prompt_tokens=757, candidates_tokens=82, total_tokens=839
2025-11-20T23:11:24.544877 | travel_vlogs_77 | chunk 7 | prompt_tokens=457, candidates_tokens=70, total_tokens=527
2025-11-20T23:11:30.282987 | travel_vlogs_77 | chunk 8 | prompt_tokens=607, candidates_tokens=76, total_tokens=683
2025-11-20T23:11:41.696614 | travel_vlogs_77 | chunk 9 | prompt_tokens=1782, candidates_tokens=122, total_tokens=1904
2025-11-20T23:12:06.846992 | travel_vlogs_130 | chunk 0 | prompt_tokens=1807, candidates_tokens=155, total_tokens=1962
2025-11-20T23:12:15.037820 | travel_vlogs_130 | chunk 1 | prompt_tokens=2257, candidates_tokens=183, total_tokens=2440
2025-11-20T23:12:26.235987 | travel_vlogs_130 | chunk 2 | prompt_tokens=2007, candidates_tokens=115, total_tokens=2122
2025-11-20T23:12:31.952765 | travel_vlogs_130 | chunk 3 | prompt_tokens=832, candidates_tokens=123, total_tokens=955
2025-11-20T23:12:40.436044 | travel_vlogs_130 | chunk 4 | prompt_tokens=1632, candidates_tokens=102, total_tokens=1734
2025-11-20T23:12:49.464310 | travel_vlogs_130 | chunk 5 | prompt_tokens=1332, candidates_tokens=115, total_tokens=1447
2025-11-20T23:12:54.127321 | travel_vlogs_130 | chunk 6 | prompt_tokens=657, candidates_tokens=62, total_tokens=719
2025-11-20T23:13:00.771369 | travel_vlogs_130 | chunk 7 | prompt_tokens=1157, candidates_tokens=52, total_tokens=1209
2025-11-20T23:13:12.142872 | travel_vlogs_82 | chunk 0 | prompt_tokens=1782, candidates_tokens=175, total_tokens=1957
2025-11-20T23:13:18.515704 | travel_vlogs_82 | chunk 1 | prompt_tokens=757, candidates_tokens=112, total_tokens=869
2025-11-20T23:13:25.488724 | travel_vlogs_82 | chunk 2 | prompt_tokens=732, candidates_tokens=109, total_tokens=841
2025-11-20T23:13:32.105500 | travel_vlogs_82 | chunk 3 | prompt_tokens=1407, candidates_tokens=189, total_tokens=1596
2025-11-20T23:13:36.445261 | travel_vlogs_82 | chunk 4 | prompt_tokens=432, candidates_tokens=98, total_tokens=530
2025-11-20T23:13:43.138822 | travel_vlogs_82 | chunk 5 | prompt_tokens=732, candidates_tokens=102, total_tokens=834
2025-11-20T23:13:48.625804 | travel_vlogs_82 | chunk 6 | prompt_tokens=1182, candidates_tokens=157, total_tokens=1339
2025-11-20T23:13:54.503008 | travel_vlogs_82 | chunk 7 | prompt_tokens=832, candidates_tokens=86, total_tokens=918
2025-11-20T23:14:01.229361 | travel_vlogs_82 | chunk 8 | prompt_tokens=907, candidates_tokens=154, total_tokens=1061
2025-11-20T23:14:11.447413 | travel_vlogs_82 | chunk 9 | prompt_tokens=1632, candidates_tokens=160, total_tokens=1792
2025-11-20T23:14:23.547577 | travel_vlogs_82 | chunk 10 | prompt_tokens=1932, candidates_tokens=355, total_tokens=2287
2025-11-20T23:14:29.686911 | travel_vlogs_82 | chunk 11 | prompt_tokens=682, candidates_tokens=78, total_tokens=760
2025-11-20T23:14:37.329872 | travel_vlogs_82 | chunk 12 | prompt_tokens=557, candidates_tokens=99, total_tokens=656
2025-11-20T23:14:50.541227 | travel_vlogs_82 | chunk 13 | prompt_tokens=357, candidates_tokens=52, total_tokens=409
2025-11-20T23:15:00.102318 | travel_vlogs_82 | chunk 14 | prompt_tokens=1957, candidates_tokens=82, total_tokens=2039
2025-11-20T23:15:05.746214 | travel_vlogs_29 | chunk 0 | prompt_tokens=882, candidates_tokens=104, total_tokens=986
2025-11-20T23:15:11.611849 | travel_vlogs_29 | chunk 1 | prompt_tokens=482, candidates_tokens=77, total_tokens=559
2025-11-20T23:15:16.886452 | travel_vlogs_29 | chunk 2 | prompt_tokens=357, candidates_tokens=53, total_tokens=410
2025-11-20T23:15:26.107118 | travel_vlogs_29 | chunk 3 | prompt_tokens=1432, candidates_tokens=94, total_tokens=1526
2025-11-20T23:15:37.480658 | travel_vlogs_29 | chunk 4 | prompt_tokens=582, candidates_tokens=89, total_tokens=671
2025-11-20T23:15:47.287574 | travel_vlogs_29 | chunk 5 | prompt_tokens=1082, candidates_tokens=142, total_tokens=1224
2025-11-20T23:15:52.632811 | travel_vlogs_29 | chunk 6 | prompt_tokens=1132, candidates_tokens=68, total_tokens=1200
2025-11-20T23:15:58.215734 | travel_vlogs_29 | chunk 7 | prompt_tokens=1082, candidates_tokens=84, total_tokens=1166
2025-11-20T23:16:07.136593 | travel_vlogs_29 | chunk 8 | prompt_tokens=2507, candidates_tokens=123, total_tokens=2630
2025-11-20T23:16:16.181706 | travel_vlogs_29 | chunk 9 | prompt_tokens=1582, candidates_tokens=110, total_tokens=1692
2025-11-20T23:16:21.116731 | travel_vlogs_29 | chunk 10 | prompt_tokens=382, candidates_tokens=50, total_tokens=432
2025-11-20T23:16:28.504962 | travel_vlogs_29 | chunk 11 | prompt_tokens=1007, candidates_tokens=94, total_tokens=1101
2025-11-20T23:16:44.163042 | travel_vlogs_29 | chunk 12 | prompt_tokens=807, candidates_tokens=119, total_tokens=926
2025-11-20T23:17:02.580581 | travel_vlogs_29 | chunk 13 | prompt_tokens=1157, candidates_tokens=112, total_tokens=1269
2025-11-20T23:17:11.027675 | travel_vlogs_41 | chunk 0 | prompt_tokens=1057, candidates_tokens=79, total_tokens=1136
2025-11-20T23:17:19.002319 | travel_vlogs_41 | chunk 1 | prompt_tokens=682, candidates_tokens=87, total_tokens=769
2025-11-20T23:17:28.819990 | travel_vlogs_41 | chunk 2 | prompt_tokens=882, candidates_tokens=73, total_tokens=955
2025-11-20T23:17:39.867002 | travel_vlogs_41 | chunk 3 | prompt_tokens=1057, candidates_tokens=69, total_tokens=1126
2025-11-20T23:17:47.838838 | travel_vlogs_41 | chunk 4 | prompt_tokens=1332, candidates_tokens=86, total_tokens=1418
2025-11-20T23:17:58.941764 | travel_vlogs_41 | chunk 5 | prompt_tokens=1457, candidates_tokens=78, total_tokens=1535
2025-11-20T23:18:07.957729 | travel_vlogs_41 | chunk 6 | prompt_tokens=1182, candidates_tokens=94, total_tokens=1276
2025-11-20T23:18:21.463927 | travel_vlogs_41 | chunk 7 | prompt_tokens=1282, candidates_tokens=75, total_tokens=1357
2025-11-20T23:18:26.762762 | travel_vlogs_41 | chunk 8 | prompt_tokens=757, candidates_tokens=78, total_tokens=835
2025-11-20T23:18:37.351492 | travel_vlogs_41 | chunk 9 | prompt_tokens=1557, candidates_tokens=88, total_tokens=1645
2025-11-20T23:18:51.138295 | travel_vlogs_41 | chunk 10 | prompt_tokens=907, candidates_tokens=74, total_tokens=981
2025-11-20T23:18:58.580833 | travel_vlogs_41 | chunk 11 | prompt_tokens=1332, candidates_tokens=82, total_tokens=1414
2025-11-20T23:19:04.135758 | travel_vlogs_153 | chunk 0 | prompt_tokens=882, candidates_tokens=92, total_tokens=974
2025-11-20T23:19:09.966454 | travel_vlogs_153 | chunk 1 | prompt_tokens=757, candidates_tokens=100, total_tokens=857
2025-11-20T23:19:18.109672 | travel_vlogs_153 | chunk 2 | prompt_tokens=1182, candidates_tokens=115, total_tokens=1297
2025-11-20T23:19:27.067280 | travel_vlogs_153 | chunk 3 | prompt_tokens=1157, candidates_tokens=117, total_tokens=1274
2025-11-20T23:19:37.286836 | travel_vlogs_153 | chunk 4 | prompt_tokens=1907, candidates_tokens=160, total_tokens=2067
2025-11-20T23:19:45.347283 | travel_vlogs_153 | chunk 5 | prompt_tokens=1007, candidates_tokens=135, total_tokens=1142
2025-11-20T23:20:24.897047 | travel_vlogs_153 | chunk 6 | prompt_tokens=3282, candidates_tokens=211, total_tokens=3493
2025-11-20T23:21:07.118628 | travel_vlogs_153 | chunk 7 | prompt_tokens=3832, candidates_tokens=189, total_tokens=4021
2025-11-20T23:21:23.783761 | travel_vlogs_153 | chunk 8 | prompt_tokens=2982, candidates_tokens=201, total_tokens=3183
2025-11-20T23:21:29.855774 | travel_vlogs_219 | chunk 0 | prompt_tokens=682, candidates_tokens=118, total_tokens=800
2025-11-20T23:21:42.340701 | travel_vlogs_219 | chunk 1 | prompt_tokens=982, candidates_tokens=95, total_tokens=1077
2025-11-20T23:21:49.157661 | travel_vlogs_219 | chunk 2 | prompt_tokens=507, candidates_tokens=104, total_tokens=611
2025-11-20T23:22:03.950095 | travel_vlogs_219 | chunk 3 | prompt_tokens=1757, candidates_tokens=145, total_tokens=1902
2025-11-20T23:22:15.903583 | travel_vlogs_219 | chunk 4 | prompt_tokens=1082, candidates_tokens=139, total_tokens=1221
2025-11-20T23:22:26.256712 | travel_vlogs_219 | chunk 5 | prompt_tokens=1757, candidates_tokens=157, total_tokens=1914
2025-11-20T23:22:34.176269 | travel_vlogs_219 | chunk 6 | prompt_tokens=1457, candidates_tokens=156, total_tokens=1613
2025-11-20T23:22:45.472281 | travel_vlogs_219 | chunk 7 | prompt_tokens=2557, candidates_tokens=184, total_tokens=2741
2025-11-20T23:22:56.215197 | travel_vlogs_219 | chunk 8 | prompt_tokens=1657, candidates_tokens=133, total_tokens=1790
2025-11-20T23:23:10.802309 | travel_vlogs_219 | chunk 9 | prompt_tokens=1757, candidates_tokens=185, total_tokens=1942
2025-11-20T23:23:17.725404 | travel_vlogs_154 | chunk 0 | prompt_tokens=657, candidates_tokens=71, total_tokens=728
2025-11-20T23:23:29.132278 | travel_vlogs_154 | chunk 1 | prompt_tokens=2057, candidates_tokens=117, total_tokens=2174
