2025-11-21T00:42:35.485436 | travel_vlogs_213 | chunk 0 | prompt_tokens=5223, candidates_tokens=216, total_tokens=5439
2025-11-21T01:36:18.693163 | travel_vlogs_157 | chunk 3 | prompt_tokens=45384, candidates_tokens=210, total_tokens=45594
2025-11-21T01:36:31.722435 | travel_vlogs_157 | chunk 4 | prompt_tokens=7770, candidates_tokens=201, total_tokens=7971
2025-11-21T01:36:37.520482 | travel_vlogs_157 | chunk 5 | prompt_tokens=2268, candidates_tokens=160, total_tokens=2428
2025-11-21T01:37:02.264296 | travel_vlogs_157 | chunk 6 | prompt_tokens=10525, candidates_tokens=145, total_tokens=10670
2025-11-21T01:37:12.265041 | travel_vlogs_157 | chunk 7 | prompt_tokens=13122, candidates_tokens=210, total_tokens=13332
2025-11-21T01:37:31.594648 | travel_vlogs_157 | chunk 8 | prompt_tokens=28662, candidates_tokens=259, total_tokens=28921
2025-11-21T01:37:39.713068 | travel_vlogs_157 | chunk 9 | prompt_tokens=4349, candidates_tokens=189, total_tokens=4538
2025-11-21T01:37:48.172099 | travel_vlogs_157 | chunk 10 | prompt_tokens=7179, candidates_tokens=188, total_tokens=7367
2025-11-21T01:38:30.252479 | travel_vlogs_157 | chunk 11 | prompt_tokens=14512, candidates_tokens=246, total_tokens=14758
2025-11-21T01:40:18.872610 | travel_vlogs_35 | chunk 0 | prompt_tokens=17367, candidates_tokens=249, total_tokens=17616
2025-11-21T01:40:25.297514 | travel_vlogs_35 | chunk 1 | prompt_tokens=10267, candidates_tokens=128, total_tokens=10395
2025-11-21T01:40:38.434569 | travel_vlogs_35 | chunk 2 | prompt_tokens=15644, candidates_tokens=198, total_tokens=15842
2025-11-21T01:41:07.305272 | travel_vlogs_35 | chunk 3 | prompt_tokens=45925, candidates_tokens=367, total_tokens=46292
2025-11-21T01:41:15.764029 | travel_vlogs_35 | chunk 4 | prompt_tokens=14437, candidates_tokens=195, total_tokens=14632
2025-11-21T01:41:24.621411 | travel_vlogs_35 | chunk 5 | prompt_tokens=6488, candidates_tokens=170, total_tokens=6658
2025-11-21T01:41:32.220377 | travel_vlogs_35 | chunk 6 | prompt_tokens=11915, candidates_tokens=201, total_tokens=12116
2025-11-21T01:41:41.401958 | travel_vlogs_35 | chunk 7 | prompt_tokens=11324, candidates_tokens=183, total_tokens=11507
2025-11-21T01:41:49.831944 | travel_vlogs_35 | chunk 8 | prompt_tokens=8469, candidates_tokens=191, total_tokens=8660
2025-11-21T01:42:14.011581 | travel_vlogs_35 | chunk 9 | prompt_tokens=24442, candidates_tokens=178, total_tokens=24620
2025-11-21T01:42:21.361701 | travel_vlogs_35 | chunk 10 | prompt_tokens=7412, candidates_tokens=192, total_tokens=7604
2025-11-21T01:42:44.923225 | travel_vlogs_175 | chunk 0 | prompt_tokens=7620, candidates_tokens=179, total_tokens=7799
2025-11-21T01:42:59.124922 | travel_vlogs_175 | chunk 1 | prompt_tokens=20996, candidates_tokens=451, total_tokens=21447
2025-11-21T01:43:09.229837 | travel_vlogs_175 | chunk 2 | prompt_tokens=20713, candidates_tokens=224, total_tokens=20937
2025-11-21T01:43:17.388996 | travel_vlogs_175 | chunk 3 | prompt_tokens=10758, candidates_tokens=174, total_tokens=10932
2025-11-21T01:43:26.245032 | travel_vlogs_175 | chunk 4 | prompt_tokens=12248, candidates_tokens=219, total_tokens=12467
2025-11-21T01:43:33.088977 | travel_vlogs_175 | chunk 5 | prompt_tokens=7670, candidates_tokens=206, total_tokens=7876
2025-11-21T01:43:41.791060 | travel_vlogs_175 | chunk 6 | prompt_tokens=17625, candidates_tokens=261, total_tokens=17886
2025-11-21T01:43:49.582202 | travel_vlogs_175 | chunk 7 | prompt_tokens=6821, candidates_tokens=157, total_tokens=6978
2025-11-21T01:43:56.250953 | travel_vlogs_175 | chunk 8 | prompt_tokens=10550, candidates_tokens=195, total_tokens=10745
2025-11-21T01:44:03.633849 | travel_vlogs_175 | chunk 9 | prompt_tokens=7745, candidates_tokens=192, total_tokens=7937
2025-11-21T01:44:09.441728 | travel_vlogs_154 | chunk 0 | prompt_tokens=3633, candidates_tokens=142, total_tokens=3775
2025-11-21T01:44:18.265154 | travel_vlogs_154 | chunk 1 | prompt_tokens=19481, candidates_tokens=287, total_tokens=19768
2025-11-21T01:44:27.646899 | travel_vlogs_154 | chunk 2 | prompt_tokens=12689, candidates_tokens=204, total_tokens=12893
2025-11-21T01:44:38.081941 | travel_vlogs_154 | chunk 3 | prompt_tokens=17858, candidates_tokens=181, total_tokens=18039
2025-11-21T01:44:43.811290 | travel_vlogs_154 | chunk 4 | prompt_tokens=5739, candidates_tokens=160, total_tokens=5899
2025-11-21T01:44:55.096996 | travel_vlogs_154 | chunk 5 | prompt_tokens=14179, candidates_tokens=197, total_tokens=14376
2025-11-21T01:45:05.886486 | travel_vlogs_154 | chunk 6 | prompt_tokens=6022, candidates_tokens=135, total_tokens=6157
2025-11-21T01:45:13.583581 | travel_vlogs_154 | chunk 7 | prompt_tokens=2343, candidates_tokens=142, total_tokens=2485
2025-11-21T01:45:21.394619 | travel_vlogs_154 | chunk 8 | prompt_tokens=12148, candidates_tokens=183, total_tokens=12331
2025-11-21T01:45:27.806914 | travel_vlogs_154 | chunk 9 | prompt_tokens=2551, candidates_tokens=167, total_tokens=2718
2025-11-21T01:45:43.347435 | travel_vlogs_154 | chunk 10 | prompt_tokens=17034, candidates_tokens=231, total_tokens=17265
2025-11-21T01:46:06.675736 | travel_vlogs_27 | chunk 0 | prompt_tokens=24184, candidates_tokens=237, total_tokens=24421
2025-11-21T01:46:24.880876 | travel_vlogs_27 | chunk 1 | prompt_tokens=19040, candidates_tokens=197, total_tokens=19237
2025-11-21T01:46:33.569435 | travel_vlogs_27 | chunk 2 | prompt_tokens=3192, candidates_tokens=149, total_tokens=3341
2025-11-21T01:46:51.957389 | travel_vlogs_27 | chunk 3 | prompt_tokens=17575, candidates_tokens=183, total_tokens=17758
2025-11-21T01:47:01.464942 | travel_vlogs_27 | chunk 4 | prompt_tokens=6846, candidates_tokens=165, total_tokens=7011
2025-11-21T01:47:20.668409 | travel_vlogs_27 | chunk 5 | prompt_tokens=23851, candidates_tokens=276, total_tokens=24127
2025-11-21T01:47:35.556062 | travel_vlogs_27 | chunk 6 | prompt_tokens=12506, candidates_tokens=164, total_tokens=12670
2025-11-21T01:47:46.317526 | travel_vlogs_27 | chunk 7 | prompt_tokens=8852, candidates_tokens=193, total_tokens=9045
2025-11-21T01:47:54.947533 | travel_vlogs_27 | chunk 8 | prompt_tokens=5406, candidates_tokens=212, total_tokens=5618
2025-11-21T01:48:09.114713 | travel_vlogs_27 | chunk 9 | prompt_tokens=13921, candidates_tokens=156, total_tokens=14077
2025-11-21T01:48:16.124153 | travel_vlogs_27 | chunk 10 | prompt_tokens=3708, candidates_tokens=189, total_tokens=3897
2025-11-21T01:48:26.297917 | travel_vlogs_19 | chunk 0 | prompt_tokens=19015, candidates_tokens=188, total_tokens=19203
2025-11-21T01:48:42.110378 | travel_vlogs_19 | chunk 1 | prompt_tokens=17267, candidates_tokens=229, total_tokens=17496
2025-11-21T01:48:51.604853 | travel_vlogs_19 | chunk 2 | prompt_tokens=20197, candidates_tokens=203, total_tokens=20400
2025-11-21T01:49:00.343543 | travel_vlogs_19 | chunk 3 | prompt_tokens=18474, candidates_tokens=228, total_tokens=18702
2025-11-21T01:49:07.200644 | travel_vlogs_19 | chunk 4 | prompt_tokens=2909, candidates_tokens=158, total_tokens=3067
2025-11-21T01:49:17.536871 | travel_vlogs_19 | chunk 5 | prompt_tokens=12556, candidates_tokens=173, total_tokens=12729
2025-11-21T01:49:28.051709 | travel_vlogs_19 | chunk 6 | prompt_tokens=12173, candidates_tokens=202, total_tokens=12375
2025-11-21T01:49:35.640334 | travel_vlogs_19 | chunk 7 | prompt_tokens=6280, candidates_tokens=210, total_tokens=6490
2025-11-21T01:49:42.221491 | travel_vlogs_19 | chunk 8 | prompt_tokens=8286, candidates_tokens=154, total_tokens=8440
2025-11-21T01:49:48.387297 | travel_vlogs_19 | chunk 9 | prompt_tokens=4066, candidates_tokens=168, total_tokens=4234
2025-11-21T01:49:58.995156 | travel_vlogs_19 | chunk 10 | prompt_tokens=5664, candidates_tokens=180, total_tokens=5844
2025-11-21T01:50:06.604037 | travel_vlogs_19 | chunk 11 | prompt_tokens=3142, candidates_tokens=175, total_tokens=3317
2025-11-21T01:50:20.119937 | travel_vlogs_19 | chunk 12 | prompt_tokens=16210, candidates_tokens=228, total_tokens=16438
2025-11-21T01:50:33.063432 | travel_vlogs_19 | chunk 13 | prompt_tokens=24134, candidates_tokens=287, total_tokens=24421
2025-11-21T01:50:39.059418 | travel_vlogs_19 | chunk 14 | prompt_tokens=2551, candidates_tokens=189, total_tokens=2740
2025-11-21T01:50:46.144183 | travel_vlogs_86 | chunk 0 | prompt_tokens=4249, candidates_tokens=157, total_tokens=4406
2025-11-21T01:51:00.122902 | travel_vlogs_86 | chunk 1 | prompt_tokens=10833, candidates_tokens=325, total_tokens=11158
2025-11-21T01:51:09.952032 | travel_vlogs_86 | chunk 2 | prompt_tokens=2268, candidates_tokens=142, total_tokens=2410
2025-11-21T01:51:28.467485 | travel_vlogs_86 | chunk 3 | prompt_tokens=11116, candidates_tokens=306, total_tokens=11422
2025-11-21T01:51:35.270774 | travel_vlogs_86 | chunk 4 | prompt_tokens=2809, candidates_tokens=112, total_tokens=2921
2025-11-21T01:51:46.140953 | travel_vlogs_86 | chunk 5 | prompt_tokens=6588, candidates_tokens=183, total_tokens=6771
2025-11-21T01:51:58.828028 | travel_vlogs_86 | chunk 6 | prompt_tokens=10500, candidates_tokens=194, total_tokens=10694
2025-11-21T01:52:11.224064 | travel_vlogs_86 | chunk 7 | prompt_tokens=11707, candidates_tokens=155, total_tokens=11862
2025-11-21T01:52:20.528868 | travel_vlogs_86 | chunk 8 | prompt_tokens=5456, candidates_tokens=161, total_tokens=5617
2025-11-21T01:52:29.411667 | travel_vlogs_86 | chunk 9 | prompt_tokens=5406, candidates_tokens=125, total_tokens=5531
2025-11-21T01:52:40.155190 | travel_vlogs_86 | chunk 10 | prompt_tokens=13921, candidates_tokens=185, total_tokens=14106
2025-11-21T01:52:51.185572 | travel_vlogs_86 | chunk 11 | prompt_tokens=7079, candidates_tokens=193, total_tokens=7272
2025-11-21T01:52:59.117007 | travel_vlogs_86 | chunk 12 | prompt_tokens=3733, candidates_tokens=146, total_tokens=3879
2025-11-21T01:53:07.992174 | travel_vlogs_86 | chunk 13 | prompt_tokens=6796, candidates_tokens=196, total_tokens=6992
2025-11-21T01:53:14.866353 | travel_vlogs_86 | chunk 14 | prompt_tokens=5123, candidates_tokens=143, total_tokens=5266
2025-11-21T01:53:26.685274 | travel_vlogs_86 | chunk 15 | prompt_tokens=8827, candidates_tokens=214, total_tokens=9041
2025-11-21T01:53:51.861670 | travel_vlogs_86 | chunk 16 | prompt_tokens=36328, candidates_tokens=247, total_tokens=36575
2025-11-21T01:54:02.198959 | travel_vlogs_41 | chunk 0 | prompt_tokens=9651, candidates_tokens=216, total_tokens=9867
2025-11-21T01:54:07.324619 | travel_vlogs_41 | chunk 1 | prompt_tokens=4840, candidates_tokens=189, total_tokens=5029
2025-11-21T01:54:14.709667 | travel_vlogs_41 | chunk 2 | prompt_tokens=7412, candidates_tokens=177, total_tokens=7589
2025-11-21T01:54:24.567888 | travel_vlogs_41 | chunk 3 | prompt_tokens=9959, candidates_tokens=172, total_tokens=10131
2025-11-21T01:54:32.341367 | travel_vlogs_41 | chunk 4 | prompt_tokens=12456, candidates_tokens=172, total_tokens=12628
2025-11-21T01:54:42.535500 | travel_vlogs_41 | chunk 5 | prompt_tokens=14204, candidates_tokens=295, total_tokens=14499
2025-11-21T01:54:53.861013 | travel_vlogs_41 | chunk 6 | prompt_tokens=11399, candidates_tokens=227, total_tokens=11626
2025-11-21T01:55:01.430400 | travel_vlogs_41 | chunk 7 | prompt_tokens=12556, candidates_tokens=166, total_tokens=12722
2025-11-21T01:55:10.050739 | travel_vlogs_41 | chunk 8 | prompt_tokens=6896, candidates_tokens=177, total_tokens=7073
2025-11-21T01:55:21.545219 | travel_vlogs_41 | chunk 9 | prompt_tokens=15028, candidates_tokens=204, total_tokens=15232
2025-11-21T01:55:30.520020 | travel_vlogs_41 | chunk 10 | prompt_tokens=8594, candidates_tokens=255, total_tokens=8849
2025-11-21T01:55:40.372983 | travel_vlogs_41 | chunk 11 | prompt_tokens=12456, candidates_tokens=259, total_tokens=12715
2025-11-21T01:55:50.386289 | travel_vlogs_98 | chunk 0 | prompt_tokens=12689, candidates_tokens=240, total_tokens=12929
2025-11-21T01:55:57.691976 | travel_vlogs_98 | chunk 1 | prompt_tokens=4632, candidates_tokens=158, total_tokens=4790
2025-11-21T01:56:09.361390 | travel_vlogs_98 | chunk 2 | prompt_tokens=20072, candidates_tokens=186, total_tokens=20258
2025-11-21T01:56:23.246090 | travel_vlogs_98 | chunk 3 | prompt_tokens=27147, candidates_tokens=221, total_tokens=27368
2025-11-21T01:56:29.997801 | travel_vlogs_98 | chunk 4 | prompt_tokens=1960, candidates_tokens=161, total_tokens=2121
2025-11-21T01:56:39.026652 | travel_vlogs_98 | chunk 5 | prompt_tokens=13896, candidates_tokens=144, total_tokens=14040
2025-11-21T01:56:48.064570 | travel_vlogs_98 | chunk 6 | prompt_tokens=11041, candidates_tokens=183, total_tokens=11224
2025-11-21T01:56:55.890412 | travel_vlogs_98 | chunk 7 | prompt_tokens=3683, candidates_tokens=131, total_tokens=3814
2025-11-21T01:57:05.145963 | travel_vlogs_98 | chunk 8 | prompt_tokens=10317, candidates_tokens=157, total_tokens=10474
2025-11-21T01:57:15.723092 | travel_vlogs_98 | chunk 9 | prompt_tokens=13663, candidates_tokens=237, total_tokens=13900
2025-11-21T01:57:21.402748 | travel_vlogs_98 | chunk 10 | prompt_tokens=1727, candidates_tokens=173, total_tokens=1900
2025-11-21T01:57:30.427532 | travel_vlogs_98 | chunk 11 | prompt_tokens=10575, candidates_tokens=126, total_tokens=10701
2025-11-21T01:57:36.520022 | travel_vlogs_98 | chunk 12 | prompt_tokens=645, candidates_tokens=160, total_tokens=805
2025-11-21T01:57:43.594356 | travel_vlogs_98 | chunk 13 | prompt_tokens=4915, candidates_tokens=152, total_tokens=5067
2025-11-21T01:57:59.107108 | travel_vlogs_98 | chunk 14 | prompt_tokens=22594, candidates_tokens=217, total_tokens=22811
2025-11-21T01:58:10.638441 | travel_vlogs_130 | chunk 0 | prompt_tokens=19065, candidates_tokens=286, total_tokens=19351
2025-11-21T01:58:25.727279 | travel_vlogs_130 | chunk 1 | prompt_tokens=22644, candidates_tokens=219, total_tokens=22863
2025-11-21T01:58:39.360831 | travel_vlogs_130 | chunk 2 | prompt_tokens=20713, candidates_tokens=248, total_tokens=20961
2025-11-21T01:58:45.269501 | travel_vlogs_130 | chunk 3 | prompt_tokens=6538, candidates_tokens=172, total_tokens=6710
2025-11-21T01:58:54.876802 | travel_vlogs_130 | chunk 4 | prompt_tokens=16801, candidates_tokens=243, total_tokens=17044
2025-11-21T01:59:03.696183 | travel_vlogs_130 | chunk 5 | prompt_tokens=12814, candidates_tokens=206, total_tokens=13020
2025-11-21T01:59:10.361658 | travel_vlogs_130 | chunk 6 | prompt_tokens=4865, candidates_tokens=206, total_tokens=5071
2025-11-21T01:59:19.927293 | travel_vlogs_130 | chunk 7 | prompt_tokens=10525, candidates_tokens=374, total_tokens=10899
2025-11-21T01:59:31.708835 | travel_vlogs_102 | chunk 0 | prompt_tokens=26065, candidates_tokens=330, total_tokens=26395
2025-11-21T01:59:39.407534 | travel_vlogs_102 | chunk 1 | prompt_tokens=7878, candidates_tokens=302, total_tokens=8180
2025-11-21T01:59:47.959549 | travel_vlogs_102 | chunk 2 | prompt_tokens=14795, candidates_tokens=306, total_tokens=15101
2025-11-21T01:59:59.132680 | travel_vlogs_102 | chunk 3 | prompt_tokens=11374, candidates_tokens=206, total_tokens=11580
2025-11-21T02:00:05.961072 | travel_vlogs_102 | chunk 4 | prompt_tokens=10733, candidates_tokens=256, total_tokens=10989
2025-11-21T02:00:14.704329 | travel_vlogs_102 | chunk 5 | prompt_tokens=9909, candidates_tokens=223, total_tokens=10132
2025-11-21T02:00:24.902390 | travel_vlogs_102 | chunk 6 | prompt_tokens=12947, candidates_tokens=222, total_tokens=13169
2025-11-21T02:00:33.970080 | travel_vlogs_102 | chunk 7 | prompt_tokens=7903, candidates_tokens=164, total_tokens=8067
2025-11-21T02:00:46.571592 | travel_vlogs_102 | chunk 8 | prompt_tokens=21254, candidates_tokens=215, total_tokens=21469
2025-11-21T02:00:55.009405 | travel_vlogs_102 | chunk 9 | prompt_tokens=12739, candidates_tokens=225, total_tokens=12964
2025-11-21T02:01:04.122969 | travel_vlogs_102 | chunk 10 | prompt_tokens=10192, candidates_tokens=195, total_tokens=10387
2025-11-21T02:01:10.594684 | travel_vlogs_102 | chunk 11 | prompt_tokens=7695, candidates_tokens=142, total_tokens=7837
2025-11-21T02:01:17.788386 | travel_vlogs_102 | chunk 12 | prompt_tokens=4199, candidates_tokens=266, total_tokens=4465
2025-11-21T02:01:30.363680 | travel_vlogs_201 | chunk 0 | prompt_tokens=14412, candidates_tokens=229, total_tokens=14641
2025-11-21T02:01:37.538216 | travel_vlogs_201 | chunk 1 | prompt_tokens=3450, candidates_tokens=171, total_tokens=3621
2025-11-21T02:01:48.430463 | travel_vlogs_201 | chunk 2 | prompt_tokens=5123, candidates_tokens=173, total_tokens=5296
2025-11-21T02:01:57.000700 | travel_vlogs_201 | chunk 3 | prompt_tokens=3708, candidates_tokens=153, total_tokens=3861
2025-11-21T02:02:11.121960 | travel_vlogs_201 | chunk 4 | prompt_tokens=11374, candidates_tokens=156, total_tokens=11530
2025-11-21T02:02:25.114255 | travel_vlogs_201 | chunk 5 | prompt_tokens=2035, candidates_tokens=148, total_tokens=2183
2025-11-21T02:02:36.115000 | travel_vlogs_201 | chunk 6 | prompt_tokens=12198, candidates_tokens=194, total_tokens=12392
2025-11-21T02:02:46.388177 | travel_vlogs_201 | chunk 7 | prompt_tokens=8028, candidates_tokens=188, total_tokens=8216
2025-11-21T02:02:59.248690 | travel_vlogs_201 | chunk 8 | prompt_tokens=16160, candidates_tokens=304, total_tokens=16464
2025-11-21T02:03:07.620499 | travel_vlogs_201 | chunk 9 | prompt_tokens=4890, candidates_tokens=263, total_tokens=5153
2025-11-21T02:03:33.956208 | travel_vlogs_201 | chunk 10 | prompt_tokens=24983, candidates_tokens=249, total_tokens=25232
2025-11-21T02:04:02.865239 | travel_vlogs_201 | chunk 11 | prompt_tokens=38234, candidates_tokens=380, total_tokens=38614
2025-11-21T02:04:23.874209 | travel_vlogs_201 | chunk 12 | prompt_tokens=25474, candidates_tokens=285, total_tokens=25759
2025-11-21T02:04:30.174256 | travel_vlogs_201 | chunk 13 | prompt_tokens=1802, candidates_tokens=144, total_tokens=1946
2025-11-21T02:04:38.228847 | travel_vlogs_37 | chunk 0 | prompt_tokens=11582, candidates_tokens=153, total_tokens=11735
2025-11-21T02:04:47.433770 | travel_vlogs_37 | chunk 1 | prompt_tokens=11732, candidates_tokens=223, total_tokens=11955
2025-11-21T02:04:56.135272 | travel_vlogs_37 | chunk 2 | prompt_tokens=8211, candidates_tokens=138, total_tokens=8349
2025-11-21T02:05:02.528789 | travel_vlogs_37 | chunk 3 | prompt_tokens=3475, candidates_tokens=157, total_tokens=3632
2025-11-21T02:05:14.013334 | travel_vlogs_37 | chunk 4 | prompt_tokens=11915, candidates_tokens=185, total_tokens=12100
2025-11-21T02:05:23.443331 | travel_vlogs_37 | chunk 5 | prompt_tokens=9343, candidates_tokens=157, total_tokens=9500
2025-11-21T02:05:38.332915 | travel_vlogs_37 | chunk 6 | prompt_tokens=20147, candidates_tokens=262, total_tokens=20409
2025-11-21T02:05:54.908419 | travel_vlogs_37 | chunk 7 | prompt_tokens=20638, candidates_tokens=204, total_tokens=20842
2025-11-21T02:06:05.326494 | travel_vlogs_37 | chunk 8 | prompt_tokens=11915, candidates_tokens=142, total_tokens=12057
2025-11-21T02:06:13.955921 | travel_vlogs_37 | chunk 9 | prompt_tokens=6255, candidates_tokens=193, total_tokens=6448
2025-11-21T02:06:21.985352 | travel_vlogs_37 | chunk 10 | prompt_tokens=5689, candidates_tokens=155, total_tokens=5844
2025-11-21T02:06:34.890988 | travel_vlogs_37 | chunk 11 | prompt_tokens=17367, candidates_tokens=259, total_tokens=17626
2025-11-21T02:06:42.441640 | travel_vlogs_56 | chunk 0 | prompt_tokens=4482, candidates_tokens=197, total_tokens=4679
2025-11-21T02:06:52.641424 | travel_vlogs_56 | chunk 1 | prompt_tokens=11091, candidates_tokens=203, total_tokens=11294
2025-11-21T02:07:00.049376 | travel_vlogs_56 | chunk 2 | prompt_tokens=6255, candidates_tokens=182, total_tokens=6437
2025-11-21T02:07:14.150120 | travel_vlogs_56 | chunk 3 | prompt_tokens=19914, candidates_tokens=201, total_tokens=20115
2025-11-21T02:07:31.318728 | travel_vlogs_56 | chunk 4 | prompt_tokens=18424, candidates_tokens=293, total_tokens=18717
2025-11-21T02:07:49.847542 | travel_vlogs_56 | chunk 5 | prompt_tokens=4016, candidates_tokens=161, total_tokens=4177
2025-11-21T02:08:02.419433 | travel_vlogs_56 | chunk 6 | prompt_tokens=6230, candidates_tokens=246, total_tokens=6476
2025-11-21T02:08:12.311657 | travel_vlogs_56 | chunk 7 | prompt_tokens=7154, candidates_tokens=151, total_tokens=7305
2025-11-21T02:08:24.668469 | travel_vlogs_56 | chunk 8 | prompt_tokens=11116, candidates_tokens=210, total_tokens=11326
2025-11-21T02:08:31.503616 | travel_vlogs_56 | chunk 9 | prompt_tokens=5406, candidates_tokens=215, total_tokens=5621
2025-11-21T02:08:38.239364 | travel_vlogs_56 | chunk 10 | prompt_tokens=4249, candidates_tokens=177, total_tokens=4426
2025-11-21T02:08:47.576582 | travel_vlogs_56 | chunk 11 | prompt_tokens=6563, candidates_tokens=232, total_tokens=6795
2025-11-21T02:09:00.644653 | travel_vlogs_56 | chunk 12 | prompt_tokens=10858, candidates_tokens=176, total_tokens=11034
2025-11-21T02:09:08.206523 | travel_vlogs_56 | chunk 13 | prompt_tokens=4016, candidates_tokens=194, total_tokens=4210
2025-11-21T02:09:16.198108 | travel_vlogs_74 | chunk 0 | prompt_tokens=3525, candidates_tokens=181, total_tokens=3706
2025-11-21T02:09:26.290696 | travel_vlogs_74 | chunk 1 | prompt_tokens=3475, candidates_tokens=159, total_tokens=3634
2025-11-21T02:09:34.592458 | travel_vlogs_74 | chunk 2 | prompt_tokens=4299, candidates_tokens=187, total_tokens=4486
2025-11-21T02:09:47.571493 | travel_vlogs_74 | chunk 3 | prompt_tokens=10833, candidates_tokens=213, total_tokens=11046
2025-11-21T02:10:00.511194 | travel_vlogs_74 | chunk 4 | prompt_tokens=14537, candidates_tokens=349, total_tokens=14886
2025-11-21T02:10:13.052004 | travel_vlogs_74 | chunk 5 | prompt_tokens=24675, candidates_tokens=257, total_tokens=24932
2025-11-21T02:10:23.038649 | travel_vlogs_74 | chunk 6 | prompt_tokens=7720, candidates_tokens=223, total_tokens=7943
2025-11-21T02:10:28.928517 | travel_vlogs_74 | chunk 7 | prompt_tokens=2085, candidates_tokens=170, total_tokens=2255
2025-11-21T02:10:34.689081 | travel_vlogs_74 | chunk 8 | prompt_tokens=3991, candidates_tokens=153, total_tokens=4144
2025-11-21T02:10:51.703507 | travel_vlogs_74 | chunk 9 | prompt_tokens=28687, candidates_tokens=307, total_tokens=28994
2025-11-21T02:11:02.078437 | travel_vlogs_74 | chunk 10 | prompt_tokens=7412, candidates_tokens=125, total_tokens=7537
2025-11-21T02:11:12.290126 | travel_vlogs_74 | chunk 11 | prompt_tokens=7978, candidates_tokens=236, total_tokens=8214
2025-11-21T02:11:21.588858 | travel_vlogs_74 | chunk 12 | prompt_tokens=9160, candidates_tokens=169, total_tokens=9329
2025-11-21T02:11:31.019153 | travel_vlogs_74 | chunk 13 | prompt_tokens=7129, candidates_tokens=202, total_tokens=7331
2025-11-21T02:11:37.535427 | travel_vlogs_74 | chunk 14 | prompt_tokens=4840, candidates_tokens=165, total_tokens=5005
2025-11-21T02:11:44.596099 | travel_vlogs_74 | chunk 15 | prompt_tokens=2318, candidates_tokens=154, total_tokens=2472
2025-11-21T02:11:50.717677 | travel_vlogs_74 | chunk 16 | prompt_tokens=3733, candidates_tokens=128, total_tokens=3861
2025-11-21T02:12:02.735774 | travel_vlogs_74 | chunk 17 | prompt_tokens=12248, candidates_tokens=341, total_tokens=12589
2025-11-21T02:12:11.993570 | travel_vlogs_74 | chunk 18 | prompt_tokens=5639, candidates_tokens=231, total_tokens=5870
2025-11-21T02:12:21.687386 | travel_vlogs_74 | chunk 19 | prompt_tokens=8186, candidates_tokens=194, total_tokens=8380
2025-11-21T02:12:37.901148 | travel_vlogs_31 | chunk 0 | prompt_tokens=23468, candidates_tokens=211, total_tokens=23679
2025-11-21T02:12:46.357176 | travel_vlogs_31 | chunk 1 | prompt_tokens=3966, candidates_tokens=188, total_tokens=4154
2025-11-21T02:12:57.582919 | travel_vlogs_31 | chunk 2 | prompt_tokens=10833, candidates_tokens=288, total_tokens=11121
2025-11-21T02:13:09.450113 | travel_vlogs_31 | chunk 3 | prompt_tokens=13638, candidates_tokens=245, total_tokens=13883
2025-11-21T02:13:22.548162 | travel_vlogs_31 | chunk 4 | prompt_tokens=19248, candidates_tokens=197, total_tokens=19445
2025-11-21T02:13:30.850808 | travel_vlogs_31 | chunk 5 | prompt_tokens=8519, candidates_tokens=184, total_tokens=8703
2025-11-21T02:13:39.845293 | travel_vlogs_31 | chunk 6 | prompt_tokens=7720, candidates_tokens=147, total_tokens=7867
2025-11-21T02:13:48.604386 | travel_vlogs_31 | chunk 7 | prompt_tokens=7387, candidates_tokens=224, total_tokens=7611
2025-11-21T02:13:55.323238 | travel_vlogs_31 | chunk 8 | prompt_tokens=5689, candidates_tokens=159, total_tokens=5848
2025-11-21T02:14:01.657854 | travel_vlogs_31 | chunk 9 | prompt_tokens=2393, candidates_tokens=144, total_tokens=2537
2025-11-21T02:14:13.967575 | travel_vlogs_31 | chunk 10 | prompt_tokens=19606, candidates_tokens=298, total_tokens=19904
2025-11-21T02:14:21.289971 | travel_vlogs_31 | chunk 11 | prompt_tokens=7720, candidates_tokens=194, total_tokens=7914
2025-11-21T02:14:28.708540 | travel_vlogs_31 | chunk 12 | prompt_tokens=7337, candidates_tokens=161, total_tokens=7498
2025-11-21T02:14:37.266391 | travel_vlogs_31 | chunk 13 | prompt_tokens=15952, candidates_tokens=288, total_tokens=16240
2025-11-21T02:14:49.383558 | travel_vlogs_31 | chunk 14 | prompt_tokens=12581, candidates_tokens=228, total_tokens=12809
2025-11-21T02:14:57.360915 | travel_vlogs_224 | chunk 0 | prompt_tokens=6538, candidates_tokens=162, total_tokens=6700
2025-11-21T02:15:04.607070 | travel_vlogs_224 | chunk 1 | prompt_tokens=4482, candidates_tokens=216, total_tokens=4698
2025-11-21T02:15:13.802325 | travel_vlogs_224 | chunk 2 | prompt_tokens=12431, candidates_tokens=168, total_tokens=12599
2025-11-21T02:15:21.755354 | travel_vlogs_224 | chunk 3 | prompt_tokens=4274, candidates_tokens=193, total_tokens=4467
2025-11-21T02:15:27.197681 | travel_vlogs_224 | chunk 4 | prompt_tokens=5481, candidates_tokens=158, total_tokens=5639
2025-11-21T02:15:38.984785 | travel_vlogs_224 | chunk 5 | prompt_tokens=10292, candidates_tokens=248, total_tokens=10540
2025-11-21T02:15:47.326535 | travel_vlogs_224 | chunk 6 | prompt_tokens=10425, candidates_tokens=206, total_tokens=10631
