2025-11-21T00:08:32.277729 | academic_lectures_3 | chunk 0 | prompt_tokens=13971, candidates_tokens=141, total_tokens=14112
2025-11-21T00:47:27.323642 | academic_lectures_275 | chunk 7 | prompt_tokens=13022, candidates_tokens=256, total_tokens=13278
2025-11-21T00:47:37.043898 | academic_lectures_298 | chunk 0 | prompt_tokens=4224, candidates_tokens=197, total_tokens=4421
2025-11-21T00:48:09.766652 | academic_lectures_298 | chunk 1 | prompt_tokens=20505, candidates_tokens=388, total_tokens=20893
2025-11-21T00:48:22.633750 | academic_lectures_298 | chunk 2 | prompt_tokens=7154, candidates_tokens=165, total_tokens=7319
2025-11-21T00:48:47.675572 | academic_lectures_298 | chunk 3 | prompt_tokens=16418, candidates_tokens=194, total_tokens=16612
2025-11-21T00:49:04.822091 | academic_lectures_298 | chunk 4 | prompt_tokens=21587, candidates_tokens=337, total_tokens=21924
2025-11-21T00:49:22.504776 | academic_lectures_298 | chunk 5 | prompt_tokens=3142, candidates_tokens=167, total_tokens=3309
2025-11-21T00:49:45.254380 | academic_lectures_236 | chunk 0 | prompt_tokens=19506, candidates_tokens=298, total_tokens=19804
2025-11-21T00:49:50.858003 | academic_lectures_236 | chunk 1 | prompt_tokens=4324, candidates_tokens=159, total_tokens=4483
2025-11-21T00:50:02.292388 | academic_lectures_236 | chunk 2 | prompt_tokens=9576, candidates_tokens=228, total_tokens=9804
2025-11-21T00:50:24.809596 | academic_lectures_236 | chunk 3 | prompt_tokens=11940, candidates_tokens=319, total_tokens=12259
2025-11-21T00:50:31.293711 | academic_lectures_236 | chunk 4 | prompt_tokens=6463, candidates_tokens=180, total_tokens=6643
2025-11-21T00:50:50.158327 | academic_lectures_236 | chunk 5 | prompt_tokens=14179, candidates_tokens=254, total_tokens=14433
2025-11-21T00:51:15.476574 | academic_lectures_236 | chunk 6 | prompt_tokens=13638, candidates_tokens=287, total_tokens=13925
2025-11-21T00:51:26.292432 | academic_lectures_236 | chunk 7 | prompt_tokens=14437, candidates_tokens=212, total_tokens=14649
2025-11-21T00:51:38.024641 | academic_lectures_236 | chunk 8 | prompt_tokens=12506, candidates_tokens=262, total_tokens=12768
2025-11-21T00:51:51.503255 | academic_lectures_236 | chunk 9 | prompt_tokens=13097, candidates_tokens=374, total_tokens=13471
2025-11-21T00:52:09.212322 | academic_lectures_236 | chunk 10 | prompt_tokens=13122, candidates_tokens=352, total_tokens=13474
2025-11-21T00:52:22.904503 | academic_lectures_236 | chunk 11 | prompt_tokens=11990, candidates_tokens=248, total_tokens=12238
2025-11-21T00:52:32.288594 | academic_lectures_236 | chunk 12 | prompt_tokens=6588, candidates_tokens=195, total_tokens=6783
2025-11-21T00:52:50.064461 | academic_lectures_53 | chunk 0 | prompt_tokens=18216, candidates_tokens=190, total_tokens=18406
2025-11-21T00:53:03.318429 | academic_lectures_53 | chunk 1 | prompt_tokens=7978, candidates_tokens=173, total_tokens=8151
2025-11-21T00:53:12.508843 | academic_lectures_53 | chunk 2 | prompt_tokens=8236, candidates_tokens=220, total_tokens=8456
2025-11-21T00:53:24.189354 | academic_lectures_53 | chunk 3 | prompt_tokens=7129, candidates_tokens=169, total_tokens=7298
2025-11-21T00:53:31.778360 | academic_lectures_53 | chunk 4 | prompt_tokens=5098, candidates_tokens=196, total_tokens=5294
2025-11-21T00:53:38.531844 | academic_lectures_53 | chunk 5 | prompt_tokens=8003, candidates_tokens=192, total_tokens=8195
2025-11-21T00:53:51.247657 | academic_lectures_53 | chunk 6 | prompt_tokens=11890, candidates_tokens=198, total_tokens=12088
2025-11-21T00:54:17.154604 | academic_lectures_53 | chunk 7 | prompt_tokens=20097, candidates_tokens=272, total_tokens=20369
2025-11-21T00:54:28.508506 | academic_lectures_53 | chunk 8 | prompt_tokens=14229, candidates_tokens=287, total_tokens=14516
2025-11-21T00:55:01.992957 | academic_lectures_53 | chunk 9 | prompt_tokens=28662, candidates_tokens=340, total_tokens=29002
2025-11-21T00:55:10.382263 | academic_lectures_53 | chunk 10 | prompt_tokens=5431, candidates_tokens=177, total_tokens=5608
2025-11-21T00:55:25.476238 | academic_lectures_53 | chunk 11 | prompt_tokens=11940, candidates_tokens=209, total_tokens=12149
2025-11-21T00:55:56.754000 | academic_lectures_53 | chunk 12 | prompt_tokens=16368, candidates_tokens=311, total_tokens=16679
2025-11-21T00:56:15.411977 | academic_lectures_306 | chunk 0 | prompt_tokens=11299, candidates_tokens=266, total_tokens=11565
2025-11-21T00:56:31.138175 | academic_lectures_306 | chunk 1 | prompt_tokens=14487, candidates_tokens=246, total_tokens=14733
2025-11-21T00:56:41.671506 | academic_lectures_306 | chunk 2 | prompt_tokens=11732, candidates_tokens=201, total_tokens=11933
2025-11-21T00:57:02.578338 | academic_lectures_306 | chunk 3 | prompt_tokens=23235, candidates_tokens=435, total_tokens=23670
2025-11-21T00:57:10.244175 | academic_lectures_306 | chunk 4 | prompt_tokens=7437, candidates_tokens=210, total_tokens=7647
2025-11-21T00:57:21.016689 | academic_lectures_306 | chunk 5 | prompt_tokens=9060, candidates_tokens=230, total_tokens=9290
2025-11-21T00:57:31.879963 | academic_lectures_306 | chunk 6 | prompt_tokens=8236, candidates_tokens=204, total_tokens=8440
2025-11-21T00:57:41.113735 | academic_lectures_306 | chunk 7 | prompt_tokens=6513, candidates_tokens=237, total_tokens=6750
2025-11-21T00:57:50.175318 | academic_lectures_306 | chunk 8 | prompt_tokens=6796, candidates_tokens=234, total_tokens=7030
2025-11-21T00:58:04.420863 | academic_lectures_306 | chunk 9 | prompt_tokens=7054, candidates_tokens=263, total_tokens=7317
2025-11-21T00:58:12.571088 | academic_lectures_306 | chunk 10 | prompt_tokens=7878, candidates_tokens=176, total_tokens=8054
2025-11-21T00:58:42.555668 | academic_lectures_306 | chunk 11 | prompt_tokens=6205, candidates_tokens=158, total_tokens=6363
2025-11-21T00:58:51.916346 | academic_lectures_306 | chunk 12 | prompt_tokens=11066, candidates_tokens=190, total_tokens=11256
2025-11-21T00:59:00.039536 | academic_lectures_261 | chunk 0 | prompt_tokens=8752, candidates_tokens=227, total_tokens=8979
2025-11-21T00:59:06.820646 | academic_lectures_261 | chunk 1 | prompt_tokens=2909, candidates_tokens=132, total_tokens=3041
2025-11-21T00:59:15.064948 | academic_lectures_261 | chunk 2 | prompt_tokens=4066, candidates_tokens=196, total_tokens=4262
2025-11-21T00:59:24.247708 | academic_lectures_261 | chunk 3 | prompt_tokens=14229, candidates_tokens=183, total_tokens=14412
2025-11-21T00:59:34.097581 | academic_lectures_261 | chunk 4 | prompt_tokens=5406, candidates_tokens=128, total_tokens=5534
2025-11-21T00:59:51.068087 | academic_lectures_261 | chunk 5 | prompt_tokens=24392, candidates_tokens=271, total_tokens=24663
2025-11-21T01:00:10.476335 | academic_lectures_261 | chunk 6 | prompt_tokens=20921, candidates_tokens=306, total_tokens=21227
2025-11-21T01:00:24.922466 | academic_lectures_261 | chunk 7 | prompt_tokens=9726, candidates_tokens=213, total_tokens=9939
2025-11-21T01:00:35.117057 | academic_lectures_261 | chunk 8 | prompt_tokens=13896, candidates_tokens=273, total_tokens=14169
2025-11-21T01:00:46.688564 | academic_lectures_261 | chunk 9 | prompt_tokens=11915, candidates_tokens=290, total_tokens=12205
2025-11-21T01:00:57.876839 | academic_lectures_261 | chunk 10 | prompt_tokens=11424, candidates_tokens=188, total_tokens=11612
2025-11-21T01:01:11.290276 | academic_lectures_261 | chunk 11 | prompt_tokens=15619, candidates_tokens=256, total_tokens=15875
2025-11-21T01:01:26.986920 | academic_lectures_109 | chunk 0 | prompt_tokens=17242, candidates_tokens=224, total_tokens=17466
2025-11-21T01:01:47.345732 | academic_lectures_109 | chunk 1 | prompt_tokens=17600, candidates_tokens=188, total_tokens=17788
2025-11-21T01:01:56.525395 | academic_lectures_109 | chunk 2 | prompt_tokens=8544, candidates_tokens=180, total_tokens=8724
2025-11-21T01:02:16.653947 | academic_lectures_109 | chunk 3 | prompt_tokens=17317, candidates_tokens=291, total_tokens=17608
2025-11-21T01:02:37.610127 | academic_lectures_109 | chunk 4 | prompt_tokens=26348, candidates_tokens=204, total_tokens=26552
2025-11-21T01:03:09.932588 | academic_lectures_109 | chunk 5 | prompt_tokens=27480, candidates_tokens=332, total_tokens=27812
2025-11-21T01:03:16.703206 | academic_lectures_109 | chunk 6 | prompt_tokens=2859, candidates_tokens=166, total_tokens=3025
2025-11-21T01:03:23.714445 | academic_lectures_155 | chunk 0 | prompt_tokens=6488, candidates_tokens=190, total_tokens=6678
2025-11-21T01:03:37.288672 | academic_lectures_155 | chunk 1 | prompt_tokens=24392, candidates_tokens=245, total_tokens=24637
2025-11-21T01:03:49.598516 | academic_lectures_155 | chunk 2 | prompt_tokens=10267, candidates_tokens=195, total_tokens=10462
2025-11-21T01:03:56.990636 | academic_lectures_155 | chunk 3 | prompt_tokens=5073, candidates_tokens=226, total_tokens=5299
2025-11-21T01:04:06.404291 | academic_lectures_155 | chunk 4 | prompt_tokens=6538, candidates_tokens=226, total_tokens=6764
2025-11-21T01:04:12.135308 | academic_lectures_155 | chunk 5 | prompt_tokens=3733, candidates_tokens=167, total_tokens=3900
2025-11-21T01:04:18.551356 | academic_lectures_155 | chunk 6 | prompt_tokens=10242, candidates_tokens=192, total_tokens=10434
2025-11-21T01:04:29.245063 | academic_lectures_155 | chunk 7 | prompt_tokens=14537, candidates_tokens=246, total_tokens=14783
2025-11-21T01:04:39.559283 | academic_lectures_155 | chunk 8 | prompt_tokens=26298, candidates_tokens=170, total_tokens=26468
2025-11-21T01:04:50.073366 | academic_lectures_155 | chunk 9 | prompt_tokens=5098, candidates_tokens=161, total_tokens=5259
2025-11-21T01:05:00.060689 | academic_lectures_155 | chunk 10 | prompt_tokens=20713, candidates_tokens=215, total_tokens=20928
2025-11-21T01:05:12.852001 | academic_lectures_155 | chunk 11 | prompt_tokens=17833, candidates_tokens=346, total_tokens=18179
2025-11-21T01:05:24.744399 | academic_lectures_327 | chunk 0 | prompt_tokens=8619, candidates_tokens=186, total_tokens=8805
2025-11-21T01:05:32.097439 | academic_lectures_327 | chunk 1 | prompt_tokens=14562, candidates_tokens=198, total_tokens=14760
2025-11-21T01:05:38.255247 | academic_lectures_327 | chunk 2 | prompt_tokens=9060, candidates_tokens=176, total_tokens=9236
2025-11-21T01:06:27.570823 | academic_lectures_327 | chunk 3 | prompt_tokens=44768, candidates_tokens=469, total_tokens=45237
2025-11-21T01:06:37.729763 | academic_lectures_327 | chunk 4 | prompt_tokens=11990, candidates_tokens=310, total_tokens=12300
2025-11-21T01:06:45.779452 | academic_lectures_327 | chunk 5 | prompt_tokens=9701, candidates_tokens=276, total_tokens=9977
2025-11-21T01:06:54.250364 | academic_lectures_327 | chunk 6 | prompt_tokens=9418, candidates_tokens=210, total_tokens=9628
2025-11-21T01:07:06.092229 | academic_lectures_327 | chunk 7 | prompt_tokens=12556, candidates_tokens=285, total_tokens=12841
2025-11-21T01:07:15.338192 | academic_lectures_327 | chunk 8 | prompt_tokens=10991, candidates_tokens=234, total_tokens=11225
2025-11-21T01:07:23.499423 | academic_lectures_327 | chunk 9 | prompt_tokens=11657, candidates_tokens=379, total_tokens=12036
2025-11-21T01:07:32.749471 | academic_lectures_327 | chunk 10 | prompt_tokens=7878, candidates_tokens=189, total_tokens=8067
2025-11-21T01:07:43.543909 | academic_lectures_2 | chunk 0 | prompt_tokens=20380, candidates_tokens=233, total_tokens=20613
2025-11-21T01:07:57.145705 | academic_lectures_2 | chunk 1 | prompt_tokens=14978, candidates_tokens=181, total_tokens=15159
2025-11-21T01:08:11.633166 | academic_lectures_2 | chunk 2 | prompt_tokens=15902, candidates_tokens=254, total_tokens=16156
2025-11-21T01:08:27.181248 | academic_lectures_2 | chunk 3 | prompt_tokens=16135, candidates_tokens=166, total_tokens=16301
2025-11-21T01:08:36.130192 | academic_lectures_2 | chunk 4 | prompt_tokens=19015, candidates_tokens=193, total_tokens=19208
2025-11-21T01:08:50.541476 | academic_lectures_2 | chunk 5 | prompt_tokens=16110, candidates_tokens=267, total_tokens=16377
2025-11-21T01:08:58.704476 | academic_lectures_2 | chunk 6 | prompt_tokens=12997, candidates_tokens=168, total_tokens=13165
2025-11-21T01:09:07.483510 | academic_lectures_2 | chunk 7 | prompt_tokens=9884, candidates_tokens=151, total_tokens=10035
2025-11-21T01:09:14.040504 | academic_lectures_2 | chunk 8 | prompt_tokens=3217, candidates_tokens=200, total_tokens=3417
2025-11-21T01:09:28.260078 | academic_lectures_2 | chunk 9 | prompt_tokens=16443, candidates_tokens=225, total_tokens=16668
2025-11-21T01:09:34.077566 | academic_lectures_2 | chunk 10 | prompt_tokens=2884, candidates_tokens=172, total_tokens=3056
2025-11-21T01:10:00.550406 | academic_lectures_2 | chunk 11 | prompt_tokens=23593, candidates_tokens=283, total_tokens=23876
2025-11-21T01:10:13.197940 | academic_lectures_27 | chunk 0 | prompt_tokens=6771, candidates_tokens=244, total_tokens=7015
2025-11-21T01:10:21.386282 | academic_lectures_27 | chunk 1 | prompt_tokens=6047, candidates_tokens=188, total_tokens=6235
2025-11-21T01:10:38.100519 | academic_lectures_27 | chunk 2 | prompt_tokens=15852, candidates_tokens=379, total_tokens=16231
2025-11-21T01:10:45.624678 | academic_lectures_27 | chunk 3 | prompt_tokens=3966, candidates_tokens=209, total_tokens=4175
2025-11-21T01:11:05.456360 | academic_lectures_27 | chunk 4 | prompt_tokens=14795, candidates_tokens=238, total_tokens=15033
2025-11-21T01:11:17.808885 | academic_lectures_27 | chunk 5 | prompt_tokens=7387, candidates_tokens=237, total_tokens=7624
2025-11-21T01:11:26.825572 | academic_lectures_27 | chunk 6 | prompt_tokens=7079, candidates_tokens=249, total_tokens=7328
2025-11-21T01:11:48.652157 | academic_lectures_27 | chunk 7 | prompt_tokens=19065, candidates_tokens=305, total_tokens=19370
2025-11-21T01:12:05.332957 | academic_lectures_27 | chunk 8 | prompt_tokens=16726, candidates_tokens=219, total_tokens=16945
2025-11-21T01:12:20.802127 | academic_lectures_27 | chunk 9 | prompt_tokens=13380, candidates_tokens=247, total_tokens=13627
2025-11-21T01:12:27.604668 | academic_lectures_27 | chunk 10 | prompt_tokens=9651, candidates_tokens=204, total_tokens=9855
2025-11-21T01:12:44.247002 | academic_lectures_27 | chunk 11 | prompt_tokens=21870, candidates_tokens=232, total_tokens=22102
2025-11-21T01:29:18.305307 | academic_lectures_298 | chunk 0 | prompt_tokens=4224, candidates_tokens=209, total_tokens=4433
2025-11-21T01:29:37.798182 | academic_lectures_298 | chunk 1 | prompt_tokens=20505, candidates_tokens=235, total_tokens=20740
2025-11-21T01:29:50.679935 | academic_lectures_298 | chunk 2 | prompt_tokens=7154, candidates_tokens=165, total_tokens=7319
2025-11-21T01:30:05.277690 | academic_lectures_298 | chunk 3 | prompt_tokens=16418, candidates_tokens=254, total_tokens=16672
2025-11-21T01:30:20.030874 | academic_lectures_298 | chunk 4 | prompt_tokens=21587, candidates_tokens=245, total_tokens=21832
2025-11-21T01:30:28.822719 | academic_lectures_298 | chunk 5 | prompt_tokens=3142, candidates_tokens=147, total_tokens=3289
2025-11-21T01:45:03.325280 | academic_lectures_298 | chunk 0 | prompt_tokens=4224, candidates_tokens=197, total_tokens=4421
2025-11-21T01:45:17.905898 | academic_lectures_298 | chunk 1 | prompt_tokens=20505, candidates_tokens=251, total_tokens=20756
2025-11-21T01:45:26.379525 | academic_lectures_298 | chunk 2 | prompt_tokens=7154, candidates_tokens=194, total_tokens=7348
2025-11-21T01:45:43.939978 | academic_lectures_298 | chunk 3 | prompt_tokens=16418, candidates_tokens=283, total_tokens=16701
2025-11-21T01:45:59.538520 | academic_lectures_298 | chunk 4 | prompt_tokens=21587, candidates_tokens=321, total_tokens=21908
2025-11-21T01:46:07.753565 | academic_lectures_298 | chunk 5 | prompt_tokens=3142, candidates_tokens=198, total_tokens=3340
2025-11-21T01:46:28.290496 | academic_lectures_298 | chunk 7 | prompt_tokens=28970, candidates_tokens=193, total_tokens=29163
2025-11-21T01:46:51.845460 | academic_lectures_298 | chunk 8 | prompt_tokens=29844, candidates_tokens=223, total_tokens=30067
2025-11-21T01:47:02.592617 | academic_lectures_298 | chunk 9 | prompt_tokens=10883, candidates_tokens=168, total_tokens=11051
2025-11-21T01:47:18.987613 | academic_lectures_298 | chunk 10 | prompt_tokens=20197, candidates_tokens=314, total_tokens=20511
