2025-11-21T17:49:59.571560 | travel_vlogs_130 | chunk 0 | prompt_tokens=19065, candidates_tokens=144, total_tokens=19563
2025-11-21T19:31:56.577254 | travel_vlogs_201 | chunk 7 | prompt_tokens=8028, candidates_tokens=226, total_tokens=8992
2025-11-21T19:32:45.315556 | travel_vlogs_201 | chunk 8 | prompt_tokens=16160, candidates_tokens=118, total_tokens=16452
2025-11-21T19:33:14.153230 | travel_vlogs_201 | chunk 9 | prompt_tokens=5711, candidates_tokens=239, total_tokens=6465
2025-11-21T19:34:40.885018 | travel_vlogs_201 | chunk 10 | prompt_tokens=24983, candidates_tokens=396, total_tokens=26194
2025-11-21T19:36:45.075946 | travel_vlogs_201 | chunk 11 | prompt_tokens=38234, candidates_tokens=93, total_tokens=38577
2025-11-21T19:38:50.105014 | travel_vlogs_201 | chunk 12 | prompt_tokens=28422, candidates_tokens=440, total_tokens=29599
2025-11-21T19:39:04.630324 | travel_vlogs_201 | chunk 13 | prompt_tokens=1802, candidates_tokens=174, total_tokens=2518
2025-11-21T19:39:39.835487 | travel_vlogs_98 | chunk 0 | prompt_tokens=15741, candidates_tokens=197, total_tokens=16220
2025-11-21T19:39:54.107262 | travel_vlogs_98 | chunk 1 | prompt_tokens=4632, candidates_tokens=124, total_tokens=4947
2025-11-21T19:40:48.666521 | travel_vlogs_98 | chunk 2 | prompt_tokens=20072, candidates_tokens=168, total_tokens=20482
2025-11-21T19:42:02.967943 | travel_vlogs_98 | chunk 3 | prompt_tokens=27147, candidates_tokens=297, total_tokens=27777
2025-11-21T19:42:20.927497 | travel_vlogs_98 | chunk 4 | prompt_tokens=1960, candidates_tokens=152, total_tokens=2590
2025-11-21T19:43:00.208157 | travel_vlogs_98 | chunk 5 | prompt_tokens=15766, candidates_tokens=351, total_tokens=17361
2025-11-21T19:43:33.328049 | travel_vlogs_98 | chunk 6 | prompt_tokens=13093, candidates_tokens=253, total_tokens=13822
2025-11-21T19:43:54.524864 | travel_vlogs_98 | chunk 7 | prompt_tokens=5411, candidates_tokens=184, total_tokens=5868
2025-11-21T19:44:21.277355 | travel_vlogs_98 | chunk 8 | prompt_tokens=10317, candidates_tokens=214, total_tokens=10813
2025-11-21T19:45:11.803957 | travel_vlogs_98 | chunk 9 | prompt_tokens=14877, candidates_tokens=230, total_tokens=15993
2025-11-21T19:45:28.353873 | travel_vlogs_98 | chunk 10 | prompt_tokens=2786, candidates_tokens=218, total_tokens=3659
2025-11-21T19:45:58.682204 | travel_vlogs_98 | chunk 11 | prompt_tokens=10575, candidates_tokens=219, total_tokens=11236
2025-11-21T19:46:07.438855 | travel_vlogs_98 | chunk 12 | prompt_tokens=645, candidates_tokens=164, total_tokens=1132
2025-11-21T19:46:25.190108 | travel_vlogs_98 | chunk 13 | prompt_tokens=4915, candidates_tokens=174, total_tokens=5627
2025-11-21T19:47:22.947862 | travel_vlogs_98 | chunk 14 | prompt_tokens=22594, candidates_tokens=168, total_tokens=23007
2025-11-21T19:47:51.301148 | travel_vlogs_77 | chunk 0 | prompt_tokens=4016, candidates_tokens=208, total_tokens=5033
2025-11-21T19:48:27.203288 | travel_vlogs_77 | chunk 1 | prompt_tokens=8380, candidates_tokens=267, total_tokens=9613
2025-11-21T19:50:00.818581 | travel_vlogs_77 | chunk 2 | prompt_tokens=35146, candidates_tokens=304, total_tokens=36242
2025-11-21T19:50:09.245897 | travel_vlogs_77 | chunk 3 | prompt_tokens=387, candidates_tokens=141, total_tokens=939
2025-11-21T19:51:06.252725 | travel_vlogs_77 | chunk 4 | prompt_tokens=15003, candidates_tokens=244, total_tokens=15755
2025-11-21T19:52:06.400211 | travel_vlogs_77 | chunk 5 | prompt_tokens=20197, candidates_tokens=141, total_tokens=20720
2025-11-21T19:52:34.989087 | travel_vlogs_77 | chunk 6 | prompt_tokens=6280, candidates_tokens=243, total_tokens=6994
2025-11-21T19:52:52.157734 | travel_vlogs_77 | chunk 7 | prompt_tokens=1985, candidates_tokens=235, total_tokens=2831
2025-11-21T19:53:16.002579 | travel_vlogs_77 | chunk 8 | prompt_tokens=5705, candidates_tokens=178, total_tokens=6306
2025-11-21T19:54:11.327198 | travel_vlogs_77 | chunk 9 | prompt_tokens=18524, candidates_tokens=260, total_tokens=19819
2025-11-21T19:54:37.126239 | travel_vlogs_234 | chunk 0 | prompt_tokens=5481, candidates_tokens=425, total_tokens=6587
2025-11-21T19:56:12.835265 | travel_vlogs_234 | chunk 1 | prompt_tokens=23185, candidates_tokens=441, total_tokens=24755
2025-11-21T19:56:58.095537 | travel_vlogs_234 | chunk 2 | prompt_tokens=8286, candidates_tokens=262, total_tokens=9365
2025-11-21T19:58:55.404367 | travel_vlogs_234 | chunk 4 | prompt_tokens=20191, candidates_tokens=529, total_tokens=21720
2025-11-21T19:59:47.756636 | travel_vlogs_234 | chunk 5 | prompt_tokens=12123, candidates_tokens=620, total_tokens=13781
2025-11-21T20:00:05.316059 | travel_vlogs_234 | chunk 6 | prompt_tokens=4016, candidates_tokens=257, total_tokens=4774
2025-11-21T20:00:37.650616 | travel_vlogs_234 | chunk 7 | prompt_tokens=6896, candidates_tokens=368, total_tokens=8149
2025-11-21T20:01:09.243654 | travel_vlogs_234 | chunk 8 | prompt_tokens=9368, candidates_tokens=177, total_tokens=10124
2025-11-21T20:01:33.969202 | travel_vlogs_234 | chunk 9 | prompt_tokens=4482, candidates_tokens=344, total_tokens=5731
2025-11-21T20:02:15.322557 | travel_vlogs_234 | chunk 10 | prompt_tokens=9676, candidates_tokens=366, total_tokens=11156
2025-11-21T20:02:46.205008 | travel_vlogs_234 | chunk 11 | prompt_tokens=7104, candidates_tokens=334, total_tokens=8346
2025-11-21T20:03:36.634368 | travel_vlogs_234 | chunk 12 | prompt_tokens=14863, candidates_tokens=354, total_tokens=15807
2025-11-21T20:04:10.206317 | travel_vlogs_234 | chunk 13 | prompt_tokens=12201, candidates_tokens=219, total_tokens=12822
2025-11-21T20:04:39.912982 | travel_vlogs_234 | chunk 14 | prompt_tokens=7620, candidates_tokens=346, total_tokens=8804
2025-11-21T20:04:54.018580 | travel_vlogs_234 | chunk 15 | prompt_tokens=903, candidates_tokens=231, total_tokens=2053
2025-11-21T20:05:22.577047 | travel_vlogs_234 | chunk 16 | prompt_tokens=5947, candidates_tokens=333, total_tokens=7003
2025-11-21T20:05:44.917867 | travel_vlogs_234 | chunk 17 | prompt_tokens=5922, candidates_tokens=228, total_tokens=6564
2025-11-21T20:06:09.239654 | travel_vlogs_219 | chunk 0 | prompt_tokens=4507, candidates_tokens=260, total_tokens=5268
2025-11-21T20:06:52.602982 | travel_vlogs_219 | chunk 1 | prompt_tokens=8519, candidates_tokens=269, total_tokens=9553
2025-11-21T20:07:08.046378 | travel_vlogs_219 | chunk 2 | prompt_tokens=3142, candidates_tokens=161, total_tokens=3591
2025-11-21T20:08:07.655402 | travel_vlogs_219 | chunk 3 | prompt_tokens=19300, candidates_tokens=280, total_tokens=20291
2025-11-21T20:08:45.487843 | travel_vlogs_219 | chunk 4 | prompt_tokens=11330, candidates_tokens=174, total_tokens=11980
2025-11-21T20:09:42.094447 | travel_vlogs_219 | chunk 5 | prompt_tokens=17292, candidates_tokens=114, total_tokens=17653
2025-11-21T20:10:53.989136 | travel_vlogs_219 | chunk 6 | prompt_tokens=14204, candidates_tokens=207, total_tokens=14970
2025-11-21T20:12:41.681847 | travel_vlogs_219 | chunk 7 | prompt_tokens=26040, candidates_tokens=309, total_tokens=27405
2025-11-21T20:13:49.528957 | travel_vlogs_219 | chunk 8 | prompt_tokens=17059, candidates_tokens=289, total_tokens=18209
2025-11-21T20:14:44.392131 | travel_vlogs_219 | chunk 9 | prompt_tokens=16959, candidates_tokens=348, total_tokens=18006
2025-11-21T20:15:45.997511 | travel_vlogs_208 | chunk 0 | prompt_tokens=12802, candidates_tokens=289, total_tokens=14415
2025-11-21T20:16:39.338704 | travel_vlogs_208 | chunk 1 | prompt_tokens=10142, candidates_tokens=171, total_tokens=10708
2025-11-21T20:17:39.797645 | travel_vlogs_208 | chunk 2 | prompt_tokens=11399, candidates_tokens=140, total_tokens=12101
2025-11-21T20:18:17.121231 | travel_vlogs_208 | chunk 3 | prompt_tokens=5664, candidates_tokens=183, total_tokens=6686
2025-11-21T20:18:51.968348 | travel_vlogs_208 | chunk 4 | prompt_tokens=8072, candidates_tokens=167, total_tokens=8807
2025-11-21T20:20:05.874240 | travel_vlogs_208 | chunk 5 | prompt_tokens=15927, candidates_tokens=297, total_tokens=16900
2025-11-21T20:23:11.382151 | travel_vlogs_208 | chunk 6 | prompt_tokens=47598, candidates_tokens=165, total_tokens=48218
2025-11-21T20:24:24.914024 | travel_vlogs_208 | chunk 7 | prompt_tokens=24613, candidates_tokens=229, total_tokens=25476
2025-11-21T20:25:28.288440 | travel_vlogs_208 | chunk 9 | prompt_tokens=15952, candidates_tokens=118, total_tokens=16431
2025-11-21T20:26:06.300335 | travel_vlogs_208 | chunk 10 | prompt_tokens=5714, candidates_tokens=346, total_tokens=7505
2025-11-21T20:27:17.644736 | travel_vlogs_208 | chunk 11 | prompt_tokens=13588, candidates_tokens=254, total_tokens=14580
2025-11-21T20:27:30.004519 | travel_vlogs_154 | chunk 0 | prompt_tokens=3633, candidates_tokens=161, total_tokens=4168
2025-11-21T20:28:03.067423 | travel_vlogs_154 | chunk 1 | prompt_tokens=22817, candidates_tokens=216, total_tokens=23424
2025-11-21T20:28:26.865908 | travel_vlogs_154 | chunk 2 | prompt_tokens=12689, candidates_tokens=147, total_tokens=13196
2025-11-21T20:29:00.776951 | travel_vlogs_154 | chunk 3 | prompt_tokens=17858, candidates_tokens=174, total_tokens=18464
2025-11-21T20:29:15.431355 | travel_vlogs_154 | chunk 4 | prompt_tokens=6607, candidates_tokens=179, total_tokens=7252
2025-11-21T20:29:42.745572 | travel_vlogs_154 | chunk 5 | prompt_tokens=16030, candidates_tokens=156, total_tokens=16592
2025-11-21T20:29:58.635452 | travel_vlogs_154 | chunk 6 | prompt_tokens=6892, candidates_tokens=190, total_tokens=7534
2025-11-21T20:30:11.667939 | travel_vlogs_154 | chunk 7 | prompt_tokens=2343, candidates_tokens=151, total_tokens=2562
2025-11-21T20:30:41.151826 | travel_vlogs_154 | chunk 8 | prompt_tokens=12148, candidates_tokens=138, total_tokens=13254
2025-11-21T20:30:53.173051 | travel_vlogs_154 | chunk 9 | prompt_tokens=2551, candidates_tokens=128, total_tokens=3027
2025-11-21T20:31:25.844739 | travel_vlogs_154 | chunk 10 | prompt_tokens=17034, candidates_tokens=191, total_tokens=17604
2025-11-21T20:31:54.145222 | travel_vlogs_86 | chunk 0 | prompt_tokens=4249, candidates_tokens=239, total_tokens=5247
2025-11-21T20:32:41.901968 | travel_vlogs_86 | chunk 1 | prompt_tokens=11906, candidates_tokens=246, total_tokens=12996
2025-11-21T20:33:05.004179 | travel_vlogs_86 | chunk 2 | prompt_tokens=2268, candidates_tokens=254, total_tokens=3075
2025-11-21T20:33:55.244191 | travel_vlogs_86 | chunk 3 | prompt_tokens=12214, candidates_tokens=452, total_tokens=13478
2025-11-21T20:34:12.796336 | travel_vlogs_86 | chunk 4 | prompt_tokens=2809, candidates_tokens=125, total_tokens=3219
2025-11-21T20:34:47.565362 | travel_vlogs_86 | chunk 5 | prompt_tokens=6588, candidates_tokens=214, total_tokens=7443
2025-11-21T20:35:39.756724 | travel_vlogs_86 | chunk 6 | prompt_tokens=10500, candidates_tokens=280, total_tokens=11738
2025-11-21T20:36:35.244994 | travel_vlogs_86 | chunk 7 | prompt_tokens=11707, candidates_tokens=260, total_tokens=12688
2025-11-21T20:37:04.719967 | travel_vlogs_86 | chunk 8 | prompt_tokens=5456, candidates_tokens=196, total_tokens=6123
2025-11-21T20:37:36.377028 | travel_vlogs_86 | chunk 9 | prompt_tokens=5406, candidates_tokens=166, total_tokens=6221
2025-11-21T20:38:25.849828 | travel_vlogs_86 | chunk 10 | prompt_tokens=15447, candidates_tokens=197, total_tokens=16170
2025-11-21T20:38:59.466808 | travel_vlogs_86 | chunk 11 | prompt_tokens=7079, candidates_tokens=188, total_tokens=7786
2025-11-21T20:39:20.340324 | travel_vlogs_86 | chunk 12 | prompt_tokens=3733, candidates_tokens=180, total_tokens=4257
2025-11-21T20:39:56.082137 | travel_vlogs_86 | chunk 13 | prompt_tokens=6796, candidates_tokens=210, total_tokens=7872
2025-11-21T20:40:33.936285 | travel_vlogs_86 | chunk 14 | prompt_tokens=5123, candidates_tokens=165, total_tokens=5850
2025-11-21T20:41:20.504628 | travel_vlogs_86 | chunk 15 | prompt_tokens=8827, candidates_tokens=244, total_tokens=9902
2025-11-21T20:43:45.015036 | travel_vlogs_86 | chunk 16 | prompt_tokens=36328, candidates_tokens=140, total_tokens=36690
2025-11-21T20:44:08.416912 | travel_vlogs_229 | chunk 0 | prompt_tokens=11582, candidates_tokens=254, total_tokens=12450
2025-11-21T20:44:22.109789 | travel_vlogs_229 | chunk 1 | prompt_tokens=3475, candidates_tokens=251, total_tokens=4190
2025-11-21T20:44:42.174702 | travel_vlogs_229 | chunk 2 | prompt_tokens=8028, candidates_tokens=345, total_tokens=8953
2025-11-21T20:44:53.993833 | travel_vlogs_229 | chunk 3 | prompt_tokens=6016, candidates_tokens=207, total_tokens=6497
2025-11-21T20:45:50.179166 | travel_vlogs_229 | chunk 4 | prompt_tokens=13981, candidates_tokens=444, total_tokens=15165
2025-11-21T20:46:28.934792 | travel_vlogs_229 | chunk 5 | prompt_tokens=10729, candidates_tokens=319, total_tokens=12027
2025-11-21T20:46:59.538175 | travel_vlogs_229 | chunk 6 | prompt_tokens=12788, candidates_tokens=358, total_tokens=14329
2025-11-21T20:47:53.298613 | travel_vlogs_229 | chunk 7 | prompt_tokens=24004, candidates_tokens=296, total_tokens=24800
2025-11-21T20:48:43.572723 | travel_vlogs_229 | chunk 8 | prompt_tokens=15594, candidates_tokens=554, total_tokens=17542
2025-11-21T20:49:39.117009 | travel_vlogs_229 | chunk 9 | prompt_tokens=12506, candidates_tokens=149, total_tokens=13065
2025-11-21T20:50:38.568070 | travel_vlogs_229 | chunk 10 | prompt_tokens=17059, candidates_tokens=482, total_tokens=19025
2025-11-21T20:51:17.736855 | travel_vlogs_229 | chunk 11 | prompt_tokens=9443, candidates_tokens=337, total_tokens=10670
2025-11-21T20:52:31.470117 | travel_vlogs_229 | chunk 12 | prompt_tokens=15644, candidates_tokens=320, total_tokens=17039
2025-11-21T20:53:26.871437 | travel_vlogs_229 | chunk 13 | prompt_tokens=9726, candidates_tokens=306, total_tokens=10663
2025-11-21T20:53:49.814938 | travel_vlogs_229 | chunk 14 | prompt_tokens=3758, candidates_tokens=198, total_tokens=4318
2025-11-21T20:54:18.728584 | travel_vlogs_29 | chunk 0 | prompt_tokens=8964, candidates_tokens=236, total_tokens=10112
2025-11-21T20:54:41.005665 | travel_vlogs_29 | chunk 1 | prompt_tokens=3783, candidates_tokens=196, total_tokens=4577
2025-11-21T20:54:56.596683 | travel_vlogs_29 | chunk 2 | prompt_tokens=2035, candidates_tokens=132, total_tokens=2530
2025-11-21T20:56:00.180771 | travel_vlogs_29 | chunk 3 | prompt_tokens=13613, candidates_tokens=205, total_tokens=14132
2025-11-21T20:56:20.776782 | travel_vlogs_29 | chunk 4 | prompt_tokens=5416, candidates_tokens=109, total_tokens=5897
2025-11-21T20:56:48.321891 | travel_vlogs_29 | chunk 5 | prompt_tokens=11312, candidates_tokens=151, total_tokens=11580
2025-11-21T20:57:40.573177 | travel_vlogs_29 | chunk 6 | prompt_tokens=10500, candidates_tokens=215, total_tokens=11298
2025-11-21T20:58:31.754821 | travel_vlogs_29 | chunk 7 | prompt_tokens=9676, candidates_tokens=180, total_tokens=10416
2025-11-21T20:59:45.951738 | travel_vlogs_29 | chunk 8 | prompt_tokens=28142, candidates_tokens=296, total_tokens=28926
2025-11-21T21:00:52.130492 | travel_vlogs_29 | chunk 9 | prompt_tokens=15594, candidates_tokens=284, total_tokens=16560
2025-11-21T21:01:07.273832 | travel_vlogs_29 | chunk 10 | prompt_tokens=2626, candidates_tokens=205, total_tokens=3282
2025-11-21T21:01:43.390019 | travel_vlogs_29 | chunk 11 | prompt_tokens=9418, candidates_tokens=194, total_tokens=9973
2025-11-21T21:02:14.501906 | travel_vlogs_29 | chunk 12 | prompt_tokens=6563, candidates_tokens=211, total_tokens=7305
2025-11-21T21:02:54.425753 | travel_vlogs_29 | chunk 13 | prompt_tokens=11091, candidates_tokens=188, total_tokens=11970
2025-11-21T21:03:28.657877 | travel_vlogs_175 | chunk 0 | prompt_tokens=7620, candidates_tokens=232, total_tokens=8606
2025-11-21T21:04:14.856632 | travel_vlogs_175 | chunk 1 | prompt_tokens=20996, candidates_tokens=140, total_tokens=21376
2025-11-21T21:04:57.567965 | travel_vlogs_175 | chunk 2 | prompt_tokens=20713, candidates_tokens=260, total_tokens=21278
2025-11-21T21:05:21.856495 | travel_vlogs_175 | chunk 3 | prompt_tokens=12502, candidates_tokens=253, total_tokens=13771
2025-11-21T21:05:50.890484 | travel_vlogs_175 | chunk 4 | prompt_tokens=12248, candidates_tokens=253, total_tokens=12942
2025-11-21T21:06:15.223767 | travel_vlogs_175 | chunk 5 | prompt_tokens=7670, candidates_tokens=206, total_tokens=8386
2025-11-21T21:06:46.048664 | travel_vlogs_175 | chunk 6 | prompt_tokens=19285, candidates_tokens=219, total_tokens=20376
2025-11-21T21:07:13.699236 | travel_vlogs_175 | chunk 7 | prompt_tokens=6821, candidates_tokens=277, total_tokens=7935
2025-11-21T21:07:46.570341 | travel_vlogs_175 | chunk 8 | prompt_tokens=10550, candidates_tokens=211, total_tokens=11139
2025-11-21T21:08:07.661663 | travel_vlogs_175 | chunk 9 | prompt_tokens=8667, candidates_tokens=206, total_tokens=9472
2025-11-21T21:10:12.458985 | travel_vlogs_102 | chunk 0 | prompt_tokens=26065, candidates_tokens=245, total_tokens=27362
2025-11-21T21:10:56.866297 | travel_vlogs_102 | chunk 1 | prompt_tokens=7878, candidates_tokens=159, total_tokens=8691
2025-11-21T21:12:11.119983 | travel_vlogs_102 | chunk 2 | prompt_tokens=14795, candidates_tokens=397, total_tokens=16838
2025-11-21T21:13:31.514574 | travel_vlogs_102 | chunk 3 | prompt_tokens=11374, candidates_tokens=362, total_tokens=12477
2025-11-21T21:14:10.134610 | travel_vlogs_102 | chunk 4 | prompt_tokens=10733, candidates_tokens=109, total_tokens=11408
2025-11-21T21:14:50.103437 | travel_vlogs_102 | chunk 5 | prompt_tokens=9909, candidates_tokens=287, total_tokens=11124
2025-11-21T21:15:47.090621 | travel_vlogs_102 | chunk 6 | prompt_tokens=12947, candidates_tokens=268, total_tokens=14117
2025-11-21T21:16:15.944964 | travel_vlogs_102 | chunk 7 | prompt_tokens=7903, candidates_tokens=163, total_tokens=8608
2025-11-21T21:17:40.238784 | travel_vlogs_102 | chunk 8 | prompt_tokens=21254, candidates_tokens=185, total_tokens=22734
2025-11-21T21:18:06.296566 | travel_vlogs_102 | chunk 9 | prompt_tokens=14565, candidates_tokens=83, total_tokens=14826
2025-11-21T21:18:34.420957 | travel_vlogs_102 | chunk 10 | prompt_tokens=10192, candidates_tokens=249, total_tokens=10768
2025-11-21T21:19:08.625905 | travel_vlogs_102 | chunk 11 | prompt_tokens=7695, candidates_tokens=130, total_tokens=8478
2025-11-21T21:19:27.668275 | travel_vlogs_102 | chunk 12 | prompt_tokens=6890, candidates_tokens=271, total_tokens=7795
2025-11-21T21:19:54.026277 | travel_vlogs_41 | chunk 0 | prompt_tokens=9651, candidates_tokens=247, total_tokens=10327
2025-11-21T21:20:17.489630 | travel_vlogs_41 | chunk 1 | prompt_tokens=4840, candidates_tokens=251, total_tokens=5560
2025-11-21T21:20:40.866627 | travel_vlogs_41 | chunk 2 | prompt_tokens=8959, candidates_tokens=200, total_tokens=9614
2025-11-21T21:21:41.794754 | travel_vlogs_41 | chunk 3 | prompt_tokens=9959, candidates_tokens=227, total_tokens=10439
2025-11-21T21:22:43.670372 | travel_vlogs_41 | chunk 4 | prompt_tokens=12456, candidates_tokens=196, total_tokens=13177
2025-11-21T21:23:30.229166 | travel_vlogs_41 | chunk 5 | prompt_tokens=15748, candidates_tokens=309, total_tokens=16939
2025-11-21T21:24:24.533011 | travel_vlogs_41 | chunk 6 | prompt_tokens=11399, candidates_tokens=126, total_tokens=11821
2025-11-21T21:24:57.303111 | travel_vlogs_41 | chunk 7 | prompt_tokens=13682, candidates_tokens=209, total_tokens=14507
2025-11-21T21:25:36.887772 | travel_vlogs_41 | chunk 8 | prompt_tokens=6896, candidates_tokens=254, total_tokens=8076
2025-11-21T21:26:44.183044 | travel_vlogs_41 | chunk 9 | prompt_tokens=15028, candidates_tokens=316, total_tokens=16061
2025-11-21T21:27:17.409914 | travel_vlogs_41 | chunk 10 | prompt_tokens=8594, candidates_tokens=208, total_tokens=9571
2025-11-21T21:27:52.998358 | travel_vlogs_41 | chunk 11 | prompt_tokens=14277, candidates_tokens=260, total_tokens=15156
2025-11-21T21:28:22.962437 | travel_vlogs_32 | chunk 0 | prompt_tokens=6846, candidates_tokens=231, total_tokens=8051
2025-11-21T21:29:05.889933 | travel_vlogs_32 | chunk 1 | prompt_tokens=10242, candidates_tokens=418, total_tokens=11767
2025-11-21T21:30:05.499633 | travel_vlogs_32 | chunk 2 | prompt_tokens=9726, candidates_tokens=330, total_tokens=11856
2025-11-21T21:31:09.825020 | travel_vlogs_32 | chunk 3 | prompt_tokens=19065, candidates_tokens=191, total_tokens=19696
2025-11-21T21:32:08.355348 | travel_vlogs_32 | chunk 4 | prompt_tokens=12839, candidates_tokens=313, total_tokens=13883
2025-11-21T21:32:56.767894 | travel_vlogs_32 | chunk 5 | prompt_tokens=6796, candidates_tokens=239, total_tokens=8015
2025-11-21T21:33:31.165718 | travel_vlogs_32 | chunk 6 | prompt_tokens=9860, candidates_tokens=268, total_tokens=11135
2025-11-21T21:33:57.887851 | travel_vlogs_32 | chunk 7 | prompt_tokens=8827, candidates_tokens=256, total_tokens=9817
2025-11-21T21:34:22.998565 | travel_vlogs_32 | chunk 8 | prompt_tokens=6022, candidates_tokens=310, total_tokens=6993
2025-11-21T21:34:59.589513 | travel_vlogs_32 | chunk 9 | prompt_tokens=14861, candidates_tokens=339, total_tokens=15908
2025-11-21T21:35:21.242333 | travel_vlogs_32 | chunk 10 | prompt_tokens=1752, candidates_tokens=249, total_tokens=2532
2025-11-21T21:36:12.671590 | travel_vlogs_32 | chunk 11 | prompt_tokens=10758, candidates_tokens=295, total_tokens=12117
2025-11-21T21:37:07.978960 | travel_vlogs_32 | chunk 12 | prompt_tokens=13688, candidates_tokens=285, total_tokens=15134
2025-11-21T21:37:43.587412 | travel_vlogs_213 | chunk 0 | prompt_tokens=5223, candidates_tokens=230, total_tokens=6097
2025-11-21T21:38:31.098261 | travel_vlogs_213 | chunk 1 | prompt_tokens=7437, candidates_tokens=313, total_tokens=9078
2025-11-21T21:39:10.507087 | travel_vlogs_213 | chunk 2 | prompt_tokens=12199, candidates_tokens=170, total_tokens=12725
2025-11-21T21:41:52.034776 | travel_vlogs_213 | chunk 3 | prompt_tokens=23593, candidates_tokens=471, total_tokens=24914
2025-11-21T21:43:08.367743 | travel_vlogs_213 | chunk 4 | prompt_tokens=21053, candidates_tokens=159, total_tokens=21923
2025-11-21T21:43:51.113618 | travel_vlogs_213 | chunk 5 | prompt_tokens=11607, candidates_tokens=347, total_tokens=13084
2025-11-21T21:47:02.670560 | travel_vlogs_213 | chunk 6 | prompt_tokens=38983, candidates_tokens=359, total_tokens=40306
2025-11-21T21:48:49.510269 | travel_vlogs_213 | chunk 7 | prompt_tokens=25757, candidates_tokens=155, total_tokens=26181
2025-11-21T21:50:07.978445 | travel_vlogs_213 | chunk 8 | prompt_tokens=17084, candidates_tokens=348, total_tokens=18411
2025-11-21T21:51:17.367265 | travel_vlogs_213 | chunk 9 | prompt_tokens=16518, candidates_tokens=246, total_tokens=17447
2025-11-21T21:52:17.903347 | travel_vlogs_31 | chunk 0 | prompt_tokens=23468, candidates_tokens=103, total_tokens=23875
2025-11-21T21:52:34.521683 | travel_vlogs_31 | chunk 1 | prompt_tokens=5436, candidates_tokens=203, total_tokens=6293
2025-11-21T21:53:00.263069 | travel_vlogs_31 | chunk 2 | prompt_tokens=11918, candidates_tokens=282, total_tokens=12878
2025-11-21T21:53:39.573987 | travel_vlogs_31 | chunk 3 | prompt_tokens=13638, candidates_tokens=154, total_tokens=14060
2025-11-21T21:54:26.615605 | travel_vlogs_31 | chunk 4 | prompt_tokens=19248, candidates_tokens=286, total_tokens=20385
2025-11-21T21:54:45.951344 | travel_vlogs_31 | chunk 5 | prompt_tokens=8519, candidates_tokens=68, total_tokens=8715
2025-11-21T21:55:06.483382 | travel_vlogs_31 | chunk 6 | prompt_tokens=7720, candidates_tokens=221, total_tokens=8691
2025-11-21T21:55:29.495310 | travel_vlogs_31 | chunk 7 | prompt_tokens=7387, candidates_tokens=246, total_tokens=8354
2025-11-21T21:55:40.954992 | travel_vlogs_31 | chunk 8 | prompt_tokens=7500, candidates_tokens=155, total_tokens=7967
2025-11-21T21:55:50.243919 | travel_vlogs_31 | chunk 9 | prompt_tokens=2760, candidates_tokens=197, total_tokens=3271
2025-11-21T21:56:33.851200 | travel_vlogs_31 | chunk 10 | prompt_tokens=19606, candidates_tokens=222, total_tokens=20241
2025-11-21T21:56:55.397445 | travel_vlogs_31 | chunk 11 | prompt_tokens=7720, candidates_tokens=179, total_tokens=8510
2025-11-21T21:57:16.431668 | travel_vlogs_31 | chunk 12 | prompt_tokens=7337, candidates_tokens=207, total_tokens=8298
2025-11-21T21:57:56.273254 | travel_vlogs_31 | chunk 13 | prompt_tokens=15952, candidates_tokens=271, total_tokens=17215
2025-11-21T21:58:24.416502 | travel_vlogs_31 | chunk 14 | prompt_tokens=13398, candidates_tokens=337, total_tokens=15005
2025-11-21T21:58:43.588320 | travel_vlogs_73 | chunk 0 | prompt_tokens=6821, candidates_tokens=241, total_tokens=7718
2025-11-21T21:58:52.939174 | travel_vlogs_73 | chunk 1 | prompt_tokens=1161, candidates_tokens=175, total_tokens=1567
2025-11-21T21:59:08.388458 | travel_vlogs_73 | chunk 2 | prompt_tokens=4532, candidates_tokens=188, total_tokens=5027
2025-11-21T21:59:35.064213 | travel_vlogs_73 | chunk 3 | prompt_tokens=11682, candidates_tokens=245, total_tokens=12298
2025-11-21T21:59:51.150371 | travel_vlogs_73 | chunk 4 | prompt_tokens=6904, candidates_tokens=224, total_tokens=7585
2025-11-21T22:00:10.810264 | travel_vlogs_73 | chunk 5 | prompt_tokens=5406, candidates_tokens=208, total_tokens=6108
2025-11-21T22:00:39.116931 | travel_vlogs_73 | chunk 6 | prompt_tokens=14878, candidates_tokens=233, total_tokens=16038
2025-11-21T22:00:56.400296 | travel_vlogs_73 | chunk 7 | prompt_tokens=8385, candidates_tokens=256, total_tokens=8739
2025-11-21T22:01:47.016182 | travel_vlogs_73 | chunk 8 | prompt_tokens=25177, candidates_tokens=491, total_tokens=27561
2025-11-21T22:02:01.249051 | travel_vlogs_73 | chunk 9 | prompt_tokens=2368, candidates_tokens=202, total_tokens=3060
2025-11-21T22:02:16.463928 | travel_vlogs_73 | chunk 10 | prompt_tokens=6890, candidates_tokens=283, total_tokens=7999
2025-11-21T22:02:58.236409 | travel_vlogs_73 | chunk 11 | prompt_tokens=18499, candidates_tokens=216, total_tokens=19725
2025-11-21T22:03:16.076316 | travel_vlogs_73 | chunk 12 | prompt_tokens=7786, candidates_tokens=331, total_tokens=9086
2025-11-21T22:03:42.900684 | travel_vlogs_73 | chunk 13 | prompt_tokens=9909, candidates_tokens=314, total_tokens=11309
