2025-11-21T18:40:13.225677 | astronomy_429 | chunk 0 | prompt_tokens=10167, candidates_tokens=544, total_tokens=11903
2025-11-21T20:30:24.670149 | astronomy_96 | chunk 2 | prompt_tokens=3658, candidates_tokens=199, total_tokens=4256
2025-11-21T20:31:11.229044 | astronomy_96 | chunk 3 | prompt_tokens=13613, candidates_tokens=269, total_tokens=14728
2025-11-21T20:31:22.828137 | astronomy_96 | chunk 4 | prompt_tokens=5717, candidates_tokens=142, total_tokens=6351
2025-11-21T20:32:32.340149 | astronomy_96 | chunk 5 | prompt_tokens=16801, candidates_tokens=203, total_tokens=17393
2025-11-21T20:32:51.223257 | astronomy_96 | chunk 6 | prompt_tokens=11619, candidates_tokens=342, total_tokens=12860
2025-11-21T20:33:21.055879 | astronomy_96 | chunk 7 | prompt_tokens=17507, candidates_tokens=284, total_tokens=18378
2025-11-21T20:34:11.083385 | astronomy_96 | chunk 8 | prompt_tokens=32649, candidates_tokens=486, total_tokens=34455
2025-11-21T20:35:03.316420 | astronomy_96 | chunk 9 | prompt_tokens=38466, candidates_tokens=343, total_tokens=40141
2025-11-21T20:35:20.236644 | astronomy_96 | chunk 10 | prompt_tokens=10167, candidates_tokens=147, total_tokens=10570
2025-11-21T20:36:24.347593 | astronomy_115 | chunk 0 | prompt_tokens=23027, candidates_tokens=324, total_tokens=23988
2025-11-21T20:36:56.459022 | astronomy_115 | chunk 1 | prompt_tokens=8236, candidates_tokens=200, total_tokens=8859
2025-11-21T20:37:52.319784 | astronomy_115 | chunk 2 | prompt_tokens=17933, candidates_tokens=323, total_tokens=19307
2025-11-21T20:38:26.673313 | astronomy_115 | chunk 3 | prompt_tokens=9035, candidates_tokens=192, total_tokens=9583
2025-11-21T20:38:51.405417 | astronomy_115 | chunk 4 | prompt_tokens=5131, candidates_tokens=140, total_tokens=5524
2025-11-21T20:39:33.306456 | astronomy_115 | chunk 5 | prompt_tokens=10425, candidates_tokens=155, total_tokens=11010
2025-11-21T20:40:07.732834 | astronomy_115 | chunk 6 | prompt_tokens=9418, candidates_tokens=228, total_tokens=10512
2025-11-21T20:40:36.985751 | astronomy_115 | chunk 7 | prompt_tokens=7154, candidates_tokens=154, total_tokens=7803
2025-11-21T20:41:02.651895 | astronomy_115 | chunk 8 | prompt_tokens=5710, candidates_tokens=264, total_tokens=6307
2025-11-21T20:41:25.595908 | astronomy_115 | chunk 9 | prompt_tokens=5639, candidates_tokens=223, total_tokens=6052
2025-11-21T20:41:50.762703 | astronomy_115 | chunk 10 | prompt_tokens=6027, candidates_tokens=282, total_tokens=6959
2025-11-21T20:42:33.743706 | astronomy_115 | chunk 11 | prompt_tokens=15386, candidates_tokens=339, total_tokens=16351
2025-11-21T20:43:28.292768 | astronomy_502 | chunk 0 | prompt_tokens=22534, candidates_tokens=197, total_tokens=23016
2025-11-21T20:44:41.383940 | astronomy_502 | chunk 1 | prompt_tokens=19581, candidates_tokens=528, total_tokens=21408
2025-11-21T20:44:59.340536 | astronomy_502 | chunk 2 | prompt_tokens=3991, candidates_tokens=199, total_tokens=4391
2025-11-21T20:45:25.849242 | astronomy_502 | chunk 3 | prompt_tokens=10427, candidates_tokens=210, total_tokens=11352
2025-11-21T20:46:11.968830 | astronomy_502 | chunk 4 | prompt_tokens=4299, candidates_tokens=339, total_tokens=5036
2025-11-21T20:46:57.969609 | astronomy_502 | chunk 5 | prompt_tokens=14563, candidates_tokens=370, total_tokens=15896
2025-11-21T20:47:31.511752 | astronomy_502 | chunk 6 | prompt_tokens=18965, candidates_tokens=121, total_tokens=19447
2025-11-21T20:47:47.290150 | astronomy_502 | chunk 7 | prompt_tokens=4249, candidates_tokens=245, total_tokens=5008
2025-11-21T20:48:19.544962 | astronomy_502 | chunk 8 | prompt_tokens=10833, candidates_tokens=360, total_tokens=11663
2025-11-21T20:48:35.203328 | astronomy_502 | chunk 9 | prompt_tokens=7207, candidates_tokens=188, total_tokens=7828
2025-11-21T20:48:51.713717 | astronomy_502 | chunk 10 | prompt_tokens=6298, candidates_tokens=259, total_tokens=7012
2025-11-21T20:49:17.797349 | astronomy_502 | chunk 11 | prompt_tokens=8070, candidates_tokens=255, total_tokens=9150
2025-11-21T20:50:02.792914 | astronomy_280 | chunk 0 | prompt_tokens=12148, candidates_tokens=373, total_tokens=13236
2025-11-21T20:51:04.369650 | astronomy_280 | chunk 1 | prompt_tokens=17242, candidates_tokens=268, total_tokens=18463
2025-11-21T20:52:03.313080 | astronomy_280 | chunk 2 | prompt_tokens=18141, candidates_tokens=317, total_tokens=18978
2025-11-21T20:52:18.963824 | astronomy_280 | chunk 3 | prompt_tokens=4066, candidates_tokens=119, total_tokens=4565
2025-11-21T20:52:47.174008 | astronomy_280 | chunk 4 | prompt_tokens=7129, candidates_tokens=247, total_tokens=7895
2025-11-21T20:53:32.792681 | astronomy_280 | chunk 5 | prompt_tokens=10267, candidates_tokens=251, total_tokens=10849
2025-11-21T20:53:52.679901 | astronomy_280 | chunk 6 | prompt_tokens=3783, candidates_tokens=204, total_tokens=4324
2025-11-21T20:54:15.907888 | astronomy_280 | chunk 7 | prompt_tokens=6563, candidates_tokens=154, total_tokens=7156
2025-11-21T20:54:36.513122 | astronomy_280 | chunk 8 | prompt_tokens=3425, candidates_tokens=211, total_tokens=4100
2025-11-21T20:55:12.807237 | astronomy_280 | chunk 9 | prompt_tokens=4815, candidates_tokens=231, total_tokens=5583
2025-11-21T20:55:59.620480 | astronomy_280 | chunk 10 | prompt_tokens=9060, candidates_tokens=311, total_tokens=9974
2025-11-21T20:56:38.663262 | astronomy_280 | chunk 11 | prompt_tokens=14283, candidates_tokens=420, total_tokens=16182
2025-11-21T20:56:49.895679 | astronomy_186 | chunk 0 | prompt_tokens=5441, candidates_tokens=75, total_tokens=5786
2025-11-21T20:57:11.808049 | astronomy_186 | chunk 1 | prompt_tokens=8261, candidates_tokens=242, total_tokens=8666
2025-11-21T20:57:32.105339 | astronomy_186 | chunk 2 | prompt_tokens=7462, candidates_tokens=253, total_tokens=8094
2025-11-21T20:57:45.746860 | astronomy_186 | chunk 3 | prompt_tokens=2293, candidates_tokens=164, total_tokens=2852
2025-11-21T20:58:12.956500 | astronomy_186 | chunk 4 | prompt_tokens=11091, candidates_tokens=307, total_tokens=11608
2025-11-21T20:58:41.905330 | astronomy_186 | chunk 5 | prompt_tokens=7412, candidates_tokens=291, total_tokens=8620
2025-11-21T20:59:22.583309 | astronomy_186 | chunk 6 | prompt_tokens=14820, candidates_tokens=328, total_tokens=15819
2025-11-21T20:59:58.137054 | astronomy_186 | chunk 7 | prompt_tokens=18965, candidates_tokens=231, total_tokens=19503
2025-11-21T21:00:12.323974 | astronomy_186 | chunk 8 | prompt_tokens=6596, candidates_tokens=237, total_tokens=7194
2025-11-21T21:00:39.726924 | astronomy_186 | chunk 9 | prompt_tokens=5689, candidates_tokens=513, total_tokens=7053
2025-11-21T21:01:03.425451 | astronomy_186 | chunk 10 | prompt_tokens=4066, candidates_tokens=329, total_tokens=5050
2025-11-21T21:01:41.859992 | astronomy_186 | chunk 11 | prompt_tokens=15644, candidates_tokens=218, total_tokens=16368
2025-11-21T21:02:13.120568 | astronomy_186 | chunk 12 | prompt_tokens=8003, candidates_tokens=385, total_tokens=9093
2025-11-21T21:02:52.653979 | astronomy_186 | chunk 13 | prompt_tokens=10217, candidates_tokens=582, total_tokens=11328
2025-11-21T21:03:35.048111 | astronomy_186 | chunk 14 | prompt_tokens=6771, candidates_tokens=332, total_tokens=7507
2025-11-21T21:03:49.286878 | astronomy_186 | chunk 15 | prompt_tokens=3081, candidates_tokens=494, total_tokens=3975
2025-11-21T21:04:16.047697 | astronomy_186 | chunk 16 | prompt_tokens=14858, candidates_tokens=394, total_tokens=15874
2025-11-21T21:04:39.626411 | astronomy_440 | chunk 1 | prompt_tokens=3371, candidates_tokens=220, total_tokens=4103
2025-11-21T21:04:56.417857 | astronomy_440 | chunk 2 | prompt_tokens=3936, candidates_tokens=157, total_tokens=4394
2025-11-21T21:07:29.942849 | astronomy_440 | chunk 3 | prompt_tokens=37951, candidates_tokens=241, total_tokens=38863
2025-11-21T21:07:51.939277 | astronomy_440 | chunk 4 | prompt_tokens=6563, candidates_tokens=105, total_tokens=6963
2025-11-21T21:08:12.129387 | astronomy_440 | chunk 5 | prompt_tokens=4865, candidates_tokens=148, total_tokens=5546
2025-11-21T21:09:07.574164 | astronomy_440 | chunk 6 | prompt_tokens=11066, candidates_tokens=154, total_tokens=11723
2025-11-21T21:10:08.828925 | astronomy_440 | chunk 7 | prompt_tokens=16210, candidates_tokens=148, total_tokens=16915
2025-11-21T21:10:58.288063 | astronomy_440 | chunk 8 | prompt_tokens=9368, candidates_tokens=180, total_tokens=10044
2025-11-21T21:11:33.646014 | astronomy_440 | chunk 9 | prompt_tokens=9393, candidates_tokens=151, total_tokens=9837
2025-11-21T21:12:00.729577 | astronomy_440 | chunk 10 | prompt_tokens=9270, candidates_tokens=194, total_tokens=10286
2025-11-21T21:12:28.779105 | astronomy_440 | chunk 11 | prompt_tokens=6846, candidates_tokens=134, total_tokens=7226
2025-11-21T21:13:53.134019 | astronomy_440 | chunk 12 | prompt_tokens=41720, candidates_tokens=258, total_tokens=42545
2025-11-21T21:14:22.140176 | astronomy_143 | chunk 0 | prompt_tokens=5789, candidates_tokens=219, total_tokens=6226
2025-11-21T21:15:02.676148 | astronomy_143 | chunk 1 | prompt_tokens=8985, candidates_tokens=227, total_tokens=9829
2025-11-21T21:15:35.217589 | astronomy_143 | chunk 2 | prompt_tokens=12207, candidates_tokens=242, total_tokens=13310
2025-11-21T21:16:25.319895 | astronomy_143 | chunk 3 | prompt_tokens=10758, candidates_tokens=136, total_tokens=11171
2025-11-21T21:17:37.126199 | astronomy_143 | chunk 4 | prompt_tokens=16260, candidates_tokens=250, total_tokens=17560
2025-11-21T21:18:48.562959 | astronomy_143 | chunk 5 | prompt_tokens=22719, candidates_tokens=238, total_tokens=23146
2025-11-21T21:19:34.805955 | astronomy_143 | chunk 6 | prompt_tokens=9909, candidates_tokens=217, total_tokens=10526
2025-11-21T21:20:14.058281 | astronomy_143 | chunk 7 | prompt_tokens=9651, candidates_tokens=249, total_tokens=10429
2025-11-21T21:20:57.835814 | astronomy_143 | chunk 8 | prompt_tokens=13538, candidates_tokens=337, total_tokens=14661
2025-11-21T21:21:24.901585 | astronomy_143 | chunk 9 | prompt_tokens=4632, candidates_tokens=193, total_tokens=5307
2025-11-21T21:21:45.549000 | astronomy_405 | chunk 0 | prompt_tokens=4940, candidates_tokens=227, total_tokens=5692
2025-11-21T21:22:08.547857 | astronomy_405 | chunk 1 | prompt_tokens=15766, candidates_tokens=335, total_tokens=16755
2025-11-21T21:22:37.767930 | astronomy_405 | chunk 2 | prompt_tokens=9884, candidates_tokens=360, total_tokens=10748
2025-11-21T21:22:57.166269 | astronomy_405 | chunk 3 | prompt_tokens=11615, candidates_tokens=372, total_tokens=12601
2025-11-21T21:23:24.204960 | astronomy_405 | chunk 4 | prompt_tokens=9676, candidates_tokens=356, total_tokens=10476
2025-11-21T21:23:47.330757 | astronomy_405 | chunk 5 | prompt_tokens=12502, candidates_tokens=410, total_tokens=13692
2025-11-21T21:24:28.532385 | astronomy_405 | chunk 6 | prompt_tokens=14720, candidates_tokens=305, total_tokens=15619
2025-11-21T21:24:50.723499 | astronomy_405 | chunk 7 | prompt_tokens=9110, candidates_tokens=76, total_tokens=9359
2025-11-21T21:25:34.739074 | astronomy_405 | chunk 8 | prompt_tokens=22411, candidates_tokens=580, total_tokens=23964
2025-11-21T21:26:07.017678 | astronomy_405 | chunk 9 | prompt_tokens=25291, candidates_tokens=76, total_tokens=25470
2025-11-21T21:27:12.783168 | astronomy_405 | chunk 10 | prompt_tokens=25832, candidates_tokens=311, total_tokens=26770
2025-11-21T21:28:06.118236 | astronomy_177 | chunk 0 | prompt_tokens=17292, candidates_tokens=389, total_tokens=18185
2025-11-21T21:28:32.992672 | astronomy_177 | chunk 1 | prompt_tokens=8827, candidates_tokens=177, total_tokens=9459
2025-11-21T21:29:05.224809 | astronomy_177 | chunk 2 | prompt_tokens=11324, candidates_tokens=207, total_tokens=11894
2025-11-21T21:29:32.283134 | astronomy_177 | chunk 3 | prompt_tokens=4324, candidates_tokens=212, total_tokens=4982
2025-11-21T21:29:59.544732 | astronomy_177 | chunk 4 | prompt_tokens=7462, candidates_tokens=286, total_tokens=8087
2025-11-21T21:30:18.127367 | astronomy_177 | chunk 5 | prompt_tokens=9546, candidates_tokens=306, total_tokens=10333
2025-11-21T21:30:49.793150 | astronomy_177 | chunk 6 | prompt_tokens=9626, candidates_tokens=176, total_tokens=10404
2025-11-21T21:31:18.515262 | astronomy_177 | chunk 7 | prompt_tokens=9701, candidates_tokens=128, total_tokens=10031
2025-11-21T21:31:57.369405 | astronomy_177 | chunk 8 | prompt_tokens=12248, candidates_tokens=200, total_tokens=12846
2025-11-21T21:32:17.292444 | astronomy_177 | chunk 9 | prompt_tokens=8960, candidates_tokens=255, total_tokens=10046
2025-11-21T21:32:39.794386 | astronomy_177 | chunk 10 | prompt_tokens=5664, candidates_tokens=177, total_tokens=6008
2025-11-21T21:33:01.146183 | astronomy_177 | chunk 11 | prompt_tokens=4915, candidates_tokens=149, total_tokens=5505
2025-11-21T21:33:47.238605 | astronomy_177 | chunk 12 | prompt_tokens=15028, candidates_tokens=267, total_tokens=15948
2025-11-21T21:34:32.409205 | astronomy_177 | chunk 13 | prompt_tokens=14745, candidates_tokens=371, total_tokens=15960
2025-11-21T21:34:52.918982 | astronomy_177 | chunk 14 | prompt_tokens=11902, candidates_tokens=260, total_tokens=12731
2025-11-21T21:36:11.283197 | astronomy_177 | chunk 15 | prompt_tokens=27530, candidates_tokens=667, total_tokens=29352
2025-11-21T21:36:40.968959 | astronomy_3 | chunk 0 | prompt_tokens=6771, candidates_tokens=288, total_tokens=7471
2025-11-21T21:36:52.050681 | astronomy_3 | chunk 1 | prompt_tokens=1777, candidates_tokens=71, total_tokens=1992
2025-11-21T21:37:04.483379 | astronomy_3 | chunk 2 | prompt_tokens=10143, candidates_tokens=220, total_tokens=10603
2025-11-21T21:37:19.643748 | astronomy_3 | chunk 3 | prompt_tokens=6871, candidates_tokens=109, total_tokens=7186
2025-11-21T21:37:44.279298 | astronomy_3 | chunk 4 | prompt_tokens=18692, candidates_tokens=293, total_tokens=19434
2025-11-21T21:37:58.750559 | astronomy_3 | chunk 5 | prompt_tokens=5715, candidates_tokens=241, total_tokens=6360
2025-11-21T21:38:18.372663 | astronomy_3 | chunk 6 | prompt_tokens=7104, candidates_tokens=187, total_tokens=7989
2025-11-21T21:38:39.366842 | astronomy_3 | chunk 7 | prompt_tokens=15442, candidates_tokens=229, total_tokens=16065
2025-11-21T21:38:54.343981 | astronomy_3 | chunk 8 | prompt_tokens=4324, candidates_tokens=169, total_tokens=4894
2025-11-21T21:39:39.819229 | astronomy_3 | chunk 9 | prompt_tokens=14254, candidates_tokens=236, total_tokens=15599
2025-11-21T21:40:11.016822 | astronomy_3 | chunk 10 | prompt_tokens=13380, candidates_tokens=253, total_tokens=14059
2025-11-21T21:41:34.762098 | astronomy_3 | chunk 11 | prompt_tokens=24084, candidates_tokens=325, total_tokens=25172
2025-11-21T21:42:08.507990 | astronomy_3 | chunk 12 | prompt_tokens=9676, candidates_tokens=230, total_tokens=10447
2025-11-21T21:42:31.166820 | astronomy_3 | chunk 13 | prompt_tokens=18112, candidates_tokens=53, total_tokens=18312
2025-11-21T21:42:52.927264 | astronomy_435 | chunk 0 | prompt_tokens=6488, candidates_tokens=289, total_tokens=6858
2025-11-21T21:43:32.047477 | astronomy_435 | chunk 1 | prompt_tokens=7928, candidates_tokens=208, total_tokens=8470
2025-11-21T21:44:03.072035 | astronomy_435 | chunk 2 | prompt_tokens=8236, candidates_tokens=209, total_tokens=9390
2025-11-21T21:44:15.855178 | astronomy_435 | chunk 3 | prompt_tokens=3948, candidates_tokens=165, total_tokens=4386
2025-11-21T21:44:33.394458 | astronomy_435 | chunk 4 | prompt_tokens=7800, candidates_tokens=257, total_tokens=8461
2025-11-21T21:44:52.810530 | astronomy_435 | chunk 5 | prompt_tokens=6305, candidates_tokens=233, total_tokens=7135
2025-11-21T21:45:16.645663 | astronomy_435 | chunk 6 | prompt_tokens=9060, candidates_tokens=153, total_tokens=9459
2025-11-21T21:45:31.606847 | astronomy_435 | chunk 7 | prompt_tokens=5639, candidates_tokens=88, total_tokens=5916
2025-11-21T21:45:44.650696 | astronomy_435 | chunk 8 | prompt_tokens=9860, candidates_tokens=119, total_tokens=10242
2025-11-21T21:46:09.050511 | astronomy_435 | chunk 9 | prompt_tokens=11965, candidates_tokens=173, total_tokens=12547
2025-11-21T21:46:21.144431 | astronomy_435 | chunk 10 | prompt_tokens=8974, candidates_tokens=104, total_tokens=9314
2025-11-21T21:46:54.685821 | astronomy_435 | chunk 11 | prompt_tokens=15877, candidates_tokens=200, total_tokens=16461
2025-11-21T21:47:16.658392 | astronomy_435 | chunk 12 | prompt_tokens=7387, candidates_tokens=145, total_tokens=8007
2025-11-21T21:47:45.781938 | astronomy_435 | chunk 13 | prompt_tokens=22528, candidates_tokens=166, total_tokens=23160
2025-11-21T21:48:32.017925 | astronomy_435 | chunk 14 | prompt_tokens=20197, candidates_tokens=221, total_tokens=21307
2025-11-21T21:49:11.914803 | astronomy_435 | chunk 15 | prompt_tokens=21537, candidates_tokens=307, total_tokens=22175
2025-11-21T21:49:57.752115 | astronomy_328 | chunk 0 | prompt_tokens=12714, candidates_tokens=615, total_tokens=14395
2025-11-21T21:50:17.485445 | astronomy_328 | chunk 1 | prompt_tokens=9934, candidates_tokens=336, total_tokens=10824
2025-11-21T21:50:39.144924 | astronomy_328 | chunk 2 | prompt_tokens=9418, candidates_tokens=432, total_tokens=10545
2025-11-21T21:51:07.275493 | astronomy_328 | chunk 3 | prompt_tokens=8236, candidates_tokens=461, total_tokens=9492
2025-11-21T21:51:21.779205 | astronomy_328 | chunk 4 | prompt_tokens=5714, candidates_tokens=268, total_tokens=6540
2025-11-21T21:51:43.249729 | astronomy_328 | chunk 5 | prompt_tokens=10152, candidates_tokens=606, total_tokens=12337
2025-11-21T21:52:01.101363 | astronomy_328 | chunk 6 | prompt_tokens=3941, candidates_tokens=392, total_tokens=4903
2025-11-21T21:52:23.096325 | astronomy_328 | chunk 7 | prompt_tokens=7412, candidates_tokens=546, total_tokens=8896
2025-11-21T21:53:03.272706 | astronomy_328 | chunk 8 | prompt_tokens=23568, candidates_tokens=515, total_tokens=25120
2025-11-21T21:53:35.717660 | astronomy_328 | chunk 9 | prompt_tokens=11657, candidates_tokens=419, total_tokens=12619
2025-11-21T21:54:04.404286 | astronomy_328 | chunk 10 | prompt_tokens=12814, candidates_tokens=651, total_tokens=14315
2025-11-21T21:54:18.252687 | astronomy_328 | chunk 11 | prompt_tokens=4274, candidates_tokens=220, total_tokens=5141
2025-11-21T21:54:41.599449 | astronomy_328 | chunk 12 | prompt_tokens=11965, candidates_tokens=668, total_tokens=13458
2025-11-21T21:55:04.534259 | astronomy_328 | chunk 13 | prompt_tokens=11965, candidates_tokens=499, total_tokens=13591
