2025-11-21T18:23:06.487469 | ted_talks_1 | chunk 0 | prompt_tokens=12864, candidates_tokens=474, total_tokens=14170
2025-11-21T19:56:36.283535 | ted_talks_433 | chunk 12 | prompt_tokens=15902, candidates_tokens=152, total_tokens=16417
2025-11-21T19:56:51.936822 | ted_talks_433 | chunk 13 | prompt_tokens=6047, candidates_tokens=159, total_tokens=6591
2025-11-21T19:57:08.309072 | ted_talks_433 | chunk 14 | prompt_tokens=5922, candidates_tokens=247, total_tokens=6610
2025-11-21T19:57:26.810699 | ted_talks_433 | chunk 15 | prompt_tokens=5947, candidates_tokens=173, total_tokens=6464
2025-11-21T19:57:40.698828 | ted_talks_433 | chunk 16 | prompt_tokens=4815, candidates_tokens=163, total_tokens=5283
2025-11-21T19:58:00.508387 | ted_talks_81 | chunk 0 | prompt_tokens=2243, candidates_tokens=261, total_tokens=3199
2025-11-21T19:58:33.356028 | ted_talks_81 | chunk 1 | prompt_tokens=10808, candidates_tokens=128, total_tokens=11216
2025-11-21T19:59:01.941282 | ted_talks_81 | chunk 2 | prompt_tokens=10192, candidates_tokens=263, total_tokens=11032
2025-11-21T19:59:27.128911 | ted_talks_81 | chunk 3 | prompt_tokens=8569, candidates_tokens=209, total_tokens=9394
2025-11-21T20:00:24.144402 | ted_talks_81 | chunk 4 | prompt_tokens=22694, candidates_tokens=289, total_tokens=23279
2025-11-21T20:01:13.726164 | ted_talks_81 | chunk 5 | prompt_tokens=18122, candidates_tokens=267, total_tokens=18847
2025-11-21T20:02:17.522616 | ted_talks_81 | chunk 6 | prompt_tokens=21537, candidates_tokens=384, total_tokens=22666
2025-11-21T20:02:38.167173 | ted_talks_81 | chunk 7 | prompt_tokens=4532, candidates_tokens=192, total_tokens=5109
2025-11-21T20:03:26.904206 | ted_talks_81 | chunk 8 | prompt_tokens=18241, candidates_tokens=287, total_tokens=19208
2025-11-21T20:04:04.917088 | ted_talks_81 | chunk 9 | prompt_tokens=13983, candidates_tokens=169, total_tokens=14503
2025-11-21T20:04:46.945888 | ted_talks_81 | chunk 10 | prompt_tokens=10452, candidates_tokens=497, total_tokens=11786
2025-11-21T20:05:49.344587 | ted_talks_375 | chunk 0 | prompt_tokens=19577, candidates_tokens=124, total_tokens=20067
2025-11-21T20:06:20.107643 | ted_talks_375 | chunk 1 | prompt_tokens=8802, candidates_tokens=170, total_tokens=9377
2025-11-21T20:07:09.205336 | ted_talks_375 | chunk 2 | prompt_tokens=15952, candidates_tokens=287, total_tokens=16768
2025-11-21T20:07:48.839803 | ted_talks_375 | chunk 3 | prompt_tokens=12481, candidates_tokens=124, total_tokens=12805
2025-11-21T20:08:37.127743 | ted_talks_375 | chunk 4 | prompt_tokens=13871, candidates_tokens=176, total_tokens=14427
2025-11-21T20:09:45.430320 | ted_talks_375 | chunk 5 | prompt_tokens=23140, candidates_tokens=127, total_tokens=23577
2025-11-21T20:10:14.049453 | ted_talks_375 | chunk 6 | prompt_tokens=6305, candidates_tokens=195, total_tokens=6983
2025-11-21T20:10:50.544031 | ted_talks_375 | chunk 7 | prompt_tokens=9245, candidates_tokens=127, total_tokens=9673
2025-11-21T20:11:33.681135 | ted_talks_375 | chunk 8 | prompt_tokens=11921, candidates_tokens=138, total_tokens=12469
2025-11-21T20:11:53.138565 | ted_talks_375 | chunk 9 | prompt_tokens=4532, candidates_tokens=99, total_tokens=4848
2025-11-21T20:12:54.319288 | ted_talks_375 | chunk 10 | prompt_tokens=13713, candidates_tokens=155, total_tokens=14374
2025-11-21T20:13:19.045102 | ted_talks_236 | chunk 0 | prompt_tokens=12431, candidates_tokens=247, total_tokens=13223
2025-11-21T20:13:39.449530 | ted_talks_236 | chunk 1 | prompt_tokens=10758, candidates_tokens=185, total_tokens=11425
2025-11-21T20:13:54.753863 | ted_talks_236 | chunk 2 | prompt_tokens=4249, candidates_tokens=254, total_tokens=5023
2025-11-21T20:14:14.342776 | ted_talks_236 | chunk 3 | prompt_tokens=10267, candidates_tokens=205, total_tokens=10758
2025-11-21T20:14:35.868941 | ted_talks_236 | chunk 4 | prompt_tokens=11965, candidates_tokens=103, total_tokens=12320
2025-11-21T20:14:53.715278 | ted_talks_236 | chunk 5 | prompt_tokens=5739, candidates_tokens=173, total_tokens=6667
2025-11-21T20:15:20.210565 | ted_talks_236 | chunk 6 | prompt_tokens=17059, candidates_tokens=234, total_tokens=17701
2025-11-21T20:15:46.036638 | ted_talks_236 | chunk 7 | prompt_tokens=11041, candidates_tokens=383, total_tokens=12304
2025-11-21T20:16:26.636652 | ted_talks_236 | chunk 8 | prompt_tokens=19248, candidates_tokens=417, total_tokens=20264
2025-11-21T20:16:44.885139 | ted_talks_236 | chunk 9 | prompt_tokens=8569, candidates_tokens=208, total_tokens=9327
2025-11-21T20:17:01.504972 | ted_talks_438 | chunk 0 | prompt_tokens=7499, candidates_tokens=208, total_tokens=8020
2025-11-21T20:18:15.326179 | ted_talks_438 | chunk 1 | prompt_tokens=19581, candidates_tokens=355, total_tokens=21015
2025-11-21T20:19:15.648665 | ted_talks_438 | chunk 2 | prompt_tokens=19065, candidates_tokens=295, total_tokens=20187
2025-11-21T20:19:44.515074 | ted_talks_438 | chunk 3 | prompt_tokens=7695, candidates_tokens=171, total_tokens=8335
2025-11-21T20:20:15.787637 | ted_talks_438 | chunk 4 | prompt_tokens=11015, candidates_tokens=307, total_tokens=12049
2025-11-21T20:20:39.070293 | ted_talks_438 | chunk 5 | prompt_tokens=8569, candidates_tokens=181, total_tokens=9180
2025-11-21T20:21:24.857765 | ted_talks_438 | chunk 6 | prompt_tokens=16235, candidates_tokens=188, total_tokens=17024
2025-11-21T20:21:53.091136 | ted_talks_438 | chunk 7 | prompt_tokens=10783, candidates_tokens=242, total_tokens=11524
2025-11-21T20:22:14.653797 | ted_talks_438 | chunk 8 | prompt_tokens=5972, candidates_tokens=237, total_tokens=6936
2025-11-21T20:22:41.143601 | ted_talks_438 | chunk 9 | prompt_tokens=7695, candidates_tokens=262, total_tokens=8793
2025-11-21T20:23:05.943520 | ted_talks_438 | chunk 10 | prompt_tokens=7362, candidates_tokens=249, total_tokens=8137
2025-11-21T20:23:21.258599 | ted_talks_438 | chunk 11 | prompt_tokens=2343, candidates_tokens=171, total_tokens=2979
2025-11-21T20:23:35.094931 | ted_talks_438 | chunk 12 | prompt_tokens=6028, candidates_tokens=117, total_tokens=6595
2025-11-21T20:23:50.875336 | ted_talks_250 | chunk 0 | prompt_tokens=5146, candidates_tokens=154, total_tokens=5628
2025-11-21T20:24:33.611794 | ted_talks_250 | chunk 1 | prompt_tokens=16726, candidates_tokens=282, total_tokens=17615
2025-11-21T20:24:56.243213 | ted_talks_250 | chunk 2 | prompt_tokens=6871, candidates_tokens=327, total_tokens=7608
2025-11-21T20:25:35.258475 | ted_talks_250 | chunk 3 | prompt_tokens=13663, candidates_tokens=554, total_tokens=15002
2025-11-21T20:26:02.410273 | ted_talks_250 | chunk 4 | prompt_tokens=8852, candidates_tokens=349, total_tokens=9778
2025-11-21T20:26:35.733239 | ted_talks_250 | chunk 5 | prompt_tokens=12198, candidates_tokens=206, total_tokens=12748
2025-11-21T20:27:09.443448 | ted_talks_250 | chunk 6 | prompt_tokens=14487, candidates_tokens=110, total_tokens=14781
2025-11-21T20:27:38.084124 | ted_talks_250 | chunk 7 | prompt_tokens=8777, candidates_tokens=172, total_tokens=9307
2025-11-21T20:28:05.276893 | ted_talks_250 | chunk 8 | prompt_tokens=10217, candidates_tokens=230, total_tokens=10878
2025-11-21T20:28:25.787617 | ted_talks_250 | chunk 9 | prompt_tokens=6821, candidates_tokens=266, total_tokens=7710
2025-11-21T20:29:01.001712 | ted_talks_250 | chunk 10 | prompt_tokens=15103, candidates_tokens=108, total_tokens=15455
2025-11-21T20:29:41.779385 | ted_talks_250 | chunk 11 | prompt_tokens=14512, candidates_tokens=158, total_tokens=15143
2025-11-21T20:30:13.907154 | ted_talks_250 | chunk 12 | prompt_tokens=11066, candidates_tokens=258, total_tokens=11742
2025-11-21T20:30:42.090882 | ted_talks_250 | chunk 13 | prompt_tokens=12814, candidates_tokens=232, total_tokens=13358
2025-11-21T20:31:32.285915 | ted_talks_250 | chunk 14 | prompt_tokens=21934, candidates_tokens=446, total_tokens=23289
2025-11-21T20:31:48.535855 | ted_talks_56 | chunk 0 | prompt_tokens=1985, candidates_tokens=191, total_tokens=2704
2025-11-21T20:32:12.813161 | ted_talks_56 | chunk 1 | prompt_tokens=5406, candidates_tokens=283, total_tokens=6367
2025-11-21T20:32:30.125067 | ted_talks_56 | chunk 2 | prompt_tokens=3167, candidates_tokens=248, total_tokens=3890
2025-11-21T20:32:58.031585 | ted_talks_56 | chunk 3 | prompt_tokens=10154, candidates_tokens=198, total_tokens=10718
2025-11-21T20:33:17.364058 | ted_talks_56 | chunk 4 | prompt_tokens=6321, candidates_tokens=155, total_tokens=6885
2025-11-21T20:33:41.871634 | ted_talks_56 | chunk 5 | prompt_tokens=7387, candidates_tokens=180, total_tokens=8033
2025-11-21T20:33:57.153782 | ted_talks_56 | chunk 6 | prompt_tokens=5725, candidates_tokens=115, total_tokens=6112
2025-11-21T20:34:33.429084 | ted_talks_56 | chunk 7 | prompt_tokens=11091, candidates_tokens=279, total_tokens=11766
2025-11-21T20:34:59.795728 | ted_talks_56 | chunk 8 | prompt_tokens=9085, candidates_tokens=108, total_tokens=9568
2025-11-21T20:35:51.397854 | ted_talks_56 | chunk 9 | prompt_tokens=19589, candidates_tokens=363, total_tokens=20575
2025-11-21T20:36:29.033090 | ted_talks_56 | chunk 10 | prompt_tokens=12764, candidates_tokens=188, total_tokens=13420
2025-11-21T20:37:03.040946 | ted_talks_56 | chunk 11 | prompt_tokens=10808, candidates_tokens=191, total_tokens=11687
2025-11-21T20:37:56.204458 | ted_talks_56 | chunk 12 | prompt_tokens=22103, candidates_tokens=148, total_tokens=22663
2025-11-21T20:38:47.316314 | ted_talks_56 | chunk 13 | prompt_tokens=17829, candidates_tokens=392, total_tokens=19069
